facturadora,facturada,total
Q1851779074,Q8620606089,28850
Q3618140647,Q1773186700,29245
Q8654262468,Q55555,20282
Q8888,Q2641727394,74756
Q5572688534,Q1821647255,15033
Q1799660712,Q8374347050,26140
Q272727,Q2641727394,46984
Q8888,Q5184356482,23470
Q2274080112,Q2280162501,5026
Q8888,Q8044157700,54230
Q0000001,Q2280162501,89503
Q9016400742,Q1468063108,65492
Q1710658261,Q7400418425,34204
Q9016400742,Q1033745652,64815
Q1509499132,Q8792393276,41516
Q4444,Q4115702114,99199
Q2156262190,Q9564636321,61184
Q9855629498,Q8449780869,15316
Q9016400742,Q8044157700,86382
Q5986013964,Q9276934764,95238
Q8435135992,Q7976453880,56572
Q9564636321,Q9855629498,29331
Q9564636321,Q5633742877,35696
Q9388385657,Q5184356482,69358
Q9004955745,Q4451605077,42581
Q5633742877,Q6750581222,92745
Q9388385657,Q5986013964,61162
Q1851779074,Q8202147355,66361
Q0021942248,Q1468063108,92520
Q2903404864,Q5997385515,17975
Q4115702114,Q2156262190,73376
Q7089122617,Q4451605077,64364
Q55555,Q5184356482,48918
Q1322352860,Q5633742877,78197
Q1710658261,Q6798126526,61543
Q7135753287,Q5473512807,73159
Q3164435093,Q2903404864,72421
Q1820827878,Q3536657242,37828
Q7570562411,Q5184356482,9996
Q5473512807,Q9016400742,94479
Q9336212340,Q7089122617,14515
Q3618140647,Q6934466760,71379
Q5633742877,Q1955927015,2494
Q0851389296,Q2201628128,63675
Q4063404034,Q0851389296,39366
Q0301971354,Q7933062949,51751
Q8888,Q0563962909,47752
Q8044157700,Q4063404034,48690
Q3536657242,Q4115702114,91336
Q1911467279,Q0301971354,32587
Q1821647255,Q1521208856,17866
Q9016400742,Q2280162501,23950
Q1820827878,Q9564636321,12930
Q7009715042,Q9671059268,54516
Q1033745652,Q4242605006,93149
Q4451605077,Q1799660712,74295
Q5473512807,Q55555,80366
Q5986013964,Q7570562411,38856
Q5825436105,Q5256483984,97686
Q6666,Q8044157700,21880
Q8225522581,Q6454390516,99683
Q5184356482,Q4063404034,14261
Q5071998992,Q3536657242,13756
Q1799660712,Q2903404864,74265
Q0482332301,Q9855629498,29133
Q9388385657,Q6723378937,26337
Q6454390516,Q5825436105,1819
Q6934466760,Q4451605077,33202
Q1468063108,Q5369760002,7518
Q0978988285,Q5132628476,74042
Q4444,Q6905707917,35205
Q5997385515,Q6934466760,93342
Q8792393276,Q7976453880,66706
Q1799660712,Q4451605077,7502
Q9004955745,Q9564636321,40073
Q2274080112,Q6454390516,13356
Q9671059268,Q1033745652,69734
Q8620606089,Q4725404460,59602
Q0851389296,Q5256483984,6467
Q5899441084,Q9004955745,6058
Q5184356482,Q33,25839
Q1006027194,Q7009715042,42166
Q5473512807,Q8202147355,38131
Q0177372821,Q0301971354,75805
Q1911467279,Q1799660712,33835
Q1710658261,Q55555,95829
Q0563962909,Q9336212340,30527
Q8044157700,Q1820827878,27629
Q2201628128,Q3164435093,43846
Q8449780869,Q0850183150,81051
Q6454390516,Q3164435093,33916
Q9336212340,Q3618140647,45797
Q9855629498,Q0851389296,93948
Q1527100770,Q3536657242,29803
Q4678003580,Q0563962909,23155
Q9016400742,Q5899441084,805
Q6723378937,Q6454390516,71544
Q2201628128,Q7009715042,8876
Q6934466760,Q5986013964,61606
Q9004955745,Q3967623915,39208
Q4063404034,Q1820827878,20078
Q4444,Q9453657809,52043
Q8044157700,Q9815722414,26142
Q3040648240,Q3611449843,58483
Q6666,Q5572688534,28480
Q55555,Q7135753287,51443
Q8206014259,Q1911467279,1847
Q0021942248,Q6934466760,8136
Q6666,Q4678003580,85826
Q0850183150,Q9453657809,31231
Q55555,Q8449780869,73980
Q1773186700,Q9276934764,95789
Q9671059268,Q5369760002,73823
Q7009715042,Q6454390516,35517
Q0978988285,Q2641727394,43283
Q1521208856,Q2280162501,19887
Q3040648240,Q9336212340,31469
Q0850183150,Q5132628476,43966
Q4444,Q5572688534,64295
Q8374347050,Q4451605077,92183
Q8206014259,Q1509499132,66733
Q5986013964,Q2280162501,8510
Q6905707917,Q2280162501,20564
Q33,Q6666,55352
Q272727,Q7400418425,86836
Q0021942248,Q4195375468,79254
Q5997385515,Q3611449843,75642
Q3565078655,Q55555,86471
Q7009715042,Q6798126526,34056
Q5997385515,Q1088565265,58038
Q3040648240,Q9016400742,56690
Q0000001,Q8449780869,41526
Q8792393276,Q0944953579,82887
Q8374347050,Q0301971354,89776
Q1821647255,Q7239794431,1652
Q4063404034,Q6905707917,91568
Q4195375468,Q1773186700,94566
Q9671059268,Q8206014259,56679
Q6750581222,Q2156262190,47527
Q2201628128,Q7976453880,16716
Q8654262468,Q9388385657,55196
Q1728417125,Q33,35800
Q2535484805,Q8449780869,5859
Q3967623915,Q3536657242,74212
Q1820827878,Q4242605006,10784
Q9336212340,Q3281523098,79380
Q1911467279,Q4451605077,10849
Q8225522581,Q0851389296,25196
Q8620606089,Q6905707917,9302
Q5071998992,Q0021942248,87824
Q9564636321,Q1088565265,12651
Q2274080112,Q9453657809,96583
Q9336212340,Q7570562411,64856
Q1820827878,Q4115702114,22015
Q272727,Q6364730892,62736
Q2274080112,Q0563962909,19960
Q7239794431,Q55555,5822
Q3281523098,Q9016400742,42789
Q7135753287,Q55555,74060
Q6934466760,Q2535484805,50381
Q0199943111,Q8044157700,18183
Q1509499132,Q3618140647,73417
Q4063404034,Q8374347050,40081
Q2201628128,Q2903404864,74461
Q5132628476,Q5572688534,39049
Q5473512807,Q1521208856,40693
Q0177372821,Q0978988285,94787
Q0944953579,Q1799660712,65187
Q9855629498,Q9954990406,55705
Q5899441084,Q9453657809,22659
Q1820827878,Q8044157700,12503
Q1006027194,Q6236124536,96029
Q0177372821,Q4444,2525
Q6454390516,Q1710658261,17347
Q5184356482,Q6666,63091
Q0021942248,Q4063404034,33235
Q7976453880,Q0301971354,24155
Q2903404864,Q1322352860,31461
Q0199943111,Q2641727394,46663
Q3040648240,Q5236930570,49242
Q8044157700,Q5071998992,37388
Q4063404034,Q5369760002,40882
Q3565078655,Q2535484805,44783
Q1851779074,Q8225522581,91265
Q3164435093,Q1111111,74058
Q6934466760,Q2274080112,28887
Q2156262190,Q8449780869,41145
Q8620606089,Q0177372821,40481
Q5899441084,Q9564636321,53554
Q1799660712,Q0563962909,66811
Q5184356482,Q4115702114,87117
Q2535484805,Q7089122617,3367
Q3281523098,Q0177372821,23412
Q9564636321,Q2280162501,20885
Q3164435093,Q5825436105,6282
Q0851389296,Q9004955745,12155
Q4678003580,Q0944953579,31418
Q5986013964,Q9671059268,21733
Q1820827878,Q2274080112,2470
Q1820827878,Q5986013964,35314
Q2280162501,Q4195375468,69117
Q3565078655,Q9388385657,53262
Q5997385515,Q8792393276,64788
Q0021942248,Q5473512807,2005
Q9671059268,Q8888,88679
Q0482332301,Q9004955745,63760
Q6750581222,Q33,12879
Q1911467279,Q1527100770,37278
Q7400418425,Q2903404864,9323
Q1710658261,Q5825436105,28653
Q0850183150,Q4725404460,49300
Q5236930570,Q9453657809,82844
Q2156262190,Q9004955745,91496
Q0199943111,Q6364730892,69749
Q0177372821,Q5132628476,88811
Q0851389296,Q1468063108,68210
Q3536657242,Q1820827878,27722
Q1710658261,Q3565078655,2042
Q1111111,Q4725404460,32629
Q4195375468,Q6454390516,47548
Q4725404460,Q7009715042,69828
Q3281523098,Q1527100770,15504
Q9388385657,Q0021942248,7037
Q1911467279,Q0021942248,57927
Q1521208856,Q9004955745,71727
Q6750581222,Q9388385657,52773
Q5369760002,Q0482332301,28566
Q1820827878,Q8449780869,50125
Q0851389296,Q4115702114,8184
Q1955927015,Q1521208856,77578
Q2641727394,Q1710658261,83511
Q4242605006,Q9671059268,57
Q9855629498,Q6750581222,34662
Q3618140647,Q1821647255,92122
Q4242605006,Q8792393276,68170
Q1322352860,Q5473512807,60160
Q55555,Q6905707917,80937
Q1728417125,Q2535484805,88249
Q4195375468,Q8449780869,98717
Q8449780869,Q7089122617,36266
Q2201628128,Q8435135992,84930
Q3164435093,Q0850183150,90259
Q3164435093,Q6666,37719
Q8396980208,Q1088565265,88061
Q1773186700,Q9671059268,1883
Q7239794431,Q2274080112,26375
Q7135753287,Q0199943111,32507
Q6750581222,Q2156262190,36026
Q9016400742,Q1710658261,25125
Q0851389296,Q33,94739
Q0000001,Q2274080112,61986
Q0563962909,Q1728417125,38962
Q6454390516,Q6905707917,20933
Q6364730892,Q9453657809,2013
Q5825436105,Q8374347050,56595
Q3611449843,Q0177372821,39057
Q5236930570,Q2641727394,2299
Q0199943111,Q8654262468,39628
Q9016400742,Q9276934764,94483
Q5633742877,Q1955927015,2386
Q9453657809,Q1322352860,87385
Q5633742877,Q8449780869,38765
Q7135753287,Q8654262468,5653
Q4444,Q8654262468,19742
Q3281523098,Q3565078655,21232
Q6236124536,Q8792393276,20192
Q1728417125,Q8374347050,74258
Q1006027194,Q3536657242,51596
Q5899441084,Q3611449843,58016
Q5633742877,Q0301971354,3936
Q6750581222,Q9954990406,95831
Q6905707917,Q2201628128,27218
Q1710658261,Q2156262190,46748
Q7976453880,Q1006027194,71185
Q0177372821,Q8792393276,92839
Q3536657242,Q1509499132,36258
Q0851389296,Q0944953579,74112
Q8435135992,Q5633742877,20754
Q9004955745,Q5899441084,3152
Q1521208856,Q6666,93993
Q2274080112,Q6454390516,35844
Q9388385657,Q1911467279,87842
Q6798126526,Q2641727394,30388
Q1527100770,Q1521208856,83829
Q8202147355,Q8792393276,52087
Q4678003580,Q9004955745,59199
Q7400418425,Q9855629498,51474
Q1033745652,Q5899441084,88253
Q3611449843,Q8449780869,13111
Q9276934764,Q7933062949,55516
Q8225522581,Q2903404864,8794
Q8449780869,Q2201628128,67395
Q5572688534,Q0851389296,61017
Q7400418425,Q9815722414,75666
Q5184356482,Q5997385515,44461
Q3281523098,Q7135753287,29095
Q1821647255,Q2156262190,63663
Q0850183150,Q7239794431,27337
Q5633742877,Q1509499132,13160
Q5572688534,Q1006027194,81958
Q6666,Q3565078655,5583
Q7135753287,Q1468063108,92415
Q9388385657,Q3040648240,77281
Q6934466760,Q5184356482,50019
Q7135753287,Q3967623915,88862
Q1322352860,Q7400418425,2220
Q8654262468,Q3281523098,6424
Q2156262190,Q5572688534,62364
Q6934466760,Q3967623915,69462
Q4063404034,Q5986013964,41795
Q3281523098,Q3536657242,52315
Q3565078655,Q8449780869,98727
Q0482332301,Q5997385515,3695
Q1820827878,Q9004955745,87804
Q1851779074,Q8225522581,18099
Q8792393276,Q1527100770,654
Q5236930570,Q6454390516,99347
Q5633742877,Q6454390516,15592
Q7089122617,Q2274080112,47308
Q3611449843,Q9671059268,97596
Q3040648240,Q8435135992,80771
Q8435135992,Q0978988285,43411
Q5236930570,Q9815722414,77775
Q4195375468,Q9815722414,46535
Q1468063108,Q6750581222,56626
Q0978988285,Q2274080112,31984
Q8202147355,Q4242605006,83864
Q4115702114,Q0944953579,67593
Q5899441084,Q3536657242,35443
Q2535484805,Q7239794431,69957
Q7239794431,Q0850183150,52055
Q0850183150,Q272727,72491
Q8202147355,Q8654262468,89407
Q9855629498,Q0000001,58672
Q8888,Q8225522581,69267
Q6905707917,Q0978988285,96300
Q3164435093,Q8620606089,54511
Q3281523098,Q1773186700,17061
Q7009715042,Q8044157700,37880
Q7570562411,Q2280162501,50606
Q0978988285,Q4195375468,56780
Q7135753287,Q8888,73978
Q2201628128,Q2156262190,85249
Q1821647255,Q1820827878,58204
Q1911467279,Q8888,9741
Q8202147355,Q0944953579,88986
Q1851779074,Q9564636321,51487
Q4678003580,Q1955927015,54279
Q2535484805,Q0563962909,92807
Q0851389296,Q4444,97345
Q6236124536,Q0563962909,18378
Q9671059268,Q8449780869,6522
Q5236930570,Q1820827878,22668
Q8449780869,Q9388385657,69050
Q5633742877,Q9016400742,18354
Q4195375468,Q2201628128,22607
Q9815722414,Q0850183150,74951
Q7933062949,Q1710658261,59061
Q2641727394,Q2274080112,96696
Q0851389296,Q7089122617,48274
Q9336212340,Q7933062949,53388
Q8225522581,Q9453657809,62454
Q8225522581,Q6905707917,22870
Q1006027194,Q8654262468,64538
Q7135753287,Q4444,57848
Q3618140647,Q3611449843,54077
Q8225522581,Q1911467279,22864
Q8374347050,Q3618140647,10500
Q8435135992,Q7933062949,31087
Q5132628476,Q3281523098,88857
Q1111111,Q1322352860,45592
Q0000001,Q6934466760,92100
Q5132628476,Q3281523098,9431
Q1006027194,Q1527100770,9498
Q4115702114,Q0021942248,88218
Q9276934764,Q4451605077,92285
Q1773186700,Q4195375468,64321
Q4063404034,Q9016400742,49924
Q6934466760,Q1955927015,89926
Q0850183150,Q1111111,9310
Q1728417125,Q7933062949,8217
Q0563962909,Q2156262190,7213
Q4115702114,Q2201628128,64064
Q0482332301,Q1821647255,90116
Q6934466760,Q1322352860,14095
Q5572688534,Q0000001,21747
Q4678003580,Q1322352860,92327
Q5997385515,Q8206014259,18726
Q3536657242,Q7239794431,98474
Q6934466760,Q8792393276,78864
Q8888,Q3040648240,15892
Q0199943111,Q9453657809,71412
Q7570562411,Q9004955745,30383
Q7089122617,Q6723378937,69103
Q9004955745,Q5986013964,59045
Q4115702114,Q8620606089,61216
Q5369760002,Q1821647255,35000
Q1521208856,Q0301971354,63568
Q2280162501,Q7976453880,47800
Q1033745652,Q7976453880,8347
Q9388385657,Q6364730892,27179
Q3040648240,Q1006027194,67246
Q1955927015,Q7976453880,56794
Q7239794431,Q1773186700,84211
Q4444,Q8396980208,56196
Q6364730892,Q5825436105,62831
Q4678003580,Q2535484805,29911
Q1820827878,Q6934466760,65932
Q7135753287,Q2641727394,91488
Q1851779074,Q7976453880,21246
Q5184356482,Q8888,73357
Q4444,Q9671059268,80132
Q1799660712,Q0021942248,9429
Q9815722414,Q9276934764,32934
Q1955927015,Q9016400742,26160
Q3040648240,Q1911467279,68066
Q4063404034,Q5997385515,83779
Q8888,Q8449780869,13776
Q1955927015,Q3164435093,95170
Q1728417125,Q5986013964,13524
Q3164435093,Q8396980208,35325
Q6723378937,Q9336212340,94752
Q9954990406,Q0177372821,27913
Q1468063108,Q1799660712,27193
Q9276934764,Q2641727394,92478
Q1468063108,Q3967623915,4770
Q1322352860,Q5997385515,94439
Q8620606089,Q4451605077,52389
Q8888,Q1955927015,1815
Q9671059268,Q5256483984,97513
Q2535484805,Q5633742877,50118
Q1509499132,Q1710658261,69689
Q6454390516,Q8374347050,60283
Q3536657242,Q9954990406,95967
Q4195375468,Q4063404034,92776
Q8206014259,Q0177372821,71579
Q5473512807,Q9815722414,34449
Q5899441084,Q8620606089,17195
Q1509499132,Q1799660712,3727
Q0301971354,Q2156262190,87871
Q7976453880,Q5256483984,58173
Q8888,Q5184356482,9876
Q0021942248,Q1728417125,58953
Q5369760002,Q8225522581,62558
Q6723378937,Q4451605077,82922
Q5899441084,Q1088565265,55682
Q6454390516,Q8888,39692
Q1911467279,Q3040648240,49533
Q6750581222,Q5997385515,4211
Q3536657242,Q1521208856,34851
Q3967623915,Q1955927015,35749
Q55555,Q9276934764,56059
Q3565078655,Q0851389296,96327
Q6798126526,Q6364730892,77947
Q0944953579,Q9954990406,63757
Q5369760002,Q6364730892,49666
Q1821647255,Q6934466760,45977
Q55555,Q9815722414,53692
Q2903404864,Q9815722414,49129
Q9671059268,Q3611449843,59699
Q1820827878,Q9336212340,25353
Q6364730892,Q1821647255,33044
Q8449780869,Q3536657242,60110
Q272727,Q4063404034,8508
Q1521208856,Q9564636321,53161
Q1773186700,Q4063404034,69379
Q1728417125,Q1509499132,19284
Q1799660712,Q1773186700,95521
Q2535484805,Q3618140647,92260
Q55555,Q7135753287,7086
Q3618140647,Q6364730892,12852
Q6364730892,Q1728417125,27048
Q5132628476,Q9388385657,19745
Q4451605077,Q0021942248,72595
Q5256483984,Q1955927015,2715
Q8225522581,Q3040648240,18907
Q8654262468,Q1006027194,12491
Q9815722414,Q1521208856,17363
Q5369760002,Q8202147355,92625
Q8374347050,Q5997385515,86474
Q0021942248,Q3536657242,73158
Q2535484805,Q5986013964,25114
Q8888,Q2156262190,28956
Q5899441084,Q0177372821,69944
Q1322352860,Q1799660712,555
Q0563962909,Q9453657809,56178
Q9564636321,Q3565078655,10495
Q6750581222,Q9016400742,90321
Q4678003580,Q5825436105,22574
Q1088565265,Q7400418425,53371
Q9453657809,Q9671059268,47103
Q6236124536,Q8435135992,34444
Q3281523098,Q4115702114,59234
Q0021942248,Q5997385515,3144
Q9954990406,Q2641727394,27064
Q0978988285,Q4242605006,43821
Q0978988285,Q4451605077,95167
Q9453657809,Q7400418425,65905
Q5986013964,Q2535484805,55272
Q0851389296,Q5071998992,13687
Q1111111,Q1509499132,87047
Q4195375468,Q5256483984,4275
Q0177372821,Q3565078655,24393
Q5473512807,Q8044157700,49593
Q3040648240,Q1468063108,19869
Q2903404864,Q4678003580,99935
Q8654262468,Q3967623915,73588
Q1851779074,Q2280162501,48425
Q8792393276,Q1088565265,41668
Q0851389296,Q1728417125,30196
Q9564636321,Q1773186700,27478
Q8202147355,Q5071998992,30837
Q5825436105,Q1710658261,5259
Q4451605077,Q6905707917,35894
Q1468063108,Q1527100770,2417
Q4451605077,Q1820827878,66542
Q8206014259,Q5369760002,25427
Q2274080112,Q1955927015,62465
Q9855629498,Q4444,74924
Q2201628128,Q9276934764,76686
Q1521208856,Q4451605077,57428
Q3611449843,Q6236124536,22148
Q4451605077,Q0301971354,52782
Q5184356482,Q4115702114,50908
Q3536657242,Q1468063108,48658
Q7570562411,Q1521208856,32184
Q6454390516,Q1006027194,35006
Q55555,Q4195375468,89759
Q9564636321,Q7089122617,31881
Q0482332301,Q5633742877,21081
Q1710658261,Q7135753287,69929
Q6905707917,Q7570562411,47938
Q9954990406,Q5633742877,40807
Q2201628128,Q3565078655,44829
Q5132628476,Q6236124536,49970
Q5236930570,Q4451605077,63856
Q8888,Q7976453880,65395
Q5986013964,Q3618140647,18398
Q2156262190,Q7009715042,34734
Q5256483984,Q5997385515,91497
Q0850183150,Q55555,42528
Q33,Q9671059268,38654
Q6666,Q0482332301,10882
Q4242605006,Q1521208856,36743
Q5071998992,Q0944953579,31522
Q6364730892,Q6750581222,7126
Q7933062949,Q7135753287,80928
Q5572688534,Q9276934764,13470
Q0482332301,Q2535484805,21666
Q1033745652,Q7933062949,87654
Q7976453880,Q2641727394,26790
Q8888,Q9388385657,71726
Q9954990406,Q5986013964,52797
Q4678003580,Q9564636321,11676
Q9453657809,Q0978988285,22469
Q5986013964,Q6364730892,37231
Q1773186700,Q6750581222,99632
Q7933062949,Q1851779074,56848
Q7933062949,Q0944953579,20463
Q4115702114,Q8888,83351
Q8396980208,Q4444,91066
Q5256483984,Q5572688534,25528
Q0944953579,Q8435135992,57876
Q1527100770,Q2274080112,91313
Q0850183150,Q2641727394,12946
Q1710658261,Q8449780869,65584
Q0199943111,Q5071998992,43890
Q2641727394,Q5132628476,94185
Q33,Q9815722414,82785
Q2535484805,Q6236124536,45901
Q0177372821,Q0199943111,22061
Q1322352860,Q1527100770,7535
Q7089122617,Q3164435093,23244
Q1728417125,Q1521208856,79404
Q8202147355,Q8435135992,27333
Q0301971354,Q0000001,15725
Q9336212340,Q5899441084,75163
Q0851389296,Q1111111,51982
Q1851779074,Q1728417125,85407
Q9564636321,Q6798126526,52518
Q8396980208,Q5633742877,12273
Q2274080112,Q3164435093,67401
Q4678003580,Q4115702114,64845
Q5633742877,Q33,27512
Q272727,Q8202147355,38410
Q1521208856,Q1911467279,8261
Q4195375468,Q9004955745,76258
Q1509499132,Q4725404460,28889
Q0482332301,Q2274080112,91211
Q4242605006,Q1773186700,88675
Q8206014259,Q2903404864,72389
Q6723378937,Q272727,22898
Q0563962909,Q4444,51178
Q1322352860,Q7009715042,16572
Q6723378937,Q2156262190,43685
Q2641727394,Q4242605006,39057
Q4678003580,Q0944953579,85144
Q0482332301,Q6750581222,67238
Q8202147355,Q4678003580,6707
Q3040648240,Q6905707917,38292
Q2535484805,Q0177372821,19744
Q4242605006,Q1820827878,82093
Q4451605077,Q8435135992,61831
Q3565078655,Q6723378937,26584
Q9564636321,Q1728417125,98378
Q1111111,Q1527100770,81575
Q1710658261,Q3618140647,80172
Q4451605077,Q2641727394,89170
Q3164435093,Q8888,45464
Q2280162501,Q5184356482,90302
Q1911467279,Q9855629498,54616
Q4678003580,Q5236930570,79566
Q6750581222,Q1773186700,63018
Q2903404864,Q1088565265,69522
Q1527100770,Q1820827878,36924
Q6723378937,Q1521208856,45286
Q6236124536,Q8206014259,28807
Q9564636321,Q3536657242,34333
Q8449780869,Q7239794431,60647
Q8225522581,Q4115702114,64597
Q1773186700,Q4451605077,25528
Q5071998992,Q0482332301,81345
Q7089122617,Q9855629498,52122
Q3967623915,Q7570562411,21733
Q3618140647,Q1799660712,24930
Q1088565265,Q9336212340,79990
Q0482332301,Q0199943111,12691
Q8449780869,Q1710658261,29934
Q0563962909,Q7089122617,20683
Q6750581222,Q9004955745,87950
Q0301971354,Q0850183150,12182
Q1033745652,Q4195375468,69283
Q0482332301,Q3611449843,24836
Q9004955745,Q3164435093,36773
Q5986013964,Q5184356482,35113
Q1509499132,Q2535484805,22186
Q3164435093,Q8792393276,72703
Q1773186700,Q0944953579,53650
Q9564636321,Q3967623915,43360
Q8654262468,Q9954990406,72878
Q4195375468,Q5473512807,86394
Q4451605077,Q8654262468,82450
Q8449780869,Q272727,16215
Q7239794431,Q3618140647,68265
Q4063404034,Q3281523098,10900
Q3618140647,Q5997385515,55470
Q9671059268,Q7933062949,52620
Q0199943111,Q7976453880,95364
Q2641727394,Q9016400742,30736
Q5236930570,Q3967623915,76955
Q1468063108,Q8435135992,350
Q4115702114,Q2280162501,72614
Q7239794431,Q0482332301,50165
Q8654262468,Q6364730892,9892
Q5633742877,Q6934466760,92492
