Año,Editorial,Genero,Nombre,Plataforma,Región,Unidades Vendidas
2014,Namco Bandai Games,Role-Playing,3rd Super Robot Wars Z Jigoku Hen,PSV,Norteamérica,0
2014,Namco Bandai Games,Role-Playing,3rd Super Robot Wars Z Jigoku Hen,PSV,Otros,0
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PS3,Europa,0
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PS3,Japón,0.15
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PS3,Norteamérica,0
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PS3,Otros,0
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Europa,0
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Japón,0.19
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Norteamérica,0
2015,Namco Bandai Games,Action,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Otros,0
1999,989 Studios,Action,3Xtreme,PS,Europa,0.34
1999,989 Studios,Action,3Xtreme,PS,Japón,0
1999,989 Studios,Action,3Xtreme,PS,Norteamérica,0.5
1999,989 Studios,Action,3Xtreme,PS,Otros,0.06
2009,Mastertronic,Puzzle,4 Elements,PC,Europa,0.04
2009,Mastertronic,Puzzle,4 Elements,PC,Japón,0
2009,Mastertronic,Puzzle,4 Elements,PC,Norteamérica,0
2009,Mastertronic,Puzzle,4 Elements,PC,Otros,0.01
2005,Atari,Misc,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Europa,0
2005,Atari,Misc,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Japón,0
2005,Atari,Misc,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Norteamérica,0.11
2005,Atari,Misc,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Otros,0.01
1984,Nintendo,Misc,4 Nin uchi Mahjong,NES,Europa,0
1984,Nintendo,Misc,4 Nin uchi Mahjong,NES,Japón,1.45
1984,Nintendo,Misc,4 Nin uchi Mahjong,NES,Norteamérica,0
1984,Nintendo,Misc,4 Nin uchi Mahjong,NES,Otros,0
1999,GT Interactive,Platform,40 Winks,PS,Europa,0.12
1999,GT Interactive,Platform,40 Winks,PS,Japón,0
1999,GT Interactive,Platform,40 Winks,PS,Norteamérica,0.17
1999,GT Interactive,Platform,40 Winks,PS,Otros,0.02
2008,Sega,Adventure,428: Fuusa Sareta Shibuya de,Wii,Europa,0
2008,Sega,Adventure,428: Fuusa Sareta Shibuya de,Wii,Japón,0.13
2008,Sega,Adventure,428: Fuusa Sareta Shibuya de,Wii,Norteamérica,0
2008,Sega,Adventure,428: Fuusa Sareta Shibuya de,Wii,Otros,0
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PS3,Europa,0
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PS3,Japón,0.02
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PS3,Norteamérica,0
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PS3,Otros,0
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PSP,Europa,0
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PSP,Japón,0.04
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PSP,Norteamérica,0
2009,Spike,Adventure,428: Fuusa Sareta Shibuya de,PSP,Otros,0
2001,Gathering of Developers,Racing,4x4 EVO 2,XB,Europa,0.05
2001,Gathering of Developers,Racing,4x4 EVO 2,XB,Japón,0
2001,Gathering of Developers,Racing,4x4 EVO 2,XB,Norteamérica,0.18
2001,Gathering of Developers,Racing,4x4 EVO 2,XB,Otros,0.01
2002,Vivendi Games,Racing,4x4 EVO 2,GC,Europa,0.03
2002,Vivendi Games,Racing,4x4 EVO 2,GC,Japón,0
2002,Vivendi Games,Racing,4x4 EVO 2,GC,Norteamérica,0.11
2002,Vivendi Games,Racing,4x4 EVO 2,GC,Otros,0
2001,Gathering of Developers,Racing,4x4 Evolution,PS2,Europa,0.12
2001,Gathering of Developers,Racing,4x4 Evolution,PS2,Japón,0
2001,Gathering of Developers,Racing,4x4 Evolution,PS2,Norteamérica,0.16
2001,Gathering of Developers,Racing,4x4 Evolution,PS2,Otros,0.04
2009,THQ,Shooter,50 Cent: Blood on the Sand,PS3,Europa,0.06
2009,THQ,Shooter,50 Cent: Blood on the Sand,PS3,Japón,0.01
2009,THQ,Shooter,50 Cent: Blood on the Sand,PS3,Norteamérica,0.1
2009,THQ,Shooter,50 Cent: Blood on the Sand,PS3,Otros,0.03
2009,THQ,Shooter,50 Cent: Blood on the Sand,X360,Europa,0.07
2009,THQ,Shooter,50 Cent: Blood on the Sand,X360,Japón,0
2009,THQ,Shooter,50 Cent: Blood on the Sand,X360,Norteamérica,0.12
2009,THQ,Shooter,50 Cent: Blood on the Sand,X360,Otros,0.02
2005,Vivendi Games,Action,50 Cent: Bulletproof,PS2,Europa,0.76
2005,Vivendi Games,Action,50 Cent: Bulletproof,PS2,Japón,0
2005,Vivendi Games,Action,50 Cent: Bulletproof,PS2,Norteamérica,0.85
2005,Vivendi Games,Action,50 Cent: Bulletproof,PS2,Otros,0.16
2005,Vivendi Games,Action,50 Cent: Bulletproof,XB,Europa,0.1
2005,Vivendi Games,Action,50 Cent: Bulletproof,XB,Japón,0
2005,Vivendi Games,Action,50 Cent: Bulletproof,XB,Norteamérica,0.33
2005,Vivendi Games,Action,50 Cent: Bulletproof,XB,Otros,0.02
2006,Vivendi Games,Action,50 Cent: Bulletproof,PSP,Europa,0
2006,Vivendi Games,Action,50 Cent: Bulletproof,PSP,Japón,0
2006,Vivendi Games,Action,50 Cent: Bulletproof,PSP,Norteamérica,0.08
2006,Vivendi Games,Action,50 Cent: Bulletproof,PSP,Otros,0.01
2009,Destineer,Misc,50 Classic Games,DS,Europa,0
2009,Destineer,Misc,50 Classic Games,DS,Japón,0
2009,Destineer,Misc,50 Classic Games,DS,Norteamérica,0.52
2009,Destineer,Misc,50 Classic Games,DS,Otros,0.04
2012,Avanquest Software,Misc,50 Classic Games,3DS,Europa,0.02
2012,Avanquest Software,Misc,50 Classic Games,3DS,Japón,0
2012,Avanquest Software,Misc,50 Classic Games,3DS,Norteamérica,0
2012,Avanquest Software,Misc,50 Classic Games,3DS,Otros,0
1997,Namco Bandai Games,Misc,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,Europa,0
1997,Namco Bandai Games,Misc,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,Japón,0.22
1997,Namco Bandai Games,Misc,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,Norteamérica,0
1997,Namco Bandai Games,Misc,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,Otros,0
2016,Telltale Games,Action,7 Days to Die,PS4,Europa,0.07
2016,Telltale Games,Action,7 Days to Die,PS4,Japón,0
2016,Telltale Games,Action,7 Days to Die,PS4,Norteamérica,0.03
2016,Telltale Games,Action,7 Days to Die,PS4,Otros,0.02
2016,Telltale Games,Action,7 Days to Die,XOne,Europa,0.02
2016,Telltale Games,Action,7 Days to Die,XOne,Japón,0
2016,Telltale Games,Action,7 Days to Die,XOne,Norteamérica,0.02
2016,Telltale Games,Action,7 Days to Die,XOne,Otros,0
2015,Avanquest Software,Misc,7 Roses: A Darkness Rises,PC,Europa,0.02
2015,Avanquest Software,Misc,7 Roses: A Darkness Rises,PC,Japón,0
2015,Avanquest Software,Misc,7 Roses: A Darkness Rises,PC,Norteamérica,0
2015,Avanquest Software,Misc,7 Roses: A Darkness Rises,PC,Otros,0
2009,Rondomedia,Puzzle,7 Wonders II,DS,Europa,0.15
2009,Rondomedia,Puzzle,7 Wonders II,DS,Japón,0
2009,Rondomedia,Puzzle,7 Wonders II,DS,Norteamérica,0.14
2009,Rondomedia,Puzzle,7 Wonders II,DS,Otros,0.03
2007,Funsta,Puzzle,7 Wonders of the Ancient World,DS,Europa,0.01
2007,Funsta,Puzzle,7 Wonders of the Ancient World,DS,Japón,0
2007,Funsta,Puzzle,7 Wonders of the Ancient World,DS,Norteamérica,0.1
2007,Funsta,Puzzle,7 Wonders of the Ancient World,DS,Otros,0.01
2007,Mumbo Jumbo,Puzzle,7 Wonders of the Ancient World,PSP,Europa,0
2007,Mumbo Jumbo,Puzzle,7 Wonders of the Ancient World,PSP,Japón,0
2007,Mumbo Jumbo,Puzzle,7 Wonders of the Ancient World,PSP,Norteamérica,0.07
2007,Mumbo Jumbo,Puzzle,7 Wonders of the Ancient World,PSP,Otros,0.01
2011,Avanquest,Puzzle,7 Wonders: Treasures of Seven,DS,Europa,0.03
2011,Avanquest,Puzzle,7 Wonders: Treasures of Seven,DS,Japón,0
2011,Avanquest,Puzzle,7 Wonders: Treasures of Seven,DS,Norteamérica,0.02
2011,Avanquest,Puzzle,7 Wonders: Treasures of Seven,DS,Otros,0.01
2009,Sega,Role-Playing,7th Dragon,DS,Europa,0
2009,Sega,Role-Playing,7th Dragon,DS,Japón,0.14
2009,Sega,Role-Playing,7th Dragon,DS,Norteamérica,0
2009,Sega,Role-Playing,7th Dragon,DS,Otros,0
2011,Sega,Role-Playing,7th Dragon 2020,PSP,Europa,0
2011,Sega,Role-Playing,7th Dragon 2020,PSP,Japón,0.2
2011,Sega,Role-Playing,7th Dragon 2020,PSP,Norteamérica,0
2011,Sega,Role-Playing,7th Dragon 2020,PSP,Otros,0
2013,Sega,Role-Playing,7th Dragon 2020-II,PSP,Europa,0
2013,Sega,Role-Playing,7th Dragon 2020-II,PSP,Japón,0.13
2013,Sega,Role-Playing,7th Dragon 2020-II,PSP,Norteamérica,0
2013,Sega,Role-Playing,7th Dragon 2020-II,PSP,Otros,0
2015,Sega,Role-Playing,7th Dragon III Code: VFD,3DS,Europa,0
2015,Sega,Role-Playing,7th Dragon III Code: VFD,3DS,Japón,0.12
2015,Sega,Role-Playing,7th Dragon III Code: VFD,3DS,Norteamérica,0.03
2015,Sega,Role-Playing,7th Dragon III Code: VFD,3DS,Otros,0
1998,Magical Company,Sports,'98 Koshien,PS,Europa,0.1
1998,Magical Company,Sports,'98 Koshien,PS,Japón,0.12
1998,Magical Company,Sports,'98 Koshien,PS,Norteamérica,0.15
1998,Magical Company,Sports,'98 Koshien,PS,Otros,0.03
2008,Namco Bandai Games,Adventure,99 no Namida,DS,Europa,0
2008,Namco Bandai Games,Adventure,99 no Namida,DS,Japón,0.04
2008,Namco Bandai Games,Adventure,99 no Namida,DS,Norteamérica,0
2008,Namco Bandai Games,Adventure,99 no Namida,DS,Otros,0
2009,ChunSoft,Adventure,"999: Nine Hours, Nine Persons, Nine Doors",DS,Europa,0
2009,ChunSoft,Adventure,"999: Nine Hours, Nine Persons, Nine Doors",DS,Japón,0.03
2009,ChunSoft,Adventure,"999: Nine Hours, Nine Persons, Nine Doors",DS,Norteamérica,0.37
2009,ChunSoft,Adventure,"999: Nine Hours, Nine Persons, Nine Doors",DS,Otros,0.03
2009,Majesco Entertainment,Platform,A Boy and His Blob,Wii,Europa,0.02
2009,Majesco Entertainment,Platform,A Boy and His Blob,Wii,Japón,0
2009,Majesco Entertainment,Platform,A Boy and His Blob,Wii,Norteamérica,0.19
2009,Majesco Entertainment,Platform,A Boy and His Blob,Wii,Otros,0.02
1998,Activision,Platform,A Bug's Life,N64,Europa,0.13
1998,Activision,Platform,A Bug's Life,N64,Japón,0
1998,Activision,Platform,A Bug's Life,N64,Norteamérica,0.49
1998,Activision,Platform,A Bug's Life,N64,Otros,0.01
1998,Sony Computer Entertainment,Platform,A Bug's Life,PS,Europa,0.72
1998,Sony Computer Entertainment,Platform,A Bug's Life,PS,Japón,0
1998,Sony Computer Entertainment,Platform,A Bug's Life,PS,Norteamérica,1.96
1998,Sony Computer Entertainment,Platform,A Bug's Life,PS,Otros,0.11
1998,Activision,Misc,A Collection of Activision Classic Games for the Atari 2600,PS,Europa,0.52
1998,Activision,Misc,A Collection of Activision Classic Games for the Atari 2600,PS,Japón,0
1998,Activision,Misc,A Collection of Activision Classic Games for the Atari 2600,PS,Norteamérica,0.76
1998,Activision,Misc,A Collection of Activision Classic Games for the Atari 2600,PS,Otros,0.09
1999,Activision,Misc,A Collection of Classic Games from the Intellivision,PS,Europa,0.12
1999,Activision,Misc,A Collection of Classic Games from the Intellivision,PS,Japón,0
1999,Activision,Misc,A Collection of Classic Games from the Intellivision,PS,Norteamérica,0.17
1999,Activision,Misc,A Collection of Classic Games from the Intellivision,PS,Otros,0.02
2011,Focus Home Interactive,Strategy,A Game of Thrones: Genesis,PC,Europa,0.03
2011,Focus Home Interactive,Strategy,A Game of Thrones: Genesis,PC,Japón,0
2011,Focus Home Interactive,Strategy,A Game of Thrones: Genesis,PC,Norteamérica,0
2011,Focus Home Interactive,Strategy,A Game of Thrones: Genesis,PC,Otros,0.01
2015,Kaga Create,Action,A Good Librarian Like a Good Shepherd: Library Party,PSV,Europa,0
2015,Kaga Create,Action,A Good Librarian Like a Good Shepherd: Library Party,PSV,Japón,0.03
2015,Kaga Create,Action,A Good Librarian Like a Good Shepherd: Library Party,PSV,Norteamérica,0
2015,Kaga Create,Action,A Good Librarian Like a Good Shepherd: Library Party,PSV,Otros,0
1995,Pack-In-Video,Simulation,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,Europa,0
1995,Pack-In-Video,Simulation,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,Japón,0.06
1995,Pack-In-Video,Simulation,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,Norteamérica,0
1995,Pack-In-Video,Simulation,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,Otros,0
2010,Deep Silver,Adventure,A New Beginning,PC,Europa,0.05
2010,Deep Silver,Adventure,A New Beginning,PC,Japón,0
2010,Deep Silver,Adventure,A New Beginning,PC,Norteamérica,0
2010,Deep Silver,Adventure,A New Beginning,PC,Otros,0.01
2001,ArtDink,Simulation,A Ressha de Gyoukou 2001,PS2,Europa,0
2001,ArtDink,Simulation,A Ressha de Gyoukou 2001,PS2,Japón,0.03
2001,ArtDink,Simulation,A Ressha de Gyoukou 2001,PS2,Norteamérica,0
2001,ArtDink,Simulation,A Ressha de Gyoukou 2001,PS2,Otros,0
2009,ArtDink,Simulation,A Ressha de Ikou DS,DS,Europa,0
2009,ArtDink,Simulation,A Ressha de Ikou DS,DS,Japón,0.04
2009,ArtDink,Simulation,A Ressha de Ikou DS,DS,Norteamérica,0
2009,ArtDink,Simulation,A Ressha de Ikou DS,DS,Otros,0
2008,Crimson Cow,Adventure,A Vampyre Story,PC,Europa,0.01
2008,Crimson Cow,Adventure,A Vampyre Story,PC,Japón,0
2008,Crimson Cow,Adventure,A Vampyre Story,PC,Norteamérica,0
2008,Crimson Cow,Adventure,A Vampyre Story,PC,Otros,0
2009,Nippon Ichi Software,Role-Playing,A Witch's Tale,DS,Europa,0
2009,Nippon Ichi Software,Role-Playing,A Witch's Tale,DS,Japón,0.03
2009,Nippon Ichi Software,Role-Playing,A Witch's Tale,DS,Norteamérica,0.08
2009,Nippon Ichi Software,Role-Playing,A Witch's Tale,DS,Otros,0.01
1994,ArtDink,Strategy,A. IV Evolution: A Ressha de Ikou 4,PS,Europa,0
1994,ArtDink,Strategy,A. IV Evolution: A Ressha de Ikou 4,PS,Japón,0.24
1994,ArtDink,Strategy,A. IV Evolution: A Ressha de Ikou 4,PS,Norteamérica,0
1994,ArtDink,Strategy,A. IV Evolution: A Ressha de Ikou 4,PS,Otros,0.02
2005,Banpresto,Simulation,A.C.E.: Another Century's Episode,PS2,Europa,0
2005,Banpresto,Simulation,A.C.E.: Another Century's Episode,PS2,Japón,0.26
2005,Banpresto,Simulation,A.C.E.: Another Century's Episode,PS2,Norteamérica,0
2005,Banpresto,Simulation,A.C.E.: Another Century's Episode,PS2,Otros,0
2006,Banpresto,Simulation,A.C.E.: Another Century's Episode 2,PS2,Europa,0
2006,Banpresto,Simulation,A.C.E.: Another Century's Episode 2,PS2,Japón,0.18
2006,Banpresto,Simulation,A.C.E.: Another Century's Episode 2,PS2,Norteamérica,0
2006,Banpresto,Simulation,A.C.E.: Another Century's Episode 2,PS2,Otros,0
2007,Banpresto,Simulation,A.C.E.: Another Century's Episode 3: The Final,PS2,Europa,0
2007,Banpresto,Simulation,A.C.E.: Another Century's Episode 3: The Final,PS2,Japón,0.26
2007,Banpresto,Simulation,A.C.E.: Another Century's Episode 3: The Final,PS2,Norteamérica,0
2007,Banpresto,Simulation,A.C.E.: Another Century's Episode 3: The Final,PS2,Otros,0
2011,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode Portable,PSP,Europa,0
2011,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode Portable,PSP,Japón,0.12
2011,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode Portable,PSP,Norteamérica,0
2011,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode Portable,PSP,Otros,0
2010,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode R,PS3,Europa,0
2010,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode R,PS3,Japón,0.26
2010,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode R,PS3,Norteamérica,0
2010,Namco Bandai Games,Simulation,A.C.E.: Another Century's Episode R,PS3,Otros,0
2007,505 Games,Platform,Â¡Shin Chan Flipa en colores!,DS,Europa,0
2007,505 Games,Platform,Â¡Shin Chan Flipa en colores!,DS,Japón,0.14
2007,505 Games,Platform,Â¡Shin Chan Flipa en colores!,DS,Norteamérica,0
2007,505 Games,Platform,Â¡Shin Chan Flipa en colores!,DS,Otros,0
2007,Marvelous Interactive,Adventure,Aa Megami-samaa,PS2,Europa,0
2007,Marvelous Interactive,Adventure,Aa Megami-samaa,PS2,Japón,0.01
2007,Marvelous Interactive,Adventure,Aa Megami-samaa,PS2,Norteamérica,0
2007,Marvelous Interactive,Adventure,Aa Megami-samaa,PS2,Otros,0
2011,Ubisoft,Misc,ABBA: You Can Dance,Wii,Europa,0.5
2011,Ubisoft,Misc,ABBA: You Can Dance,Wii,Japón,0
2011,Ubisoft,Misc,ABBA: You Can Dance,Wii,Norteamérica,0.19
2011,Ubisoft,Misc,ABBA: You Can Dance,Wii,Otros,0.11
2012,Quinrose,Action,Abunai: Koi no Sousa Shitsu,PSP,Europa,0
2012,Quinrose,Action,Abunai: Koi no Sousa Shitsu,PSP,Japón,0.01
2012,Quinrose,Action,Abunai: Koi no Sousa Shitsu,PSP,Norteamérica,0
2012,Quinrose,Action,Abunai: Koi no Sousa Shitsu,PSP,Otros,0
2015,Asgard,Action,Abunai: Koi no Sousa Shitsu,PSV,Europa,0
2015,Asgard,Action,Abunai: Koi no Sousa Shitsu,PSV,Japón,0.02
2015,Asgard,Action,Abunai: Koi no Sousa Shitsu,PSV,Norteamérica,0
2015,Asgard,Action,Abunai: Koi no Sousa Shitsu,PSV,Otros,0
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS2,Europa,0.06
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS2,Japón,0
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS2,Norteamérica,0.08
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS2,Otros,0.02
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS3,Europa,0.01
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS3,Japón,0
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS3,Norteamérica,0.21
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,PS3,Otros,0.02
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,Wii,Europa,0
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,Wii,Japón,0
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,Wii,Norteamérica,0.25
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,Wii,Otros,0.02
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,X360,Europa,0
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,X360,Japón,0
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,X360,Norteamérica,0.21
2008,MTV Games,Misc,AC/DC LIVE: Rock Band Track Pack,X360,Otros,0.02
2009,Ubisoft,Sports,Academy of Champions: Soccer,Wii,Europa,0.02
2009,Ubisoft,Sports,Academy of Champions: Soccer,Wii,Japón,0
2009,Ubisoft,Sports,Academy of Champions: Soccer,Wii,Norteamérica,0.1
2009,Ubisoft,Sports,Academy of Champions: Soccer,Wii,Otros,0.01
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PS3,Europa,0
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PS3,Japón,0.03
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PS3,Norteamérica,0
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PS3,Otros,0
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PSP,Europa,0
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PSP,Japón,0.03
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PSP,Norteamérica,0
2012,Namco Bandai Games,Adventure,Accel World: Ginyoku no Kakusei,PSP,Otros,0
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PS3,Europa,0
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PS3,Japón,0.02
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PS3,Norteamérica,0
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PS3,Otros,0
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PSP,Europa,0
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PSP,Japón,0.01
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PSP,Norteamérica,0
2013,Namco Bandai Games,Adventure,Accel World: Kasoku no Chouten,PSP,Otros,0
2016,Capcom,Adventure,Ace Attorney 6,3DS,Europa,0
2016,Capcom,Adventure,Ace Attorney 6,3DS,Japón,0.27
2016,Capcom,Adventure,Ace Attorney 6,3DS,Norteamérica,0
2016,Capcom,Adventure,Ace Attorney 6,3DS,Otros,0
2011,Capcom,Adventure,Ace Attorney Investigations 2,DS,Europa,0
2011,Capcom,Adventure,Ace Attorney Investigations 2,DS,Japón,0.26
2011,Capcom,Adventure,Ace Attorney Investigations 2,DS,Norteamérica,0
2011,Capcom,Adventure,Ace Attorney Investigations 2,DS,Otros,0
2009,Capcom,Adventure,Ace Attorney Investigations: Miles Edgeworth,DS,Europa,0.15
2009,Capcom,Adventure,Ace Attorney Investigations: Miles Edgeworth,DS,Japón,0.3
2009,Capcom,Adventure,Ace Attorney Investigations: Miles Edgeworth,DS,Norteamérica,0.27
2009,Capcom,Adventure,Ace Attorney Investigations: Miles Edgeworth,DS,Otros,0.04
2001,Sony Computer Entertainment Europe,Simulation,Ace Combat 04: Shattered Skies,PS2,Europa,0.56
2001,Sony Computer Entertainment Europe,Simulation,Ace Combat 04: Shattered Skies,PS2,Japón,0.38
2001,Sony Computer Entertainment Europe,Simulation,Ace Combat 04: Shattered Skies,PS2,Norteamérica,2.06
2001,Sony Computer Entertainment Europe,Simulation,Ace Combat 04: Shattered Skies,PS2,Otros,0.17
1997,Sony Computer Entertainment,Simulation,Ace Combat 2,PS,Europa,0.11
1997,Sony Computer Entertainment,Simulation,Ace Combat 2,PS,Japón,0.56
1997,Sony Computer Entertainment,Simulation,Ace Combat 2,PS,Norteamérica,0.16
1997,Sony Computer Entertainment,Simulation,Ace Combat 2,PS,Otros,0.06
1999,Sony Computer Entertainment,Simulation,Ace Combat 3: Electrosphere,PS,Europa,0.15
1999,Sony Computer Entertainment,Simulation,Ace Combat 3: Electrosphere,PS,Japón,0.4
1999,Sony Computer Entertainment,Simulation,Ace Combat 3: Electrosphere,PS,Norteamérica,0.22
1999,Sony Computer Entertainment,Simulation,Ace Combat 3: Electrosphere,PS,Otros,0.05
2004,Sony Computer Entertainment Europe,Simulation,Ace Combat 5: The Unsung War,PS2,Europa,0.34
2004,Sony Computer Entertainment Europe,Simulation,Ace Combat 5: The Unsung War,PS2,Japón,0.32
