,FECHAH,TIPO,CO,NO,NO2,PM2.5,PM10,NOx,O3,VELOCIDAD VIENTO,DIR. VIENTO,TEMPERATURA,HUMEDAD RELATIVA,PRESION BAROMETRICA,PRECIPITACIONES,ES10,ES53,ESSUMA
176,2019-01-08 09:00:00,laborable,0.8,176.0,93.0,,,363.0,3.87,0.68,53.0,0.1,66.0,959.0,0.0,654.0,706.0,1360.0
177,2019-01-08 10:00:00,laborable,0.9,200.0,102.0,,,409.0,5.5,0.62,54.0,4.4,51.0,959.0,0.0,598.0,685.0,1283.0
178,2019-01-08 11:00:00,laborable,0.9,171.0,105.0,,,367.0,7.66,0.7,59.0,9.0,38.0,959.0,0.0,583.0,705.0,1288.0
179,2019-01-08 12:00:00,laborable,0.9,153.0,109.0,,,343.0,9.71,0.75,307.0,10.7,34.0,958.0,0.0,633.0,747.0,1380.0
180,2019-01-08 13:00:00,laborable,0.6,84.0,88.0,,,216.0,18.26,0.94,286.0,13.2,27.0,957.0,0.0,684.0,814.0,1498.0
181,2019-01-08 14:00:00,laborable,0.4,36.0,62.0,,,117.0,30.11,0.75,245.0,16.0,22.0,956.0,0.0,685.0,758.0,1443.0
182,2019-01-08 15:00:00,laborable,0.4,29.0,64.0,,,109.0,33.04,0.86,283.0,16.7,20.0,955.0,0.0,652.0,698.0,1350.0
183,2019-01-08 16:00:00,laborable,0.5,55.0,80.0,,,164.0,24.06,0.76,262.0,18.0,19.0,955.0,0.0,639.0,763.0,1402.0
184,2019-01-08 17:00:00,laborable,0.6,109.0,102.0,,,269.0,10.89,0.65,262.0,15.2,25.0,955.0,0.0,689.0,769.0,1458.0
185,2019-01-08 18:00:00,laborable,2.1,525.0,213.0,,,1018.0,3.1,0.5,235.0,11.0,35.0,955.0,0.0,675.0,826.0,1501.0
186,2019-01-08 19:00:00,laborable,2.0,470.0,213.0,,,934.0,3.0,0.55,254.0,9.1,40.0,955.0,0.0,611.0,811.0,1422.0
187,2019-01-08 20:00:00,laborable,0.9,163.0,130.0,,,379.0,2.86,0.65,5.0,8.2,44.0,955.0,0.0,586.0,772.0,1358.0
188,2019-01-08 21:00:00,laborable,0.9,162.0,115.0,,,364.0,3.07,0.7,89.0,6.4,51.0,955.0,0.0,480.0,596.0,1076.0
189,2019-01-08 22:00:00,laborable,1.2,208.0,126.0,,,445.0,3.18,0.6,162.0,5.6,56.0,955.0,0.0,380.0,451.0,831.0
190,2019-01-08 23:00:00,laborable,0.8,102.0,94.0,,,250.0,3.41,0.75,62.0,4.3,60.0,955.0,0.0,204.0,303.0,507.0
191,2019-01-09 00:00:00,laborable,0.7,86.0,81.0,,,213.0,3.34,0.87,78.0,3.4,64.0,954.0,0.0,164.0,231.0,395.0
192,2019-01-09 01:00:00,laborable,0.6,77.0,69.0,,,187.0,3.3,0.67,67.0,2.4,68.0,954.0,0.0,86.0,176.0,262.0
193,2019-01-09 02:00:00,laborable,0.6,71.0,67.0,,,177.0,3.22,0.68,31.0,2.3,69.0,954.0,0.0,73.0,129.0,202.0
194,2019-01-09 03:00:00,laborable,0.5,57.0,58.0,,,146.0,3.15,0.65,33.0,2.1,69.0,954.0,0.0,57.0,100.0,157.0
195,2019-01-09 04:00:00,laborable,0.4,33.0,50.0,,,101.0,3.06,0.73,36.0,1.2,73.0,953.0,0.0,65.0,88.0,153.0
196,2019-01-09 05:00:00,laborable,0.5,71.0,60.0,,,169.0,3.06,0.67,73.0,1.5,73.0,952.0,0.0,139.0,148.0,287.0
197,2019-01-09 06:00:00,laborable,0.8,196.0,88.0,,,390.0,2.86,0.57,246.0,0.8,77.0,952.0,0.0,400.0,402.0,802.0
198,2019-01-09 07:00:00,laborable,0.9,130.0,73.0,,,272.0,3.09,0.73,343.0,0.8,76.0,952.0,0.0,580.0,620.0,1200.0
199,2019-01-09 08:00:00,laborable,0.8,145.0,79.0,,,301.0,3.23,0.77,77.0,0.4,78.0,952.0,0.0,672.0,668.0,1340.0
200,2019-01-09 09:00:00,laborable,1.1,261.0,116.0,,,516.0,3.87,0.68,43.0,1.9,74.0,953.0,0.0,661.0,697.0,1358.0
201,2019-01-09 10:00:00,laborable,1.4,365.0,154.0,,,715.0,4.44,0.72,178.0,6.4,60.0,953.0,0.0,436.0,491.0,927.0
202,2019-01-09 11:00:00,laborable,0.8,189.0,120.0,,,410.0,7.38,0.84,186.0,10.3,49.0,953.0,0.0,596.0,760.0,1356.0
203,2019-01-09 12:00:00,laborable,0.5,83.0,83.0,,,210.0,15.28,0.83,208.0,11.9,46.0,952.0,0.0,629.0,687.0,1316.0
204,2019-01-09 13:00:00,laborable,0.4,55.0,70.0,,,154.0,25.61,0.78,157.0,14.5,38.0,950.0,0.0,663.0,736.0,1399.0
205,2019-01-09 14:00:00,laborable,0.4,35.0,58.0,,,112.0,33.26,1.1,298.0,15.8,33.0,949.0,0.0,685.0,762.0,1447.0
206,2019-01-09 15:00:00,laborable,0.4,39.0,66.0,,,125.0,29.62,0.98,67.0,16.4,29.0,949.0,0.0,670.0,709.0,1379.0
207,2019-01-09 16:00:00,laborable,0.4,39.0,66.0,,,126.0,32.36,1.74,74.0,15.9,27.0,948.0,0.0,607.0,688.0,1295.0
208,2019-01-09 17:00:00,laborable,0.4,41.0,75.0,,,139.0,23.19,0.97,277.0,15.4,28.0,948.0,0.0,674.0,818.0,1492.0
209,2019-01-09 18:00:00,laborable,0.6,67.0,96.0,,,199.0,11.16,0.97,87.0,11.7,36.0,948.0,0.0,718.0,798.0,1516.0
210,2019-01-09 19:00:00,laborable,0.7,100.0,114.0,,,268.0,5.41,1.26,125.0,10.1,42.0,948.0,0.0,604.0,756.0,1360.0
211,2019-01-09 20:00:00,laborable,1.0,197.0,134.0,,,436.0,3.45,0.69,116.0,8.8,47.0,948.0,0.0,629.0,740.0,1369.0
212,2019-01-09 21:00:00,laborable,1.1,252.0,147.0,,,533.0,3.5,0.57,263.0,6.6,55.0,948.0,0.0,475.0,598.0,1073.0
213,2019-01-09 22:00:00,laborable,1.0,271.0,150.0,,,565.0,3.71,0.66,233.0,5.4,60.0,948.0,0.0,381.0,480.0,861.0
214,2019-01-09 23:00:00,laborable,0.4,15.0,57.0,,,80.0,24.58,1.52,70.0,6.4,55.0,948.0,0.0,240.0,371.0,611.0
215,2019-01-10 00:00:00,laborable,0.4,30.0,68.0,,,113.0,16.81,0.84,83.0,5.8,56.0,948.0,0.0,181.0,269.0,450.0
216,2019-01-10 01:00:00,laborable,0.3,5.0,38.0,,,45.0,32.61,0.9,80.0,5.0,58.0,948.0,0.0,110.0,202.0,312.0
217,2019-01-10 02:00:00,laborable,0.3,8.0,47.0,,,60.0,19.72,0.55,213.0,2.8,67.0,948.0,0.0,73.0,132.0,205.0
218,2019-01-10 03:00:00,laborable,0.3,14.0,54.0,,,75.0,5.27,0.71,83.0,1.5,72.0,948.0,0.0,65.0,103.0,168.0
219,2019-01-10 04:00:00,laborable,0.3,13.0,47.0,,,66.0,8.4,0.66,5.0,0.6,76.0,948.0,0.0,75.0,91.0,166.0
220,2019-01-10 05:00:00,laborable,0.3,25.0,49.0,,,88.0,5.37,0.66,62.0,0.1,78.0,948.0,0.0,155.0,159.0,314.0
221,2019-01-10 06:00:00,laborable,0.4,50.0,57.0,,,134.0,5.31,0.83,72.0,-0.2,79.0,947.0,0.0,406.0,406.0,812.0
222,2019-01-10 07:00:00,laborable,0.6,96.0,72.0,,,219.0,3.9,0.7,28.0,-0.4,80.0,948.0,0.0,636.0,609.0,1245.0
223,2019-01-10 08:00:00,laborable,0.8,128.0,85.0,,,281.0,3.3,0.65,311.0,0.1,77.0,949.0,0.0,498.0,709.0,1207.0
224,2019-01-10 09:00:00,laborable,0.7,89.0,34.0,,,122.0,5.07,0.78,117.0,2.5,67.0,949.0,0.0,657.0,745.0,1402.0
225,2019-01-10 11:00:00,laborable,0.4,341.0,46.0,,,387.0,30.16,1.67,82.0,7.7,47.0,950.0,0.0,613.0,723.0,1336.0
226,2019-01-10 12:00:00,laborable,0.4,164.0,251.0,,,416.0,39.34,1.94,75.0,8.1,44.0,950.0,0.0,689.0,780.0,1469.0
227,2019-01-10 13:00:00,laborable,0.3,41.0,56.0,,,119.0,45.76,1.53,77.0,9.7,39.0,949.0,0.0,666.0,799.0,1465.0
228,2019-01-10 14:00:00,laborable,0.4,53.0,68.0,,,149.0,43.38,1.74,72.0,10.7,35.0,949.0,0.0,698.0,712.0,1410.0
229,2019-01-10 15:00:00,laborable,0.3,40.0,59.0,,,120.0,48.6,1.98,73.0,10.3,34.0,949.0,0.0,666.0,694.0,1360.0
230,2019-01-10 16:00:00,laborable,0.3,45.0,71.0,,,140.0,41.83,1.18,91.0,11.4,28.0,949.0,0.0,653.0,734.0,1387.0
231,2019-01-10 17:00:00,laborable,0.5,56.0,95.0,,,181.0,24.47,1.0,78.0,10.5,30.0,949.0,0.0,728.0,809.0,1537.0
232,2019-01-10 18:00:00,laborable,0.5,69.0,107.0,,,213.0,16.51,1.01,77.0,7.7,37.0,949.0,0.0,699.0,789.0,1488.0
233,2019-01-10 19:00:00,laborable,0.5,61.0,104.0,,,198.0,15.48,1.34,88.0,6.5,41.0,949.0,0.0,676.0,787.0,1463.0
234,2019-01-10 20:00:00,laborable,0.4,46.0,89.0,,,160.0,18.8,0.99,59.0,5.6,44.0,950.0,0.0,618.0,773.0,1391.0
235,2019-01-10 21:00:00,laborable,0.4,45.0,82.0,,,150.0,20.6,1.72,71.0,4.6,49.0,950.0,0.0,563.0,596.0,1159.0
236,2019-01-10 22:00:00,laborable,0.5,43.0,77.0,,,143.0,20.87,1.47,83.0,3.8,51.0,951.0,0.0,432.0,553.0,985.0
237,2019-01-10 23:00:00,laborable,0.5,33.0,78.0,,,128.0,20.63,1.17,78.0,3.3,48.0,951.0,0.0,268.0,378.0,646.0
238,2019-01-11 00:00:00,laborable,0.4,25.0,59.0,,,98.0,33.72,1.44,71.0,2.5,47.0,951.0,0.0,195.0,298.0,493.0
239,2019-01-11 01:00:00,laborable,0.3,18.0,55.0,,,82.0,30.84,1.26,65.0,1.8,50.0,951.0,0.0,118.0,279.0,397.0
240,2019-01-11 02:00:00,laborable,0.3,21.0,59.0,,,91.0,18.02,0.62,278.0,0.6,58.0,952.0,0.0,106.0,187.0,293.0
241,2019-01-11 03:00:00,laborable,0.3,19.0,60.0,,,90.0,15.46,0.53,64.0,-0.4,61.0,952.0,0.0,84.0,137.0,221.0
242,2019-01-11 04:00:00,laborable,0.3,29.0,73.0,,,117.0,6.39,0.55,225.0,-1.3,64.0,952.0,0.0,82.0,117.0,199.0
243,2019-01-11 05:00:00,laborable,0.4,38.0,64.0,,,123.0,4.3,0.64,54.0,-1.4,69.0,952.0,0.0,168.0,186.0,354.0
244,2019-01-11 06:00:00,laborable,0.5,105.0,84.0,,,244.0,3.42,0.59,298.0,-1.4,70.0,952.0,0.0,239.0,403.0,642.0
245,2019-01-11 07:00:00,laborable,0.9,366.0,178.0,,,739.0,2.76,0.57,225.0,-1.7,68.0,952.0,0.0,378.0,611.0,989.0
246,2019-01-11 08:00:00,laborable,0.9,325.0,174.0,,,672.0,2.95,0.53,205.0,-1.7,64.0,953.0,0.0,671.0,741.0,1412.0
247,2019-01-11 09:00:00,laborable,0.8,190.0,112.0,,,403.0,4.2,0.74,32.0,-1.3,66.0,954.0,0.0,658.0,733.0,1391.0
248,2019-01-11 10:00:00,laborable,0.7,165.0,107.0,,,361.0,6.73,0.69,67.0,2.3,54.0,954.0,0.0,602.0,680.0,1282.0
249,2019-01-11 11:00:00,laborable,0.6,120.0,105.0,,,288.0,15.08,0.8,77.0,5.7,40.0,955.0,0.0,618.0,732.0,1350.0
250,2019-01-11 12:00:00,laborable,0.5,101.0,105.0,,,259.0,18.59,1.09,97.0,6.7,35.0,955.0,0.0,622.0,787.0,1409.0
251,2019-01-11 13:00:00,laborable,0.6,86.0,105.0,,,236.0,22.58,1.08,116.0,7.3,34.0,955.0,0.0,756.0,783.0,1539.0
252,2019-01-11 14:00:00,laborable,0.4,60.0,88.0,,,180.0,26.8,0.99,200.0,8.6,32.0,954.0,0.0,710.0,787.0,1497.0
253,2019-01-11 15:00:00,laborable,0.4,54.0,80.0,,,163.0,28.82,0.94,263.0,9.8,30.0,954.0,0.0,663.0,699.0,1362.0
254,2019-01-11 16:00:00,laborable,0.4,43.0,82.0,,,148.0,26.03,1.01,269.0,10.4,30.0,954.0,0.0,680.0,763.0,1443.0
255,2019-01-11 17:00:00,laborable,0.5,55.0,103.0,,,187.0,13.54,0.91,284.0,9.4,32.0,954.0,0.0,688.0,749.0,1437.0
256,2019-01-11 18:00:00,laborable,1.1,162.0,148.0,,,396.0,3.73,0.58,235.0,6.9,39.0,954.0,0.0,686.0,793.0,1479.0
257,2019-01-11 19:00:00,laborable,1.1,226.0,174.0,,,521.0,3.11,0.59,298.0,6.1,43.0,954.0,0.0,710.0,803.0,1513.0
258,2019-01-11 20:00:00,laborable,1.0,188.0,158.0,,,445.0,3.24,0.68,284.0,5.1,47.0,955.0,0.0,707.0,796.0,1503.0
259,2019-01-11 21:00:00,laborable,1.1,221.0,167.0,,,506.0,3.16,0.64,12.0,4.1,51.0,955.0,0.0,581.0,699.0,1280.0
260,2019-01-11 22:00:00,laborable,0.6,80.0,105.0,,,228.0,3.25,0.71,32.0,2.6,57.0,956.0,0.0,479.0,606.0,1085.0
261,2019-01-11 23:00:00,laborable,0.8,136.0,118.0,,,326.0,3.01,0.87,70.0,1.6,62.0,956.0,0.0,330.0,505.0,835.0
262,2019-01-12 00:00:00,laborable,0.6,85.0,93.0,,,224.0,3.06,0.68,48.0,0.4,66.0,956.0,0.0,274.0,429.0,703.0
263,2019-01-12 01:00:00,laborable,0.5,61.0,80.0,,,174.0,3.24,0.71,73.0,0.3,67.0,956.0,0.0,227.0,336.0,563.0
264,2019-01-12 02:00:00,laborable,0.4,47.0,72.0,,,144.0,2.99,0.76,70.0,-0.2,70.0,957.0,0.0,157.0,292.0,449.0
265,2019-01-12 03:00:00,laborable,0.4,46.0,69.0,,,140.0,3.17,0.81,75.0,-1.0,73.0,957.0,0.0,139.0,221.0,360.0
266,2019-01-12 04:00:00,laborable,0.6,71.0,76.0,,,185.0,2.98,0.69,253.0,-1.0,74.0,957.0,0.0,101.0,185.0,286.0
267,2019-01-12 05:00:00,laborable,0.4,38.0,60.0,,,118.0,2.93,0.82,67.0,-1.6,76.0,957.0,0.0,141.0,201.0,342.0
268,2019-01-12 06:00:00,laborable,0.4,46.0,64.0,,,134.0,3.38,0.72,79.0,-1.4,76.0,957.0,0.0,166.0,249.0,415.0
269,2019-01-12 07:00:00,laborable,0.5,74.0,70.0,,,183.0,3.12,0.77,331.0,-1.8,77.0,957.0,0.0,266.0,283.0,549.0
270,2019-01-12 08:00:00,laborable,0.6,97.0,79.0,,,227.0,3.12,0.69,67.0,-1.8,77.0,957.0,0.0,332.0,375.0,707.0
271,2019-01-12 09:00:00,laborable,0.6,83.0,73.0,,,200.0,5.46,0.77,8.0,-1.1,75.0,958.0,0.0,441.0,506.0,947.0
272,2019-01-12 10:00:00,laborable,0.7,125.0,95.0,,,287.0,8.56,0.64,73.0,3.5,59.0,958.0,0.0,503.0,614.0,1117.0
273,2019-01-12 11:00:00,laborable,0.7,102.0,92.0,,,249.0,13.56,0.73,4.0,8.0,47.0,958.0,0.0,620.0,690.0,1310.0
274,2019-01-12 12:00:00,laborable,0.5,49.0,63.0,,,137.0,31.93,0.95,77.0,9.0,47.0,958.0,0.0,694.0,726.0,1420.0
275,2019-01-12 13:00:00,laborable,0.4,39.0,55.0,,,114.0,40.28,0.97,125.0,10.5,43.0,957.0,0.0,603.0,734.0,1337.0
276,2019-01-12 14:00:00,laborable,0.4,45.0,66.0,,,135.0,38.73,0.98,263.0,11.9,39.0,956.0,0.0,665.0,698.0,1363.0
277,2019-01-12 15:00:00,laborable,0.4,32.0,56.0,,,105.0,42.4,0.91,249.0,12.6,37.0,956.0,0.0,534.0,687.0,1221.0
278,2019-01-12 16:00:00,laborable,0.3,24.0,53.0,,,89.0,42.5,0.93,239.0,12.9,36.0,956.0,0.0,508.0,724.0,1232.0
279,2019-01-12 17:00:00,laborable,0.4,30.0,70.0,,,116.0,29.85,0.86,278.0,11.4,39.0,956.0,0.0,602.0,740.0,1342.0
280,2019-01-12 18:00:00,laborable,0.7,131.0,126.0,,,326.0,4.79,0.58,245.0,8.4,49.0,956.0,0.0,678.0,759.0,1437.0
281,2019-01-12 19:00:00,laborable,0.8,109.0,124.0,,,292.0,3.59,0.65,270.0,7.5,53.0,957.0,0.0,647.0,787.0,1434.0
282,2019-01-12 20:00:00,laborable,0.6,61.0,108.0,,,201.0,3.38,0.89,287.0,6.0,58.0,957.0,0.0,575.0,756.0,1331.0
283,2019-01-12 21:00:00,laborable,0.6,90.0,110.0,,,247.0,3.38,0.63,263.0,5.1,62.0,957.0,0.0,560.0,693.0,1253.0
284,2019-01-12 22:00:00,laborable,0.8,122.0,114.0,,,301.0,3.18,0.78,73.0,3.2,69.0,957.0,0.0,541.0,622.0,1163.0
285,2019-01-12 23:00:00,laborable,0.7,99.0,103.0,,,254.0,3.07,0.72,73.0,2.7,71.0,957.0,0.0,430.0,535.0,965.0
286,2019-01-13 00:00:00,laborable,0.7,89.0,90.0,,,227.0,3.24,0.84,73.0,1.3,76.0,957.0,0.0,360.0,480.0,840.0
287,2019-01-13 01:00:00,laborable,0.5,67.0,78.0,,,181.0,3.52,0.67,67.0,1.2,76.0,957.0,0.0,301.0,464.0,765.0
288,2019-01-13 02:00:00,laborable,0.5,71.0,72.0,,,180.0,3.12,0.82,82.0,0.1,79.0,957.0,0.0,238.0,374.0,612.0
289,2019-01-13 03:00:00,laborable,0.5,54.0,63.0,,,147.0,3.02,0.61,15.0,0.0,79.0,957.0,0.0,217.0,302.0,519.0
290,2019-01-13 04:00:00,laborable,0.5,57.0,59.0,,,146.0,3.1,0.77,68.0,-1.0,82.0,957.0,0.0,161.0,268.0,429.0
291,2019-01-13 05:00:00,laborable,0.4,46.0,57.0,,,126.0,3.19,0.62,77.0,-1.1,83.0,956.0,0.0,131.0,225.0,356.0
292,2019-01-13 06:00:00,laborable,0.4,50.0,54.0,,,131.0,3.17,0.72,75.0,-1.6,83.0,956.0,0.0,176.0,230.0,406.0
293,2019-01-13 07:00:00,laborable,0.4,51.0,54.0,,,132.0,3.06,0.68,75.0,-2.0,83.0,957.0,0.0,164.0,225.0,389.0
294,2019-01-13 08:00:00,laborable,0.6,84.0,64.0,,,193.0,3.13,0.79,65.0,-2.3,83.0,957.0,0.0,214.0,281.0,495.0
295,2019-01-13 09:00:00,laborable,0.6,92.0,70.0,,,210.0,5.06,0.73,53.0,-1.2,80.0,957.0,0.0,319.0,380.0,699.0
296,2019-01-13 10:00:00,laborable,0.8,121.0,84.0,,,270.0,6.98,0.66,78.0,1.7,69.0,957.0,0.0,427.0,455.0,882.0
297,2019-01-13 11:00:00,laborable,0.6,71.0,66.0,,,176.0,15.55,0.71,62.0,6.2,55.0,958.0,0.0,527.0,547.0,1074.0
298,2019-01-13 12:00:00,laborable,0.5,66.0,70.0,,,171.0,21.34,0.87,96.0,8.1,51.0,957.0,0.0,550.0,632.0,1182.0
299,2019-01-13 13:00:00,laborable,0.4,56.0,69.0,,,154.0,26.01,0.9,182.0,9.9,46.0,956.0,0.0,559.0,690.0,1249.0
300,2019-01-13 14:00:00,laborable,0.4,52.0,70.0,,,149.0,27.17,0.72,247.0,12.4,40.0,955.0,0.0,561.0,641.0,1202.0
301,2019-01-13 15:00:00,laborable,0.5,60.0,81.0,,,173.0,23.0,0.84,306.0,13.9,38.0,954.0,0.0,449.0,594.0,1043.0
302,2019-01-13 16:00:00,laborable,0.5,62.0,90.0,,,185.0,18.76,0.76,83.0,14.3,37.0,954.0,0.0,463.0,577.0,1040.0
303,2019-01-13 17:00:00,laborable,0.5,49.0,87.0,,,161.0,13.74,0.78,230.0,13.7,37.0,954.0,0.0,495.0,688.0,1183.0
304,2019-01-13 18:00:00,laborable,1.0,216.0,143.0,,,474.0,3.66,0.52,245.0,9.5,50.0,954.0,0.0,563.0,669.0,1232.0
305,2019-01-13 19:00:00,laborable,0.9,168.0,130.0,,,388.0,3.6,0.53,274.0,7.7,59.0,954.0,0.0,576.0,701.0,1277.0
306,2019-01-13 20:00:00,laborable,1.1,192.0,150.0,,,444.0,3.46,0.57,74.0,7.3,63.0,954.0,0.0,526.0,618.0,1144.0
307,2019-01-13 21:00:00,laborable,1.3,294.0,170.0,,,621.0,3.53,0.52,78.0,6.1,68.0,954.0,0.0,440.0,554.0,994.0
308,2019-01-13 22:00:00,laborable,1.6,305.0,177.0,,,645.0,3.47,0.59,233.0,4.5,74.0,954.0,0.0,355.0,486.0,841.0
309,2019-01-13 23:00:00,laborable,0.8,115.0,106.0,,,282.0,3.28,0.67,59.0,3.8,74.0,954.0,0.0,221.0,331.0,552.0
310,2019-01-14 00:00:00,laborable,0.5,47.0,71.0,,,144.0,4.33,0.78,73.0,2.6,76.0,954.0,0.0,177.0,285.0,462.0
311,2019-01-14 01:00:00,laborable,0.5,55.0,68.0,,,152.0,3.27,0.78,69.0,2.1,77.0,954.0,0.0,110.0,208.0,318.0
312,2019-01-14 02:00:00,laborable,0.5,71.0,68.0,,,176.0,3.12,0.54,54.0,1.4,80.0,954.0,0.0,85.0,174.0,259.0
313,2019-01-14 03:00:00,laborable,0.5,55.0,59.0,,,143.0,3.29,0.6,53.0,0.9,80.0,954.0,0.0,79.0,103.0,182.0
314,2019-01-14 04:00:00,laborable,0.5,46.0,56.0,,,126.0,3.21,0.67,47.0,0.6,81.0,953.0,0.0,80.0,111.0,191.0
315,2019-01-14 05:00:00,laborable,0.5,59.0,61.0,,,151.0,3.47,0.64,77.0,0.6,81.0,953.0,0.0,155.0,159.0,314.0
316,2019-01-14 06:00:00,laborable,0.6,136.0,83.0,,,291.0,3.35,0.7,83.0,-0.1,83.0,953.0,0.0,426.0,407.0,833.0
317,2019-01-14 07:00:00,laborable,1.2,310.0,131.0,,,607.0,3.28,0.52,233.0,0.0,84.0,953.0,0.0,653.0,639.0,1292.0
318,2019-01-14 08:00:00,laborable,1.0,201.0,104.0,,,412.0,3.54,0.65,343.0,0.0,82.0,953.0,0.0,686.0,666.0,1352.0
319,2019-01-14 09:00:00,laborable,1.0,248.0,125.0,,,505.0,4.07,0.69,32.0,0.9,79.0,953.0,0.0,681.0,700.0,1381.0
320,2019-01-14 10:00:00,laborable,1.0,251.0,134.0,,,519.0,5.09,0.63,67.0,6.0,61.0,953.0,0.0,529.0,657.0,1186.0
321,2019-01-14 11:00:00,laborable,1.1,274.0,163.0,,,583.0,6.6,0.71,59.0,9.1,53.0,953.0,0.0,620.0,708.0,1328.0
322,2019-01-14 12:00:00,laborable,1.0,220.0,174.0,,,511.0,9.05,0.99,68.0,10.6,49.0,952.0,0.0,650.0,657.0,1307.0
323,2019-01-14 13:00:00,laborable,0.9,225.0,180.0,,,525.0,9.23,1.2,70.0,11.4,48.0,951.0,0.0,637.0,774.0,1411.0
324,2019-01-14 14:00:00,laborable,0.7,171.0,148.0,,,410.0,10.58,1.04,116.0,14.0,42.0,951.0,0.0,692.0,728.0,1420.0
325,2019-01-14 15:00:00,laborable,0.6,128.0,126.0,,,322.0,11.68,0.95,90.0,14.9,40.0,950.0,0.0,671.0,661.0,1332.0
326,2019-01-14 16:00:00,laborable,0.6,128.0,131.0,,,327.0,9.21,0.81,70.0,15.9,38.0,950.0,0.0,651.0,676.0,1327.0
327,2019-01-14 17:00:00,laborable,0.9,232.0,164.0,,,520.0,5.26,0.55,263.0,15.5,40.0,950.0,0.0,704.0,726.0,1430.0
328,2019-01-14 20:00:00,laborable,1.9,393.0,228.0,,,830.0,3.34,0.73,78.0,8.1,66.0,950.0,0.0,611.0,759.0,1370.0
329,2019-01-14 21:00:00,laborable,1.5,320.0,198.0,,,689.0,3.4,0.79,88.0,6.6,71.0,950.0,0.0,515.0,589.0,1104.0
330,2019-01-14 22:00:00,laborable,1.3,247.0,163.0,,,541.0,3.61,0.77,53.0,5.2,75.0,950.0,0.0,372.0,462.0,834.0
331,2019-01-14 23:00:00,laborable,1.1,197.0,137.0,,,439.0,3.44,0.87,74.0,3.9,80.0,950.0,0.0,215.0,296.0,511.0
332,2019-01-15 00:00:00,laborable,0.9,143.0,107.0,,,326.0,3.39,0.75,83.0,3.0,81.0,950.0,0.0,133.0,239.0,372.0
333,2019-01-15 01:00:00,laborable,1.0,176.0,114.0,,,384.0,3.47,0.56,42.0,2.6,84.0,950.0,0.0,112.0,188.0,300.0
334,2019-01-15 02:00:00,laborable,1.0,169.0,109.0,,,368.0,3.24,0.62,9.0,2.0,86.0,950.0,0.0,66.0,118.0,184.0
335,2019-01-15 03:00:00,laborable,0.5,58.0,69.0,,,158.0,3.11,0.8,41.0,1.4,82.0,950.0,0.0,55.0,108.0,163.0
336,2019-01-15 04:00:00,laborable,0.4,43.0,61.0,,,127.0,3.38,0.76,338.0,1.1,81.0,950.0,0.0,58.0,97.0,155.0
337,2019-01-15 05:00:00,laborable,0.4,38.0,59.0,,,118.0,4.17,0.63,94.0,1.0,78.0,949.0,0.0,162.0,168.0,330.0
338,2019-01-15 06:00:00,laborable,0.6,107.0,83.0,,,247.0,3.85,0.65,78.0,1.0,78.0,949.0,0.0,403.0,384.0,787.0
339,2019-01-15 07:00:00,laborable,1.3,323.0,153.0,,,648.0,3.29,0.53,78.0,1.3,78.0,950.0,0.0,623.0,611.0,1234.0
340,2019-01-15 08:00:00,laborable,1.1,251.0,137.0,,,522.0,3.22,0.7,74.0,1.2,79.0,950.0,0.0,665.0,710.0,1375.0
341,2019-01-15 09:00:00,laborable,1.4,212.0,124.0,,,449.0,4.18,0.67,32.0,1.6,75.0,950.0,0.0,628.0,665.0,1293.0
342,2019-01-15 10:00:00,laborable,0.9,185.0,119.0,,,402.0,6.17,0.69,88.0,5.6,60.0,951.0,0.0,411.0,659.0,1070.0
343,2019-01-15 11:00:00,laborable,0.7,158.0,117.0,,,359.0,8.95,0.67,54.0,10.7,45.0,951.0,0.0,600.0,715.0,1315.0
344,2019-01-15 12:00:00,laborable,0.5,89.0,93.0,,,230.0,16.66,0.85,93.0,11.9,42.0,950.0,0.0,646.0,737.0,1383.0
345,2019-01-15 13:00:00,laborable,0.5,99.0,102.0,,,253.0,16.94,0.98,212.0,13.4,39.0,949.0,0.0,663.0,720.0,1383.0
346,2019-01-15 14:00:00,laborable,0.4,72.0,92.0,,,202.0,23.62,1.01,237.0,14.7,35.0,948.0,0.0,725.0,748.0,1473.0
347,2019-01-15 15:00:00,laborable,0.4,55.0,83.0,,,168.0,30.03,0.98,88.0,14.9,33.0,948.0,0.0,664.0,651.0,1315.0
348,2019-01-15 16:00:00,laborable,0.3,49.0,78.0,,,153.0,33.01,0.82,104.0,15.9,30.0,948.0,0.0,618.0,755.0,1373.0
349,2019-01-15 17:00:00,laborable,0.7,144.0,124.0,,,344.0,13.56,0.58,67.0,15.0,34.0,948.0,0.0,680.0,788.0,1468.0
350,2019-01-15 18:00:00,laborable,1.2,266.0,167.0,,,574.0,3.32,0.51,242.0,10.5,45.0,948.0,0.0,659.0,727.0,1386.0
351,2019-01-15 19:00:00,laborable,1.7,540.0,261.0,,,1089.0,3.19,0.51,223.0,8.6,52.0,948.0,0.0,663.0,821.0,1484.0
352,2019-01-15 20:00:00,laborable,1.8,380.0,231.0,,,815.0,3.22,0.6,47.0,8.2,55.0,949.0,0.0,561.0,745.0,1306.0
353,2019-01-15 21:00:00,laborable,1.4,279.0,188.0,,,616.0,3.18,0.73,67.0,6.6,61.0,949.0,0.0,501.0,595.0,1096.0
