sexo,edad,ccaa,edu,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r
2,46,9,3,10,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
2,30,9,4,6,12,12,12,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Otros
2,57,9,5,3,11,12,4,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",UP
2,49,16,4,10,9,9,9,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PNV
1,44,1,4,10,5,5,5,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX
1,75,1,5,0,17,15,17,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",Nulo
2,55,1,4,10,1,1,1,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",PSOE
2,21,1,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,58,1,5,10,18,2,3,Más de 10.000,Media,Parado,"Tercer grado, primer ciclo",CS
2,53,1,4,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
2,41,13,7,5,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,39,12,2,9,3,9,8,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",JXCAT
1,50,8,4,7,15,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,21,13,4,2,4,4,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,66,12,3,10,2,2,2,Menos de 10.000,Alta / Media Alta,Parado,"Segundo grado, primer ciclo y menos",PP
2,67,17,4,10,18,1,18,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Abstención
2,71,2,7,10,2,3,3,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",CS
2,28,1,6,5,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,33,1,6,10,4,4,4,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,63,1,4,8,1,1,1,Menos de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PSOE
1,33,9,6,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,54,9,4,10,16,17,20,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,46,16,4,8,9,9,9,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PNV
1,40,7,4,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX
1,56,9,6,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,63,1,4,9,5,5,5,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX
2,25,1,6,1,1,1,1,Menos de 10.000,Alta / Media Alta,Estudiante,"Tercer grado, segundo ciclo y más",PSOE
2,46,2,5,10,1,1,1,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, primer ciclo",PSOE
2,31,9,4,0,17,15,18,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención
1,65,9,6,0,17,1,18,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,54,2,7,5,10,10,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,32,13,6,4,12,5,12,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Otros
1,38,1,4,10,6,6,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
2,47,11,4,10,18,2,20,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",Abstención
1,40,9,3,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
2,63,10,3,10,1,16,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,50,10,4,10,14,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,47,3,5,5,18,16,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PSOE
2,48,1,4,9,18,16,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,54,10,4,10,4,4,4,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",UP
2,35,9,7,99,19,17,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,58,9,6,8,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,64,9,4,10,2,2,2,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",PP
1,56,9,5,10,5,5,5,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",VOX
1,42,13,6,10,2,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,56,10,6,10,4,4,4,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",UP
1,42,5,4,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,68,1,3,10,2,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",UP
2,49,1,4,10,2,2,20,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
2,53,10,2,3,15,2,2,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",PP
2,58,15,4,9,3,2,15,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Otros
1,62,10,4,10,2,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PP
1,61,2,4,10,3,3,3,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",CS
1,71,8,6,99,18,2,2,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PP
2,62,13,4,7,18,17,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE
1,34,14,5,10,15,16,4,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",UP
1,50,5,5,10,11,11,11,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Otros
1,60,1,4,10,2,2,2,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP
2,47,10,5,99,19,16,19,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
1,68,9,4,10,5,15,5,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",VOX
2,56,5,5,10,19,5,20,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",Abstención
2,33,10,6,8,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
2,63,14,4,5,18,16,1,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",PSOE
1,62,6,4,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
1,47,9,4,10,2,3,2,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,60,1,4,10,5,5,2,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PP
1,54,3,4,10,18,16,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,41,14,4,10,12,12,12,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Otros
1,68,9,5,6,3,3,3,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",CS
1,70,13,6,0,17,17,18,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",Abstención
2,35,9,3,4,19,17,19,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención
1,53,7,3,6,1,1,5,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",VOX
2,48,1,6,6,18,17,18,Menos de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención
2,68,7,5,3,16,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",Abstención
2,29,9,5,6,17,16,18,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, primer ciclo",Abstención
2,32,11,6,6,4,12,12,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Otros
1,44,16,3,0,17,15,18,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
1,61,3,1,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,24,8,4,0,17,2,19,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,58,11,5,99,19,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",VOX
2,70,13,6,10,1,1,1,Más de 10.000,Media,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",PSOE
2,20,1,4,10,1,4,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,57,9,6,10,18,17,20,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,78,1,8,10,18,15,18,Menos de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",Abstención
2,43,2,4,6,14,14,3,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",CS
1,68,10,4,10,5,5,2,Menos de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PP
2,28,1,4,0,17,15,17,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Nulo
2,72,9,3,3,18,15,8,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",JXCAT
2,71,13,5,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",PSOE
2,66,3,6,10,18,15,1,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
1,66,4,5,10,18,16,2,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PP
2,24,13,7,10,19,6,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,66,16,3,2,17,1,18,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",Abstención
1,70,1,6,0,17,5,18,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",Abstención
1,37,1,4,10,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,29,13,4,0,17,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,42,13,2,10,2,2,2,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PP
2,48,2,3,8,6,10,3,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",CS
1,68,10,4,10,5,5,5,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",VOX
2,27,1,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,72,10,4,10,5,5,2,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PP
2,30,1,7,10,4,4,4,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",UP
2,54,13,4,6,2,3,3,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",CS
2,46,13,5,10,1,1,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",UP
1,53,5,4,10,5,5,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PP
1,43,15,5,10,2,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
2,27,9,6,8,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,50,5,3,8,4,17,19,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",Abstención
2,34,1,4,99,18,17,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,46,10,4,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
1,30,9,5,10,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,28,1,4,10,5,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX
1,56,8,4,6,1,1,18,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",Abstención
2,30,10,6,10,15,15,4,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,44,7,4,10,12,15,2,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP
2,67,13,4,5,2,2,18,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",Abstención
2,53,9,6,99,7,7,7,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",ERC
2,77,2,4,10,18,15,3,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",CS
1,76,9,6,10,2,2,2,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PP
2,59,5,3,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
2,43,14,4,8,2,2,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX
1,52,17,4,7,18,16,4,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
2,24,8,7,10,6,6,6,Menos de 10.000,Media,Estudiante,"Tercer grado, segundo ciclo y más",MP
1,53,9,4,9,7,7,7,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",ERC
2,64,13,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,44,1,4,0,17,15,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,39,12,3,10,5,5,2,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PP
2,65,1,6,7,14,12,12,Menos de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Otros
2,43,11,5,10,2,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
1,58,16,7,10,4,4,4,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",UP
2,48,15,4,4,18,16,2,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
2,31,9,6,5,16,4,4,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,29,9,6,9,1,6,16,Más de 10.000,Alta / Media Alta,Estudiante,"Tercer grado, segundo ciclo y más",Blanco
1,48,9,3,99,17,15,18,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",Abstención
1,69,9,4,10,4,4,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
1,44,1,5,9,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",UP
1,77,13,6,10,5,5,5,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",VOX
1,69,9,3,10,18,7,15,Menos de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",Otros
1,81,1,3,10,1,1,3,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",CS
2,46,8,6,3,18,15,18,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,82,1,5,10,2,2,18,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",Abstención
1,24,10,7,7,5,2,18,Más de 10.000,Alta / Media Alta,Estudiante,"Tercer grado, segundo ciclo y más",Abstención
1,77,5,4,8,15,15,16,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Blanco
1,52,7,5,8,2,3,2,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
2,70,9,4,10,18,2,2,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",PP
2,55,1,4,1,18,16,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención
2,55,9,4,9,3,3,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,24,13,6,10,6,4,4,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,59,9,4,0,15,15,12,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Otros
1,30,9,6,9,1,6,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,59,9,5,5,4,1,11,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Otros
2,43,13,4,7,6,6,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
1,34,1,4,10,18,1,16,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Blanco
2,58,5,6,2,18,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,35,9,4,8,7,7,7,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",ERC
1,31,14,2,4,1,1,4,Más de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",UP
2,23,9,7,10,4,7,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC
2,20,6,4,10,18,1,1,Menos de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",PSOE
2,55,4,4,99,18,16,20,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
2,51,2,4,10,2,2,2,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PP
2,53,13,3,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE
2,42,1,4,10,6,6,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",UP
2,64,9,3,10,3,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
2,66,13,6,0,15,5,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
1,24,9,6,1,18,8,8,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",JXCAT
1,31,1,3,5,1,1,1,Menos de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",PSOE
2,37,1,5,10,18,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,42,1,4,9,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
2,42,2,4,10,19,14,15,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Otros
1,20,12,4,8,1,4,1,Menos de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",PSOE
2,36,9,4,0,17,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,62,8,4,10,4,4,4,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
2,64,9,6,10,8,8,8,Menos de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",JXCAT
1,66,12,4,10,4,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",UP
1,68,10,2,99,5,5,5,Menos de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",VOX
1,59,9,3,10,8,8,8,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, primer ciclo y menos",JXCAT
1,42,10,7,8,1,4,18,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Abstención
2,46,1,4,7,18,1,19,Menos de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Abstención
2,38,5,6,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
2,34,1,4,10,12,16,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Otros
2,58,1,4,10,6,6,6,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",MP
1,51,16,5,7,18,17,17,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Nulo
2,34,13,4,9,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,64,7,6,10,18,3,3,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",CS
2,34,5,5,10,5,5,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",CS
2,34,1,4,10,1,1,1,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",PSOE
1,57,14,5,10,18,17,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención
2,67,13,8,10,18,2,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
2,68,10,4,10,4,4,4,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",UP
2,39,15,4,10,18,12,12,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Otros
1,50,8,6,9,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,58,12,4,10,2,2,3,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",CS
2,73,2,3,10,3,3,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,58,9,4,7,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,36,1,4,10,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,30,9,8,9,12,14,2,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PP
2,55,16,5,10,10,10,10,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",BILDU
2,21,13,6,10,4,1,6,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",MP
2,39,7,5,10,5,5,5,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",VOX
2,69,9,4,7,17,15,3,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",CS
1,53,1,3,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
2,70,16,5,9,18,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, primer ciclo",PSOE
2,66,2,4,10,6,6,1,Menos de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE
1,43,16,4,1,17,15,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,46,11,4,10,19,14,5,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",VOX
2,31,9,6,9,18,16,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,30,1,4,1,18,16,19,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención
1,36,1,5,9,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE
1,64,10,4,9,18,3,16,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Blanco
2,29,10,7,10,1,14,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,80,9,4,0,17,17,18,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",Abstención
2,39,1,6,10,2,2,2,Menos de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",PP
1,52,6,5,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PSOE
2,66,10,4,10,2,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PP
2,73,16,3,10,4,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",UP
2,58,4,5,99,18,2,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
2,45,9,4,4,19,17,18,Más de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención
2,34,9,3,6,4,4,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
2,51,13,6,6,16,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
