"winery","wine","year","rating","num_reviews","country","region","price","type","body","acidity"
"Vega Sicilia","Unico","1967",4.6,123,"Espana","Ribera del Duero",1106.24,"Ribera Del Duero Red",5,3
"Arzuaga","Amaya Arzuaga (Coleccion)","2016",4.6,123,"Espana","Ribera del Duero",64.9,"Ribera Del Duero Red",5,3
"Dominio de Pingus","Pingus","2000",4.6,122,"Espana","Ribera del Duero",1503,"Ribera Del Duero Red",5,3
"Alvaro Palacios","L'Ermita Velles Vinyes Priorat","1995",4.6,122,"Espana","Priorato",1372.14,"Priorat Red",4,3
"Artadi","Vina El Pison","2015",4.6,122,"Espana","Vino de Espana",241.55,"Tempranillo",4,2
"Bodegas Mas Alta","La Creu Alta","2013",4.6,116,"Espana","Priorato",89.17,"Priorat Red",4,3
"Vega Sicilia","Unico","1975",4.6,115,"Espana","Ribera del Duero",769.9,"Ribera Del Duero Red",5,3
"Dominio de Calogia","Tinto","2019",4.6,114,"Espana","Ribera del Duero",67.94,"Ribera Del Duero Red",5,3
"Tomas Postigo","5o Ano Ribera del Duero Tinto","2016",4.6,113,"Espana","Ribera del Duero",44,"Ribera Del Duero Red",5,3
"Artadi","Vina El Pison","2009",4.6,113,"Espana","Vino de Espana",445,"Tempranillo",4,2
"Cal Pla","Planots Priorat","2010",4.6,112,"Espana","Priorato",87.02,"Priorat Red",4,3
"Vega Sicilia","Unico Reserva Especial Edicion","2009",4.6,111,"Espana","Ribera del Duero",747.17,"Ribera Del Duero Red",5,3
"Dominio del Bendito","El Titan del Bendito","2018",4.6,111,"Espana","Toro",49.95,"Toro Red",5,3
"Ossian","Capitel","2018",4.6,107,"Espana","Castilla y Leon",50.51,"Verdejo",3,3
"Arzuaga","Gran Arzuaga Ribera del Duero","2004",4.6,105,"Espana","Ribera del Duero",157.4,"Ribera Del Duero Red",5,3
"Alto Moncayo","Aquilon Garnacha","2015",4.6,105,"Espana","Campo de Borja",120.9,"Grenache",5,3
"Dominio de Pingus","Pingus","1996",4.6,102,"Espana","Ribera del Duero",1746.94,"Ribera Del Duero Red",5,3
"Cepa 21","Horcajo","2015",4.6,100,"Espana","Ribera del Duero",75.3,"Ribera Del Duero Red",5,3
"Carmelo Rodero","Pago De Valtarrena","2018",4.6,99,"Espana","Ribera del Duero",47.5,"Ribera Del Duero Red",5,3
"Vega Sicilia","Unico","2012",4.6,98,"Espana","Ribera del Duero",359.9,"Ribera Del Duero Red",5,3
"Bodegas Vilano","Tinto","2019",4.6,97,"Espana","Ribera del Duero",43.5,"Ribera Del Duero Red",5,3
"Allende","Aurus","2005",4.6,95,"Espana","Rioja",136,"Rioja Red",4,3
"Costers del Siurana","Dolc de L'Obac","2006",4.6,94,"Espana","Priorato",117.239420060872,NA,NA,NA
"Pago de Los Capellanes","Parcela El Picon Tinto","2011",4.6,93,"Espana","Ribera del Duero",135,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Trasnocho","2013",4.6,91,"Espana","Rioja",82.5,"Rioja Red",4,3
"Bodegas Roda","Cirsion Rioja","2017",4.6,90,"Espana","Rioja",149.9,"Rioja Red",4,3
"Teso La Monja","Tinto","2008",4.6,87,"Espana","Toro",1260,"Toro Red",5,3
"Pago de Los Capellanes","Doroteo Edicion Especial 25 Aniversario","2015",4.6,86,"Espana","Ribera del Duero",59,"Ribera Del Duero Red",5,3
"Bodegas Valduero","Tierra Alta de 2 Racimos Gran Reserva","2011",4.6,85,"Espana","Ribera del Duero",82.5,"Ribera Del Duero Red",5,3
"Marques de Murrieta","Castillo Ygay Gran Reserva Especial Tinto","2011",4.6,85,"Espana","Rioja",195,"Rioja Red",4,3
"Vega Sicilia","Valbuena 5o","1980",4.6,84,"Espana","Ribera del Duero",195,"Ribera Del Duero Red",5,3
"Arzuaga","Reserva Especial Ribera del Duero","2016",4.6,83,"Espana","Ribera del Duero",54.5,"Ribera Del Duero Red",5,3
"Hacienda Monasterio","Reserva Especial","2015",4.6,80,"Espana","Ribera del Duero",79.1,"Ribera Del Duero Red",5,3
"Mas d'en Gil","Gran Buig Priorat","2004",4.6,79,"Espana","Priorato",272,"Priorat Red",4,3
"Castillo Perelada","Finca Garbet","2014",4.6,75,"Espana","Emporda",99,"Syrah",4,3
"Osborne","Solera India Oloroso Rare Sherry","N.V.",4.6,74,"Espana","Jerez-Xeres-Sherry",189.99,"Sherry",4,3
"Emilio Moro","Clon De La Familia","2011",4.6,72,"Espana","Ribera del Duero",317.63,"Ribera Del Duero Red",5,3
"Sierra Cantabria","Amancio","2007",4.6,70,"Espana","Rioja",399.6,"Rioja Red",4,3
"Toro Albala","Gines Liebana Pedro Ximenez","1910",4.6,70,"Espana","Montilla-Moriles",701.05,"Pedro Ximenez",5,1
"Recaredo","Reserva Particular de Recaredo Brut Nature","2008",4.6,69,"Espana","Cava",74.9,"Cava",2,3
"Clos Erasmus","Priorat","2008",4.6,66,"Espana","Priorato",654.31,"Priorat Red",4,3
"Vega Sicilia","Valbuena 5o","1983",4.6,66,"Espana","Ribera del Duero",247.75,"Ribera Del Duero Red",5,3
"Toro Albala","Don PX Seleccion","1965",4.6,65,"Espana","Montilla-Moriles",144.99,"Pedro Ximenez",5,1
"Alvaro Palacios","L'Ermita Velles Vinyes Priorat","2001",4.6,65,"Espana","Priorato",945,"Priorat Red",4,3
"Hacienda Monasterio","Reserva","2017",4.6,64,"Espana","Ribera del Duero",50,"Ribera Del Duero Red",5,3
"Ysios","Finca Las Naves","2016",4.6,63,"Espana","Rioja",126.64,"Rioja Red",4,3
"Marques de Grinon","AAA","2008",4.6,63,"Espana","Dominio de Valdepusa",162.38,"Red",4,3
"Contino","Vina del Olivo","2001",4.6,60,"Espana","Rioja",81,"Rioja Red",4,3
"Alvaro Palacios","L'Ermita Velles Vinyes Priorat","2010",4.6,60,"Espana","Priorato",2750,"Priorat Red",4,3
"Marques de Murrieta","Dalmau Rioja","2001",4.6,59,"Espana","Rioja",121,"Rioja Red",4,3
"Alvaro Palacios","Les Aubaguetes Priorat","2016",4.6,59,"Espana","Priorato",355.95,"Priorat Red",4,3
"Gramona","Cava Enoteca Finca La Plana Brut Nature","2001",4.6,58,"Espana","Cava",164.66,"Cava",2,3
"Alto Moncayo","Aquilon Garnacha","2016",4.6,58,"Espana","Campo de Borja",120.9,"Grenache",5,3
"Dominio del Aguila","Gran Reserva Penas Aladas","2014",4.6,58,"Espana","Ribera del Duero",218.9,"Ribera Del Duero Red",5,3
"Hacienda Solano","Pena Lobera","2016",4.6,57,"Espana","Ribera del Duero",65.95,"Ribera Del Duero Red",5,3
"Bodegas Mas Alta","La Creu Alta","2014",4.6,53,"Espana","Priorato",86,"Priorat Red",4,3
"Francisco Garcia Perez","Adega do Moucho Treixadura","2017",4.6,53,"Espana","Ribeiro",34.5,NA,NA,NA
"Anima Negra","Son Negre","2007",4.6,51,"Espana","Mallorca",282.65,"Red",4,3
"Mas Doix","1902 Centenary Carignan Priorat","2017",4.6,51,"Espana","Priorato",259.9,"Priorat Red",4,3
"Vega Sicilia","Unico","1961",4.6,50,"Espana","Ribera del Duero",1099.28,"Ribera Del Duero Red",5,3
"Castano","Casa Cisca Monastrell","2016",4.6,49,"Espana","Yecla",35,"Monastrell",5,3
"Descendientes de J. Palacios","Moncerbal Bierzo (Corullon)","2016",4.6,48,"Espana","Bierzo",269.95,"Mencia",3,3
"La Legua","Capricho","2014",4.6,47,"Espana","Cigales",27.2693427,"Red",4,3
"Dominio de Pingus","Pingus","2018",4.6,47,"Espana","Ribera del Duero",1250,"Ribera Del Duero Red",5,3
"Castillo de Cuzcurrita","Cerrado del Castillo Rioja","2016",4.6,47,"Espana","Rioja",52.95,"Rioja Red",4,3
"Oxer Wines","Kalamity Rioja","2018",4.6,46,"Espana","Rioja",114.95,"Rioja Red",4,3
"Bodegas Yuste","Conde de Aldama Amontillado","N.V.",4.6,46,"Espana","Jerez-Xeres-Sherry",89.9,"Sherry",4,3
"Vega Sicilia","Valbuena 5o","1979",4.6,46,"Espana","Ribera del Duero",195,"Ribera Del Duero Red",5,3
"Bodegas 6o Elemento - Vino Sexto Elemento","Respeto","2015",4.6,45,"Espana","Utiel-Requena",29.35,"Red",4,3
"Proyecto Garnachas de Espana","El Garnacho Viejo de la Familia Acha","2014",4.6,45,"Espana","Rioja",79.9,"Rioja Red",4,3
"Matarromera","Ribera del Duero Prestigio","2016",4.6,45,"Espana","Ribera del Duero",53.95,"Ribera Del Duero Red",5,3
"Casal de Arman","Finca Misenhora Edicion Limitada","2018",4.6,44,"Espana","Ribeiro",26.2,NA,NA,NA
"Mas Doix","1902 Centenary Carignan Priorat","2016",4.6,43,"Espana","Priorato",270.44,"Priorat Red",4,3
"Artadi","La Poza de Ballesteros","2009",4.6,42,"Espana","Vino de Espana",187.5,"Tempranillo",4,2
"Marques de Murrieta","Reserva Rioja (Finca Ygay)","1954",4.6,42,"Espana","Rioja",210,"Rioja Red",4,3
"Hacienda Monasterio","Reserva Especial","2016",4.6,41,"Espana","Ribera del Duero",85.63,"Ribera Del Duero Red",5,3
"Artadi","Vina El Pison","2017",4.6,41,"Espana","Vino de Espana",304.54,"Tempranillo",4,2
"Vall Llach","Idus","2020",4.6,41,"Espana","Priorato",34.3,"Priorat Red",4,3
"Clos Erasmus","Priorat","2003",4.6,41,"Espana","Priorato",993.28,"Priorat Red",4,3
"Sierra Cantabria","Amancio","2017",4.6,40,"Espana","Rioja",85.95,"Rioja Red",4,3
"Pago de Larrainzar","Rosado de Larrainzar","2020",4.6,39,"Espana","Navarra",12,NA,NA,NA
"Emilio Moro","Clon De La Familia","2015",4.6,39,"Espana","Ribera del Duero",249.9,"Ribera Del Duero Red",5,3
"Vega Sicilia","Unico Reserva Especial Edicion","1982",4.6,39,"Espana","Ribera del Duero",1238.43,"Ribera Del Duero Red",5,3
"Sierra Cantabria","Finca el Bosque","2002",4.6,38,"Espana","Rioja",128,"Rioja Red",4,3
"Descendientes de J. Palacios","Valdafoz Bierzo (Corullon)","2011",4.6,38,"Espana","Bierzo",135.5,"Mencia",3,3
"Ukan Winery","Tinto","2019",4.6,38,"Espana","Rioja Alavesa",40.5,"Rioja Red",4,3
"Finca Moncloa","Tintilla de Rota","2017",4.6,37,"Espana","Cadiz",43.1,NA,NA,NA
"Bodegas Mas Alta","La Creu Alta","2017",4.6,36,"Espana","Priorato",85,"Priorat Red",4,3
"Vina Real","Rioja Gran Reserva","1986",4.6,35,"Espana","Rioja",123,"Rioja Red",4,3
"Dominio de Atauta","Valdegatiles Ribera del Duero","2012",4.6,34,"Espana","Ribera del Duero",106.35,"Ribera Del Duero Red",5,3
"Toro Albala","Don PX Seleccion","1962",4.6,34,"Espana","Montilla-Moriles",207,"Pedro Ximenez",5,1
"Micro Bio (MicroBio)","Respublica Verdejo","2016",4.6,33,"Espana","Vino de Espana",75.95,"Verdejo",3,3
"Dominio del Aguila","Gran Reserva Penas Aladas","2015",4.6,33,"Espana","Ribera del Duero",185.3,"Ribera Del Duero Red",5,3
"Terroir Al Limit Soc. Lda","Les Tosses","2016",4.6,33,"Espana","Priorato",205.95,"Priorat Red",4,3
"Finca Torremilanos","Torremilanos Coleccion Ribera del Duero","2016",4.6,32,"Espana","Ribera del Duero",40.45,"Ribera Del Duero Red",5,3
"Artadi","El Carretil","2017",4.6,32,"Espana","Vino de Espana",176.89,"Tempranillo",4,2
"Huerta de Albala","Taberner No. 1","2013",4.6,32,"Espana","Cadiz",79.9,"Red",4,3
"Gomez Cruzado","Vina Motulleri","2011",4.6,30,"Espana","Rioja",79,"Rioja Red",4,3
"Castell d'Encus","Saktih","2013",4.6,30,"Espana","Costers del Segre",195.27,"Red",4,3
"Abadia Retuerta","Cuvee Palomar","2017",4.6,30,"Espana","Sardon de Duero",58.9,"Red",4,3
"Alvaro Palacios","L'Ermita Velles Vinyes Priorat","2014",4.6,30,"Espana","Priorato",1660,"Priorat Red",4,3
"Dominio de Atauta","Valdegatiles Ribera del Duero","2013",4.6,29,"Espana","Ribera del Duero",111.9,"Ribera Del Duero Red",5,3
"Bodegas 6o Elemento - Vino Sexto Elemento","Respeto","2017",4.6,29,"Espana","Utiel-Requena",29.95,"Red",4,3
"Enate","Uno Tinto","2010",4.6,28,"Espana","Somontano",129.9,"Red",4,3
"Benjamin de Rothschild - Vega Sicilia","Macan","2017",4.6,28,"Espana","Rioja",69.95,"Rioja Red",4,3
"Mas Doix","1903 Centenary Grenache","2016",4.6,28,"Espana","Priorato",299,"Priorat Red",4,3
"Descendientes de J. Palacios","La Faraona Bierzo (Corullon)","2010",4.6,28,"Espana","Bierzo",3119.08,"Red",4,3
"Bodegas Aragonesas","Galiano Seleccion Especial","2013",4.6,28,"Espana","Campo de Borja",99.95,"Red",4,3
"Telmo Rodriguez","Molino Real","2016",4.6,28,"Espana","Malaga",41.69,NA,NA,NA
"Anima Negra","Son Negre","2004",4.6,27,"Espana","Mallorca",374.35,"Red",4,3
"Tomas Postigo","5o Ano Ribera del Duero Tinto","2017",4.6,27,"Espana","Ribera del Duero",46.45,"Ribera Del Duero Red",5,3
"Alvaro Palacios","L'Ermita Velles Vinyes Priorat","2011",4.6,27,"Espana","Priorato",2750,"Priorat Red",4,3
"Acustic Celler","Etern Vinyes Molt Velles","2016",4.6,26,"Espana","Priorato",42.5,"Priorat Red",4,3
"Vina Pedrosa","40 Aniversario Gran Reserva","2012",4.6,25,"Espana","Ribera del Duero",95,"Ribera Del Duero Red",5,3
"Osborne","Solera BC-200","N.V.",4.6,25,"Espana","Jerez-Xeres-Sherry",197.3,"Sherry",4,3
"Recaredo","Corpinnat Enoteca Reserva Particular de Recaredo","2004",4.6,25,"Espana","Cataluna",130,"Sparkling",2,3
"Toro Albala","Don PX Pedro Ximenez","1968",4.6,25,"Espana","Montilla-Moriles",181.5,"Pedro Ximenez",5,1
"Pago de Carraovejas","Tinto","2016",4.5,7529,"Espana","Ribera del Duero",29.8,"Ribera Del Duero Red",5,3
"Alion","Ribera del Duero","2013",4.5,7435,"Espana","Ribera del Duero",73,"Ribera Del Duero Red",5,3
"Alion","Ribera del Duero","2014",4.5,7237,"Espana","Ribera del Duero",56.27,"Ribera Del Duero Red",5,3
"Pintia","Toro","2014",4.5,5863,"Espana","Toro",69,"Toro Red",5,3
"Pago de Carraovejas","Tinto","2018",4.5,5372,"Espana","Ribera del Duero",45,"Ribera Del Duero Red",5,3
"Alion","Ribera del Duero","2015",4.5,5365,"Espana","Ribera del Duero",75,"Ribera Del Duero Red",5,3
"Pintia","Toro","2015",4.5,4979,"Espana","Toro",69.8,"Toro Red",5,3
"Pago de Carraovejas","Tinto","2017",4.5,4935,"Espana","Ribera del Duero",121.936825872994,"Ribera Del Duero Red",5,3
"Aalto","PS (Pagos Seleccionados) Ribera del Duero","2016",4.5,4411,"Espana","Ribera del Duero",78.65,"Ribera Del Duero Red",5,3
"Marques de Murrieta","Castillo Ygay Gran Reserva Especial Tinto","2005",4.5,3521,"Espana","Rioja",400,"Rioja Red",4,3
"La Rioja Alta","Gran Reserva 890","2005",4.5,3443,"Espana","Rioja",125,"Rioja Red",4,3
"Marques de Murrieta","Castillo Ygay Gran Reserva Especial Tinto","2009",4.5,3148,"Espana","Rioja",229,"Rioja Red",4,3
"Pintia","Toro","2016",4.5,3118,"Espana","Toro",40.41,"Toro Red",5,3
"Dominio de Pingus","Flor de Pingus","2016",4.5,2887,"Espana","Ribera del Duero",101.94,"Ribera Del Duero Red",5,3
"Aalto","PS (Pagos Seleccionados) Ribera del Duero","2015",4.5,2858,"Espana","Ribera del Duero",172.5,"Ribera Del Duero Red",5,3
"Bodegas El Nido","Clio","2015",4.5,2712,"Espana","Jumilla",33.2,"Red",4,3
"Dominio de Pingus","Flor de Pingus","2014",4.5,2710,"Espana","Ribera del Duero",125,"Ribera Del Duero Red",5,3
"Dominio de Pingus","Flor de Pingus","2010",4.5,2551,"Espana","Ribera del Duero",125,"Ribera Del Duero Red",5,3
"Dominio de Pingus","Flor de Pingus","2015",4.5,2530,"Espana","Ribera del Duero",125,"Ribera Del Duero Red",5,3
"Bodegas El Nido","Clio","2016",4.5,2228,"Espana","Jumilla",31.75,"Red",4,3
"Bodegas El Nido","Clio","2017",4.5,2220,"Espana","Jumilla",39.5,"Red",4,3
"Aalto","PS (Pagos Seleccionados) Ribera del Duero","2011",4.5,2207,"Espana","Ribera del Duero",64,"Ribera Del Duero Red",5,3
"Pago de Carraovejas","Tinto","2019",4.5,2144,"Espana","Ribera del Duero",33.8,"Ribera Del Duero Red",5,3
"Benjamin de Rothschild - Vega Sicilia","Macan","2014",4.5,1910,"Espana","Rioja",58.95,"Rioja Red",4,3
"Aalto","Tinto","2018",4.5,1864,"Espana","Ribera del Duero",33.25,"Ribera Del Duero Red",5,3
"Bodegas El Nido","Clio","2018",4.5,1520,"Espana","Jumilla",61.8491765262698,"Red",4,3
"Alto Moncayo","Garnacha","2017",4.5,1503,"Espana","Campo de Borja",44.27,"Grenache",5,3
"Pago de Los Capellanes","Parcela El Nogal Tinto","2015",4.5,1393,"Espana","Ribera del Duero",45.9,"Ribera Del Duero Red",5,3
"Vega Sicilia","Valbuena 5o","2003",4.5,1346,"Espana","Ribera del Duero",239.2,"Ribera Del Duero Red",5,3
"Benjamin de Rothschild - Vega Sicilia","Macan","2015",4.5,1345,"Espana","Rioja",68.9,"Rioja Red",4,3
"Alion","Ribera del Duero","2003",4.5,1236,"Espana","Ribera del Duero",164,"Ribera Del Duero Red",5,3
"Belondrade","Belondrade y Lurton","2018",4.5,1192,"Espana","Rueda",32.85,"Verdejo",3,3
"Pago de Los Capellanes","Parcela El Nogal Tinto","2014",4.5,1163,"Espana","Ribera del Duero",40.95,"Ribera Del Duero Red",5,3
"Pago de Carraovejas","Reserva","2014",4.5,1148,"Espana","Ribera del Duero",69.5803235920536,"Ribera Del Duero Red",5,3
"Dominio de Pingus","Flor de Pingus","2017",4.5,1094,"Espana","Ribera del Duero",110,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Rioja Reserva","2012",4.5,1089,"Espana","Rioja",49.75,"Rioja Red",4,3
"Muga","Prado Enea Gran Reserva","2014",4.5,1014,"Espana","Rioja",51,"Rioja Red",4,3
"Remirez de Ganuza","Rioja Reserva","2011",4.5,1012,"Espana","Rioja",59.9,"Rioja Red",4,3
"La Rioja Alta","Gran Reserva 890","2004",4.5,990,"Espana","Rioja",290.7,"Rioja Red",4,3
"Belondrade","Belondrade y Lurton","2019",4.5,961,"Espana","Rueda",37.7,"Verdejo",3,3
"Clos Mogador","Priorat","2015",4.5,955,"Espana","Priorato",146.95,"Priorat Red",4,3
"Bodegas Tradicion","Pedro Ximenez Tradicion 20 Years Old Vos","N.V.",4.5,854,"Espana","Jerez Pedro Ximenes (PX)",68.9,"Pedro Ximenez",5,1
"Muga","Torre Muga","2016",4.5,838,"Espana","Rioja",70.5,"Rioja Red",4,3
"Benjamin de Rothschild - Vega Sicilia","Macan","2016",4.5,813,"Espana","Rioja",64,"Rioja Red",4,3
"Bodega Numanthia","Termanthia","2010",4.5,729,"Espana","Toro",168,"Toro Red",5,3
"Emilio Moro","Malleolus de Valderramiro","2011",4.5,719,"Espana","Ribera del Duero",173.95,"Ribera Del Duero Red",5,3
"Clos Mogador","Priorat","2017",4.5,666,"Espana","Priorato",65,"Priorat Red",4,3
"Marques de Murrieta","Dalmau Rioja","2014",4.5,642,"Espana","Rioja",67.6,"Rioja Red",4,3
"Hacienda Monasterio","Reserva","2015",4.5,629,"Espana","Ribera del Duero",53.95,"Ribera Del Duero Red",5,3
"Pago de Los Capellanes","Parcela El Nogal Tinto","2016",4.5,595,"Espana","Ribera del Duero",42.95,"Ribera Del Duero Red",5,3
"La Rioja Alta","Gran Reserva 890","1995",4.5,574,"Espana","Rioja",127.23,"Rioja Red",4,3
"Bodegas El Nido","Clio","2019",4.5,550,"Espana","Jumilla",47.3,"Red",4,3
"Muga","Aro","2015",4.5,529,"Espana","Rioja",169.4,"Rioja Red",4,3
"Remirez de Ganuza","Gran Reserva","2007",4.5,529,"Espana","Rioja",121.838963251908,"Rioja Red",4,3
"Senorio de San Vicente","San Vicente Rioja","2017",4.5,505,"Espana","Rioja",34.8,"Rioja Red",4,3
"Carmelo Rodero","Ribera del Duero TSM","2017",4.5,503,"Espana","Ribera del Duero",55.35,"Ribera Del Duero Red",5,3
"Vina Sastre","Pago de Santa Cruz","2016",4.5,501,"Espana","Ribera del Duero",75.95,"Ribera Del Duero Red",5,3
"Bodegas Valduero","Ribera Del Duero Reserva Premium 6 Anos","2011",4.5,500,"Espana","Ribera del Duero",48.7,"Ribera Del Duero Red",5,3
"Remirez de Ganuza","Trasnocho","2012",4.5,499,"Espana","Rioja",118.89,"Rioja Red",4,3
"Costers del Siurana","Clos de L'Obac","2005",4.5,493,"Espana","Priorato",92.8716274104906,"Priorat Red",4,3
"Vega Sicilia","Valbuena 5o","1996",4.5,488,"Espana","Ribera del Duero",290.4,"Ribera Del Duero Red",5,3
"Arzuaga","Reserva Ribera del Duero","2017",4.5,477,"Espana","Ribera del Duero",31.8,"Ribera Del Duero Red",5,3
"La Rioja Alta","Gran Reserva 890","2010",4.5,469,"Espana","Rioja",149.5,"Rioja Red",4,3
"Francisco Barona","Ribera Del Duero","2018",4.5,462,"Espana","Ribera del Duero",35.85,"Ribera Del Duero Red",5,3
"Vina Sastre","Pago de Santa Cruz","2015",4.5,420,"Espana","Ribera del Duero",82.95,"Ribera Del Duero Red",5,3
"Bodegas Valduero","Ribera Del Duero Reserva Premium 6 Anos","2012",4.5,406,"Espana","Ribera del Duero",59,"Ribera Del Duero Red",5,3
"Juan Gil","Bruto","2018",4.5,384,"Espana","Jumilla",37.7,"Monastrell",5,3
"Lan","Culmen Reserva Rioja","2015",4.5,365,"Espana","Rioja",42.75,"Rioja Red",4,3
"Bodegas Roda","Cirsion Rioja","2016",4.5,353,"Espana","Rioja",175.57,"Rioja Red",4,3
"Clos Mogador","Priorat","2018",4.5,336,"Espana","Priorato",61.64,"Priorat Red",4,3
"Juan Gil","Bruto","2017",4.5,322,"Espana","Jumilla",30.7,"Monastrell",5,3
"Bodegas Mauro","VS","2017",4.5,318,"Espana","Castilla y Leon",56.5,"Tempranillo",4,2
"Bodega Numanthia","Termanthia","2013",4.5,316,"Espana","Toro",207.11,"Toro Red",5,3
"Remirez de Ganuza","Trasnocho","2011",4.5,301,"Espana","Rioja",110.5,"Rioja Red",4,3
"Hacienda Monasterio","Reserva","2016",4.5,297,"Espana","Ribera del Duero",55.95,"Ribera Del Duero Red",5,3
"R. Lopez de Heredia","Vina Tondonia Gran Reserva","1995",4.5,292,"Espana","Rioja",170,"Rioja Red",4,3
"Abadia Retuerta","Petit Verdot","2015",4.5,286,"Espana","Sardon de Duero",107.9,"Red",4,3
"Tomas Postigo","5o Ano Ribera del Duero Tinto","2011",4.5,264,"Espana","Ribera del Duero",69.9,"Ribera Del Duero Red",5,3
"Dominio del Bendito","El Titan del Bendito","2017",4.5,261,"Espana","Toro",49.5,"Toro Red",5,3
"Abadia Retuerta","Petit Verdot","2014",4.5,249,"Espana","Sardon de Duero",176.98,"Red",4,3
"Sierra Cantabria","Amancio","2012",4.5,246,"Espana","Rioja",90,"Rioja Red",4,3
"Martinet","Clos Martinet","2014",4.5,230,"Espana","Priorato",65,"Priorat Red",4,3
"Remirez de Ganuza","Trasnocho","2006",4.5,229,"Espana","Rioja",95,"Rioja Red",4,3
"Adama Wines","Tinto","2009",4.5,229,"Espana","Ribera del Duero",39,"Ribera Del Duero Red",5,3
"Alion","Ribera del Duero","1995",4.5,226,"Espana","Ribera del Duero",193,"Ribera Del Duero Red",5,3
"Muga","Aro","2016",4.5,222,"Espana","Rioja",174.91,"Rioja Red",4,3
"Vega Sicilia","Valbuena 5o","1987",4.5,221,"Espana","Ribera del Duero",312,"Ribera Del Duero Red",5,3
"Milsetentayseis","Tinto","2018",4.5,218,"Espana","Ribera del Duero",52.9,"Ribera Del Duero Red",5,3
"Vina Sastre","Pago de Santa Cruz","2017",4.5,217,"Espana","Ribera del Duero",40.9,"Ribera Del Duero Red",5,3
"Espectacle del Montsant","Tinto","2013",4.5,214,"Espana","Montsant",157.95,"Montsant Red",4,3
