id,sexo,edad,edad_r,hab,prov,ccaa,edu,cs,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9,p5_10,p5_11,p5_12,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r,ponde
86,1,72,6,1,17,9,4,4,5,5,5,5,5,5,2,5,5,5,4,4,3,2,3,3,3,2,3,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,10,8,8,8,Menos de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",JXCAT,1.757589774443686
87,1,43,3,3,15,12,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,17,14,18,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",Abstención,0.7612834085473882
88,1,29,2,5,30,14,4,6,1,4,1,4,3,1,1,1,2,2,1,3,3,5,2,4,1,1,1,4,2,1,3,2,2,1,2,3,3,3,3,2,3,2,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX,1.0607674684879997
89,2,45,4,4,35,5,4,6,4,5,5,5,3,5,5,1,4,1,4,3,4,1,1,2,2,2,2,4,4,2,1,1,1,1,1,3,6,5,5,5,5,5,5,6,6,6,6,5,10,16,16,12,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Otros,0.8732767904808975
90,2,46,4,6,41,1,5,2,3,3,3,5,4,5,3,3,3,3,3,3,3,2,2,3,2,2,2,4,3,2,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,9,18,16,16,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, primer ciclo",Blanco,0.6828450228098908
91,2,42,3,1,8,9,4,3,2,6,6,6,6,6,6,4,6,2,3,4,6,5,2,5,2,5,5,5,5,5,5,2,1,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,9,7,12,7,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",ERC,1.139644831766999
92,2,22,1,6,46,10,4,1,5,3,4,4,3,4,3,2,3,3,1,4,2,1,1,2,2,1,1,3,3,2,2,2,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,7,15,15,16,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Blanco,1.0039150873667995
93,1,49,4,5,9,7,4,4,4,3,4,3,5,2,3,1,2,3,4,5,4,2,1,3,2,2,2,1,2,2,2,2,1,1,3,2,6,5,5,5,5,6,6,5,4,5,6,2,10,15,5,16,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Blanco,0.6604278415885393
94,2,36,3,5,28,13,5,4,3,4,4,3,3,3,3,3,3,4,3,3,3,2,3,2,3,2,3,3,3,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,16,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Blanco,0.6660743827250806
95,1,75,6,3,33,3,6,4,2,2,4,1,1,1,1,1,2,3,1,4,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",PP,1.544950251236221
96,2,46,4,3,8,9,4,4,5,4,2,3,4,4,2,2,3,1,4,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,5,5,5,5,4,4,5,4,5,5,5,4,9,6,12,6,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",MP,0.6976000455129934
97,2,22,1,6,28,13,5,6,4,3,3,3,1,3,4,3,4,2,2,1,3,1,3,2,4,3,1,4,3,3,2,3,2,3,4,4,5,3,5,5,5,5,3,5,4,5,2,2,6,9,2,12,Más de 10.000,Media baja / Baja,Estudiante,"Tercer grado, primer ciclo",Otros,0.9855934910870937
98,1,40,3,1,33,3,5,4,3,3,4,4,3,3,3,1,2,3,5,4,3,2,1,1,2,1,2,4,3,1,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,99,18,15,20,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención,1.1465414629031292
99,2,71,6,6,28,13,8,1,5,2,3,1,5,4,1,2,1,2,3,5,3,2,2,3,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PP,1.2908549839158467
100,2,39,3,3,28,13,6,1,5,4,5,5,5,4,2,1,5,5,1,4,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,10,2,2,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,0.839436976458954
101,1,67,6,3,29,1,6,2,2,3,5,6,6,1,6,1,1,2,4,5,3,2,5,1,2,2,2,4,1,3,2,3,1,2,2,2,2,2,2,2,2,6,2,2,6,2,2,2,99,2,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,1.5075389414242388
102,2,44,3,4,8,9,4,6,5,5,6,4,6,5,6,5,3,6,4,6,6,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,6,6,6,6,6,6,6,6,6,6,6,6,0,17,15,18,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",Abstención,0.9242103491249812
103,2,37,3,6,28,13,7,6,5,5,5,5,4,5,4,3,4,4,5,4,4,3,3,4,3,3,3,2,2,3,3,3,2,2,3,3,4,4,4,4,4,4,5,4,5,5,5,5,10,4,4,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE,0.7323020582524725
104,1,79,6,4,29,1,4,4,1,2,1,2,3,1,1,1,1,2,3,5,4,1,1,2,1,1,1,1,5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PP,1.5970215009886704
105,1,68,6,5,33,3,5,4,3,4,4,6,2,4,1,1,1,3,4,4,4,2,2,1,1,1,1,4,3,2,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,10,16,15,16,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",Blanco,1.3780573980458373
106,2,45,4,5,7,4,4,6,3,3,4,1,6,6,2,6,3,2,3,4,2,2,2,5,1,2,2,4,4,2,5,3,5,5,2,3,5,6,5,3,6,5,6,5,3,6,6,5,99,18,2,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.8594123997053725
107,1,39,3,6,8,9,6,2,3,3,3,5,3,3,5,3,3,3,4,3,3,3,5,3,3,2,3,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,4,5,5,4,5,10,6,12,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC,0.6600155515645223
108,1,47,4,5,11,1,3,1,5,4,5,6,6,4,4,2,6,6,1,3,4,2,2,5,2,2,5,5,5,2,3,3,1,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,12,16,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, primer ciclo y menos",Abstención,0.7708118578247518
109,2,63,5,4,11,1,5,6,4,4,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,9,15,15,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Blanco,0.9446397895279021
110,2,31,2,5,8,9,5,2,3,2,3,3,5,3,3,3,3,2,3,3,3,1,1,1,1,1,4,3,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.8656960054441927
111,1,64,5,1,17,9,1,5,1,1,2,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,4,3,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,9,5,5,5,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",VOX,1.0279224966614808
112,2,61,5,2,39,6,4,6,4,2,3,3,3,3,3,2,3,3,3,2,3,2,2,2,2,2,2,4,3,2,4,2,2,2,2,3,6,5,6,5,2,5,6,6,2,2,6,2,10,18,16,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE,0.8456485438053859
113,2,61,5,3,17,9,2,4,4,4,5,3,6,5,3,3,2,6,4,4,3,2,2,2,2,2,5,4,3,2,2,2,2,2,2,5,2,2,6,5,5,5,6,4,6,5,2,1,5,18,16,1,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PSOE,0.6981848061430757
114,1,32,2,5,6,11,2,6,4,5,5,5,4,4,4,2,2,4,5,3,2,2,1,2,1,2,2,3,4,1,2,4,3,1,2,1,3,4,3,3,3,3,3,4,3,4,3,5,1,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",VOX,0.8508233393554572
115,2,69,6,3,7,4,4,6,4,2,4,5,3,5,3,1,4,2,5,5,5,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,5,5,1,5,5,5,2,2,5,2,7,3,3,3,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS,1.8681977527274767
116,2,45,4,3,3,10,6,4,3,3,4,5,3,4,4,1,2,3,2,3,1,2,2,2,1,1,1,2,1,2,4,2,1,1,2,3,5,2,2,2,6,5,2,1,2,2,5,6,0,17,16,18,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.7001711268454237
117,2,45,4,3,46,10,4,4,5,1,4,4,4,4,4,1,4,4,5,5,6,2,1,1,1,1,1,1,5,1,1,1,1,5,1,1,6,6,6,6,6,6,6,6,3,3,6,3,10,5,5,5,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",VOX,0.7001711268454237
118,1,34,2,3,48,16,4,2,4,1,4,4,3,6,4,3,6,6,4,4,2,2,3,3,5,2,2,3,4,1,3,2,2,1,1,2,1,5,1,1,5,5,6,1,5,5,5,1,10,9,9,9,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PNV,1.208501417915869
119,1,64,5,5,38,5,6,7,3,3,4,6,6,4,2,2,3,2,4,4,4,2,3,3,2,2,2,4,3,2,2,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,16,16,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Blanco,0.9771827023770439
120,2,67,6,3,8,9,4,4,3,4,3,5,3,4,2,3,3,3,3,3,2,2,2,2,2,1,2,3,5,2,2,2,2,2,2,2,5,5,5,4,4,4,5,4,5,5,4,4,10,19,17,20,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",Abstención,1.3526347413748658
121,1,60,5,3,15,12,5,3,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,3,4,3,3,3,4,3,2,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,10,13,13,4,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",UP,0.7913126743680876
122,2,47,4,5,47,7,5,5,3,3,2,4,3,3,3,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",VOX,0.7580796471149737
123,2,28,2,4,11,1,7,4,3,4,3,4,4,3,4,3,4,4,3,3,4,2,3,2,3,3,2,3,4,3,3,4,3,4,3,4,1,1,4,1,4,1,4,4,1,4,1,4,5,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",UP,1.1477893802971353
124,2,59,5,5,3,10,4,3,5,3,5,3,3,3,2,1,3,1,1,2,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PP,0.7096343353532948
125,2,26,2,3,46,10,6,3,5,5,5,4,4,5,4,5,5,5,5,5,5,2,3,3,3,3,3,4,4,3,4,3,3,4,4,3,1,3,1,1,1,4,3,1,1,1,1,1,7,4,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.09347014691969
126,2,37,3,5,15,12,7,3,5,3,3,5,5,5,2,1,2,3,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,2,5,2,2,5,2,0,16,2,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.7809969895711772
127,2,29,2,5,6,11,6,4,3,3,3,3,3,4,3,3,3,3,4,4,3,2,2,2,5,3,2,3,3,3,3,3,3,3,3,3,6,6,6,2,6,6,6,6,6,6,6,6,6,16,2,7,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",ERC,0.761985504621013
128,2,40,3,5,28,13,7,2,5,3,4,3,3,4,3,1,3,3,4,4,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,18,16,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.6736585490514234
129,2,41,3,6,8,9,5,3,2,2,2,5,3,5,4,5,2,2,2,1,3,1,2,2,1,1,1,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención,0.7505631901228673
130,2,46,4,2,13,8,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX,0.8669516812993644
131,1,39,3,4,36,12,7,6,5,5,4,5,3,5,5,3,4,3,5,5,4,2,3,2,3,3,3,3,3,2,3,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,10,13,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE,0.922645427376049
132,1,33,2,2,3,10,5,1,4,5,5,5,4,5,5,3,4,4,4,4,4,3,3,4,4,3,3,4,4,2,2,3,5,2,2,2,5,4,5,5,4,5,5,4,5,5,5,4,10,12,12,12,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Otros,1.1402453596993227
133,1,74,6,2,8,9,7,1,4,5,5,3,3,5,1,1,6,4,4,5,3,5,2,1,2,2,2,2,3,2,2,2,1,1,1,1,2,2,5,5,2,3,3,6,5,5,2,2,8,18,15,18,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",Abstención,1.6013477078752487
134,1,76,6,5,8,9,4,4,5,5,4,4,4,4,5,5,5,5,5,5,4,2,3,2,3,2,3,3,3,2,2,2,2,1,2,1,1,6,6,6,5,5,6,1,5,5,6,1,10,8,8,8,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",JXCAT,1.1909591898913616
135,2,40,3,1,43,9,6,3,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,7,16,7,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC,1.139644831766999
136,2,31,2,4,29,1,4,4,4,3,4,4,3,3,3,1,3,3,4,4,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,8,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX,1.1477893802971353
137,2,55,5,6,46,10,6,4,4,4,4,4,4,4,4,2,4,4,4,3,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,5,5,6,6,6,5,6,5,5,5,5,6,7,18,3,20,Más de 10.000,Media,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",Abstención,0.60751817048568
138,1,60,5,5,28,13,7,1,5,4,5,5,6,6,6,2,4,3,5,5,3,2,3,3,3,3,3,5,5,3,3,3,5,5,2,2,6,6,1,5,1,5,1,1,5,1,5,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",PSOE,0.6766942290734017
139,1,43,3,4,13,8,4,4,4,5,4,4,5,4,3,2,5,5,3,5,2,1,2,1,2,1,1,2,3,2,1,2,1,2,2,1,2,2,2,2,1,1,4,3,2,2,1,4,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX,0.8274780542451706
140,2,56,5,6,8,9,6,4,4,4,3,4,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,4,3,1,5,1,5,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,8,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",UP,0.605287317816439
141,1,29,2,4,8,9,5,2,4,4,3,4,4,4,4,3,3,1,4,5,5,3,3,3,4,3,3,3,2,3,2,2,2,3,2,3,4,6,4,4,4,4,4,4,6,4,4,4,9,4,4,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención,1.0264444693796335
142,2,71,6,6,28,13,2,3,3,4,3,5,4,4,3,2,3,4,5,5,4,3,3,3,2,2,2,4,4,2,2,2,2,5,3,2,5,5,1,1,1,4,1,1,5,1,6,1,10,6,6,1,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, primer ciclo y menos",PSOE,1.3036860116320264
143,2,50,4,4,4,1,4,4,4,5,5,5,4,4,4,3,5,4,5,5,2,3,3,4,3,2,3,3,3,2,2,2,2,2,2,2,1,1,1,4,4,6,1,4,6,1,6,1,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.8343978782706492
144,2,27,2,5,20,16,7,4,4,4,5,5,6,5,5,5,5,4,5,5,2,2,3,5,3,2,3,5,5,5,5,5,5,5,5,5,6,4,4,4,4,4,4,4,4,4,5,4,10,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",UP,1.0797403784231567
145,2,68,6,2,48,16,3,5,5,5,5,3,3,4,5,4,4,4,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,4,4,1,6,4,4,4,1,4,10,4,10,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",UP,2.0626614759860833
146,2,18,1,3,7,4,4,6,5,4,5,4,4,4,6,1,2,2,4,3,6,5,2,2,2,2,2,4,4,1,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,18,15,18,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",Abstención,1.4175299318232
147,2,28,2,1,46,10,6,4,3,4,4,5,4,4,4,5,4,4,5,5,4,2,3,4,3,3,3,3,3,2,2,3,2,2,2,3,4,5,4,5,4,4,5,2,4,4,4,4,9,6,6,6,Menos de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",MP,1.2678464346176477
148,1,80,6,1,3,10,4,5,5,4,4,4,2,3,2,2,3,2,5,5,2,2,2,3,2,1,2,3,3,2,2,2,2,2,1,1,1,1,1,1,5,3,5,3,1,1,5,2,10,12,12,12,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",Otros,1.9987948077857067
149,1,70,6,3,15,12,6,2,3,3,3,4,4,4,2,1,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,5,2,5,2,5,5,5,5,2,5,5,5,10,18,5,2,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PP,1.3657199034997114
150,1,56,5,1,46,10,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,6,1,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE,1.0317110175472695
151,2,73,6,2,4,1,4,4,3,1,6,1,3,6,2,1,2,1,1,4,1,4,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,2,2,2,5,2,6,5,3,2,2,2,10,5,5,2,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP,1.6110584904547405
152,1,66,6,5,28,13,3,4,5,5,1,5,4,4,5,2,5,4,5,5,4,2,3,5,3,5,5,5,5,2,5,5,5,5,2,5,1,1,1,1,6,1,1,6,1,1,6,6,10,19,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PSOE,1.1662306333226868
153,2,63,5,3,46,10,5,6,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,5,5,3,3,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,10,6,6,6,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",MP,0.7926787964365335
154,2,27,2,1,39,6,4,5,4,3,4,3,3,4,2,1,3,4,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP,1.436444721603237
155,2,52,4,1,8,9,4,4,3,4,3,4,4,4,3,3,4,4,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP,0.9182901906819138
156,1,71,6,4,45,8,6,1,3,2,3,2,6,3,4,1,2,3,3,3,2,2,2,2,2,2,2,5,3,2,5,2,2,5,2,2,2,5,2,2,5,4,5,4,2,6,6,6,4,18,2,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE,1.6499577976672852
157,1,50,4,3,41,1,5,3,5,4,5,4,4,4,5,3,5,5,3,5,3,3,3,3,4,3,4,4,2,4,4,4,3,3,4,2,1,1,1,1,4,1,1,1,1,4,4,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE,0.8727525555505686
158,2,45,4,6,28,13,4,3,4,4,3,5,3,2,2,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,17,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.6723555097548032
159,2,71,6,5,11,1,3,7,2,1,1,6,3,3,6,1,3,1,5,4,6,2,1,2,2,3,3,3,4,2,1,2,1,2,2,3,1,5,5,5,5,1,5,1,5,5,5,1,10,18,1,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",UP,2.0728735215763696
160,2,65,6,3,33,3,4,6,4,2,4,4,3,4,3,1,4,2,3,3,2,2,2,5,2,1,1,3,4,2,2,2,2,1,1,2,2,2,2,2,3,2,6,2,3,2,2,2,10,2,2,2,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PP,1.7704355237829774
161,2,64,5,6,28,13,5,1,5,5,4,4,1,3,2,1,4,3,5,4,2,2,1,2,2,2,2,3,4,2,2,2,2,2,2,3,1,5,1,1,4,5,1,1,4,2,5,2,10,18,1,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS,0.6662961619542904
162,2,40,3,2,43,9,4,5,4,4,4,2,5,2,6,6,6,3,1,2,2,5,5,5,5,5,5,3,3,2,2,2,2,2,3,2,5,3,3,3,6,3,6,6,3,6,3,6,7,5,5,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención,0.9218468041149664
163,1,45,4,5,33,3,6,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,16,16,19,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.8052788028540585
164,1,23,1,6,28,13,7,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,1,1,1,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,10,14,14,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP,0.869859889793415
165,1,63,5,5,7,4,4,4,4,3,4,3,3,2,2,1,3,3,3,3,2,1,1,5,1,1,5,3,2,1,3,2,2,2,2,2,5,3,6,6,5,5,5,5,5,5,5,5,99,15,16,16,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Blanco,0.7505850204439296
166,2,24,1,6,29,1,7,1,4,3,5,5,5,2,4,2,6,6,4,4,3,2,2,3,2,2,3,3,2,2,4,4,2,3,3,4,2,4,1,1,1,2,1,4,1,1,1,1,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,1.1166232234258024
167,2,41,3,6,8,9,7,1,3,1,4,4,4,5,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,4,1,1,2,2,2,2,2,2,2,6,2,2,5,3,2,2,2,10,2,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.7431760608530241
168,2,68,6,1,8,9,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,1,5,5,5,5,5,1,4,5,5,5,1,10,7,7,7,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",ERC,2.014109755587876
169,2,65,6,3,38,5,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP,1.4130404071211855
170,1,77,6,5,28,13,4,2,5,4,5,4,5,5,5,4,2,5,4,4,4,3,3,3,4,3,4,3,3,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",UP,1.179509761491239
171,2,61,5,6,28,13,5,4,4,4,3,5,4,4,3,4,3,3,5,5,1,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,10,6,6,6,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",MP,0.5927193962571031
172,2,73,6,1,3,10,3,4,3,4,4,1,3,6,2,2,3,3,4,4,3,2,2,2,2,1,1,5,5,2,1,2,1,1,2,2,2,2,2,2,2,6,6,2,6,2,2,2,10,2,2,2,Menos de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",PP,1.787111625710632
