MAGNITUD,ANO,MES,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
7,2019,1,27,82.0,56.0,85.0,87.0,51.0,75.0,77.0,15.0,14.0,15.0,14.0,15.0,16.0,17.0,15.0,14.0,14.0,15.0,16.0,16.0,16.0,15.0,14.0,13.0
8,2019,1,27,85.0,68.0,94.0,87.0,66.0,72.0,75.0,22.0,33.0,26.0,14.0,14.0,16.0,19.0,16.0,14.0,15.0,20.0,31.0,28.0,33.0,30.0,20.0,15.0
12,2019,1,27,210.0,154.0,224.0,221.0,143.0,187.0,194.0,45.0,54.0,48.0,36.0,37.0,41.0,45.0,40.0,36.0,37.0,44.0,55.0,52.0,56.0,54.0,41.0,35.0
14,2019,1,27,16.76,16.45,4.66,4.37,3.83,3.85,5.71,57.28,46.63,56.99,69.31,71.08,74.01,75.05,78.96,81.14,79.57,73.23,63.25,64.6,60.26,60.13,65.79,69.99
6,2019,1,28,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2
7,2019,1,28,13.0,12.0,11.0,11.0,12.0,13.0,17.0,48.0,24.0,28.0,24.0,20.0,18.0,25.0,26.0,27.0,23.0,22.0,27.0,22.0,16.0,14.0,13.0,12.0
8,2019,1,28,11.0,9.0,7.0,8.0,9.0,12.0,34.0,89.0,67.0,52.0,32.0,22.0,20.0,28.0,27.0,27.0,30.0,36.0,41.0,37.0,28.0,23.0,18.0,15.0
12,2019,1,28,30.0,27.0,25.0,25.0,27.0,33.0,61.0,163.0,104.0,95.0,68.0,52.0,49.0,66.0,67.0,69.0,65.0,69.0,82.0,71.0,52.0,45.0,38.0,34.0
14,2019,1,28,75.83,74.96,77.84,78.57,78.26,74.54,54.22,13.51,28.37,39.81,55.88,67.48,71.62,70.52,71.92,72.88,71.08,65.2,60.39,60.15,67.34,71.18,75.79,75.79
6,2019,1,29,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2
7,2019,1,29,12.0,12.0,12.0,12.0,12.0,12.0,36.0,21.0,19.0,27.0,30.0,32.0,22.0,22.0,24.0,24.0,21.0,26.0,30.0,27.0,18.0,18.0,16.0,15.0
8,2019,1,29,13.0,10.0,10.0,17.0,11.0,15.0,60.0,49.0,51.0,64.0,59.0,49.0,30.0,27.0,34.0,34.0,27.0,38.0,51.0,51.0,41.0,41.0,32.0,22.0
12,2019,1,29,31.0,28.0,28.0,36.0,28.0,34.0,115.0,81.0,80.0,104.0,105.0,99.0,64.0,60.0,71.0,70.0,60.0,77.0,97.0,93.0,69.0,69.0,56.0,45.0
14,2019,1,29,75.88,76.39,74.56,67.67,76.62,74.54,35.95,45.61,42.75,36.61,34.19,36.9,51.5,59.01,56.7,56.84,60.54,52.05,42.0,42.03,52.41,51.15,65.0,71.71
6,2019,1,30,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.2
7,2019,1,30,13.0,12.0,12.0,12.0,12.0,13.0,14.0,24.0,44.0,46.0,24.0,28.0,28.0,26.0,25.0,27.0,27.0,30.0,36.0,36.0,28.0,21.0,20.0,16.0
8,2019,1,30,12.0,10.0,10.0,9.0,10.0,19.0,29.0,60.0,84.0,72.0,33.0,33.0,35.0,29.0,28.0,37.0,43.0,48.0,52.0,61.0,49.0,38.0,29.0,22.0
12,2019,1,30,32.0,29.0,28.0,28.0,28.0,39.0,50.0,97.0,151.0,143.0,71.0,77.0,78.0,68.0,66.0,78.0,84.0,94.0,107.0,115.0,92.0,71.0,60.0,48.0
14,2019,1,30,80.11,81.99,80.85,79.52,78.33,70.13,60.04,37.07,21.63,35.01,65.36,70.15,72.48,76.46,76.45,67.74,61.3,55.91,50.77,38.37,40.7,45.57,49.37,51.55
6,2019,1,31,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2
7,2019,1,31,14.0,13.0,12.0,12.0,12.0,14.0,20.0,21.0,39.0,19.0,18.0,20.0,20.0,18.0,27.0,23.0,35.0,55.0,57.0,23.0,19.0,15.0,19.0,19.0
8,2019,1,31,15.0,11.0,8.0,7.0,7.0,11.0,28.0,34.0,47.0,36.0,31.0,25.0,21.0,19.0,31.0,31.0,38.0,47.0,49.0,36.0,27.0,24.0,32.0,25.0
12,2019,1,31,37.0,31.0,27.0,25.0,24.0,33.0,58.0,66.0,107.0,65.0,59.0,56.0,51.0,47.0,73.0,66.0,92.0,130.0,137.0,71.0,56.0,47.0,62.0,54.0
14,2019,1,31,54.09,54.79,56.09,56.65,57.83,57.38,47.48,45.17,36.86,43.74,47.76,53.57,60.04,61.69,58.57,52.76,47.4,43.95,46.61,46.87,54.58,58.98,45.03,49.53
6,2019,2,1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.2
7,2019,2,1,14.0,12.0,12.0,12.0,12.0,12.0,16.0,18.0,22.0,19.0,17.0,20.0,20.0,20.0,19.0,22.0,27.0,28.0,27.0,30.0,27.0,22.0,15.0,13.0
8,2019,2,1,13.0,7.0,6.0,6.0,8.0,8.0,20.0,36.0,44.0,34.0,22.0,24.0,20.0,21.0,23.0,28.0,36.0,41.0,54.0,49.0,43.0,37.0,26.0,18.0
12,2019,2,1,35.0,26.0,25.0,25.0,26.0,26.0,44.0,64.0,79.0,63.0,49.0,55.0,51.0,52.0,53.0,62.0,77.0,83.0,95.0,94.0,85.0,71.0,50.0,39.0
14,2019,2,1,58.33,61.4,62.14,68.39,75.26,78.98,69.37,58.64,53.78,61.94,72.44,70.81,73.0,71.9,70.48,67.61,61.12,59.29,70.98,62.29,69.65,75.66,78.91,81.93
6,2019,2,2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.3,0.4,0.4,0.4,0.3
7,2019,2,2,12.0,12.0,11.0,12.0,12.0,15.0,13.0,13.0,14.0,16.0,17.0,28.0,21.0,24.0,26.0,17.0,17.0,27.0,33.0,21.0,37.0,50.0,48.0,19.0
8,2019,2,2,12.0,10.0,8.0,9.0,9.0,14.0,12.0,13.0,16.0,19.0,18.0,26.0,21.0,22.0,29.0,19.0,22.0,39.0,61.0,44.0,69.0,91.0,89.0,46.0
12,2019,2,2,31.0,28.0,26.0,27.0,27.0,37.0,32.0,32.0,36.0,43.0,44.0,69.0,53.0,59.0,69.0,45.0,48.0,81.0,111.0,76.0,126.0,168.0,163.0,75.0
14,2019,2,2,84.48,83.04,81.86,80.4,78.16,77.34,77.61,78.05,77.27,74.33,74.38,69.08,70.76,71.81,69.34,74.51,73.33,63.55,45.55,56.28,37.41,17.16,15.76,47.0
6,2019,2,3,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.6,0.5,0.8,0.8
7,2019,2,3,15.0,12.0,13.0,16.0,14.0,17.0,28.0,55.0,93.0,69.0,40.0,27.0,22.0,24.0,23.0,20.0,23.0,26.0,38.0,47.0,64.0,87.0,138.0,136.0
8,2019,2,3,23.0,18.0,16.0,35.0,24.0,46.0,65.0,89.0,100.0,87.0,59.0,35.0,28.0,28.0,28.0,27.0,35.0,46.0,75.0,93.0,110.0,119.0,129.0,125.0
12,2019,2,3,45.0,37.0,36.0,58.0,46.0,72.0,108.0,173.0,242.0,192.0,120.0,76.0,62.0,65.0,63.0,58.0,71.0,86.0,133.0,166.0,209.0,253.0,341.0,334.0
14,2019,2,3,65.21,68.14,69.22,51.21,57.55,37.52,22.86,5.83,5.0,15.02,39.56,60.24,67.76,69.84,70.77,70.79,62.94,54.7,32.78,18.29,6.2,5.9,3.72,3.77
6,2019,2,4,0.6,0.5,0.4,0.3,0.5,0.4,0.5,0.7,0.6,0.9,0.7,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.8,0.7,1.2,1.4,1.3,0.8
7,2019,2,4,121.0,66.0,23.0,30.0,44.0,36.0,111.0,204.0,138.0,193.0,191.0,83.0,78.0,71.0,71.0,72.0,69.0,47.0,79.0,154.0,320.0,405.0,325.0,127.0
8,2019,2,4,122.0,95.0,57.0,58.0,78.0,57.0,83.0,113.0,93.0,114.0,125.0,83.0,86.0,87.0,92.0,93.0,99.0,84.0,109.0,144.0,191.0,218.0,190.0,117.0
12,2019,2,4,308.0,196.0,92.0,104.0,145.0,112.0,253.0,425.0,305.0,410.0,418.0,210.0,206.0,195.0,201.0,204.0,205.0,156.0,231.0,380.0,683.0,839.0,689.0,312.0
14,2019,2,4,3.4,3.15,9.15,9.17,3.89,6.0,3.4,3.32,3.73,5.53,9.38,21.02,24.38,26.14,26.99,27.05,21.62,20.13,12.41,4.1,4.4,4.24,4.19,3.84
6,2019,2,5,0.5,0.5,0.5,0.6,0.4,0.5,0.5,0.7,0.8,0.8,0.8,0.8,0.7,0.6,0.4,0.3,0.3,0.3,0.9,1.9,1.9,1.7,0.9,0.7
7,2019,2,5,53.0,47.0,58.0,84.0,39.0,49.0,83.0,128.0,166.0,170.0,196.0,165.0,151.0,113.0,69.0,39.0,30.0,31.0,141.0,443.0,434.0,363.0,124.0,101.0
8,2019,2,5,83.0,72.0,75.0,83.0,55.0,56.0,63.0,77.0,93.0,95.0,121.0,123.0,127.0,114.0,87.0,57.0,44.0,60.0,125.0,236.0,232.0,198.0,119.0,101.0
12,2019,2,5,164.0,143.0,164.0,211.0,115.0,132.0,191.0,273.0,348.0,355.0,422.0,376.0,358.0,287.0,193.0,117.0,91.0,108.0,341.0,916.0,898.0,754.0,310.0,256.0
14,2019,2,5,3.84,3.78,4.02,3.94,3.71,3.74,3.7,3.76,3.98,5.55,7.77,10.9,13.72,19.0,29.11,45.16,52.77,36.29,12.88,4.67,4.48,4.16,4.01,3.8
6,2019,2,6,0.7,0.5,0.4,0.4,0.3,0.3,0.4,0.7,0.9,0.9,0.9,0.8,0.8,0.3,0.4,0.3,0.3,0.3,0.6,1.9,2.1,1.5,1.1,0.9
7,2019,2,6,92.0,66.0,48.0,37.0,29.0,44.0,82.0,138.0,198.0,230.0,214.0,186.0,126.0,68.0,68.0,29.0,35.0,33.0,109.0,454.0,591.0,372.0,238.0,152.0
8,2019,2,6,91.0,76.0,66.0,53.0,46.0,48.0,57.0,77.0,94.0,115.0,118.0,120.0,100.0,76.0,76.0,45.0,52.0,58.0,114.0,260.0,292.0,207.0,156.0,120.0
12,2019,2,6,231.0,177.0,139.0,109.0,90.0,115.0,183.0,288.0,397.0,468.0,447.0,405.0,294.0,180.0,180.0,90.0,105.0,108.0,281.0,956.0,1198.0,778.0,520.0,353.0
14,2019,2,6,3.8,3.79,3.82,3.65,3.66,3.64,3.95,4.11,4.23,5.11,7.16,9.5,15.9,27.4,28.92,48.23,44.22,45.19,17.21,4.75,4.47,4.37,4.3,5.07
6,2019,2,7,0.6,0.4,0.4,0.3,0.3,0.4,0.5,0.6,0.8,1.0,0.8,0.8,0.8,0.6,0.7,0.5,0.4,0.4,0.7,0.8,1.0,1.3,1.2,0.6
7,2019,2,7,81.0,47.0,41.0,43.0,35.0,54.0,93.0,119.0,191.0,231.0,175.0,162.0,186.0,119.0,108.0,79.0,71.0,71.0,177.0,193.0,280.0,332.0,242.0,80.0
8,2019,2,7,86.0,67.0,57.0,51.0,45.0,48.0,62.0,68.0,94.0,106.0,97.0,111.0,128.0,106.0,135.0,102.0,93.0,94.0,127.0,153.0,184.0,198.0,159.0,100.0
12,2019,2,7,210.0,139.0,121.0,117.0,98.0,131.0,205.0,250.0,387.0,460.0,365.0,359.0,412.0,288.0,301.0,223.0,202.0,202.0,398.0,448.0,614.0,707.0,530.0,223.0
14,2019,2,7,3.96,4.8,4.27,4.14,4.37,4.13,4.13,4.02,4.27,5.03,6.85,9.43,10.75,16.22,22.23,25.21,26.16,26.66,14.82,4.42,4.18,4.01,4.07,4.38
6,2019,2,8,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.7,1.0,0.8,0.9,0.8,0.4,0.5,0.3,0.3,0.3,0.0,0.0,2.0,1.2,0.6,0.3,0.5
7,2019,2,8,40.0,46.0,42.0,37.0,33.0,58.0,66.0,115.0,214.0,157.0,183.0,191.0,95.0,87.0,39.0,23.0,24.0,0.0,0.0,205.0,180.0,95.0,19.0,54.0
8,2019,2,8,82.0,76.0,68.0,64.0,56.0,62.0,59.0,78.0,107.0,92.0,109.0,127.0,93.0,93.0,51.0,31.0,33.0,0.0,0.0,167.0,146.0,111.0,50.0,74.0
12,2019,2,8,143.0,147.0,133.0,120.0,107.0,150.0,161.0,254.0,435.0,332.0,390.0,420.0,240.0,227.0,110.0,66.0,70.0,0.0,0.0,480.0,423.0,256.0,79.0,156.0
14,2019,2,8,4.0,3.93,3.76,3.86,3.71,3.59,3.66,3.78,4.07,5.62,7.78,9.88,18.63,22.98,48.4,64.79,66.38,0.0,0.0,5.64,4.08,12.06,36.4,22.43
6,2019,2,9,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.4,0.6,0.5,0.4,0.4,0.3
7,2019,2,9,64.0,33.0,41.0,37.0,54.0,53.0,45.0,57.0,67.0,57.0,60.0,67.0,57.0,60.0,51.0,42.0,20.0,21.0,42.0,75.0,48.0,53.0,29.0,23.0
8,2019,2,9,83.0,75.0,73.0,72.0,71.0,59.0,54.0,54.0,69.0,69.0,63.0,58.0,53.0,60.0,61.0,60.0,29.0,36.0,69.0,106.0,85.0,80.0,57.0,39.0
12,2019,2,9,180.0,126.0,136.0,128.0,154.0,141.0,123.0,142.0,172.0,157.0,155.0,162.0,140.0,152.0,139.0,124.0,59.0,69.0,134.0,222.0,159.0,162.0,101.0,74.0
14,2019,2,9,16.55,12.44,5.11,6.07,3.56,3.87,4.23,4.07,4.73,8.12,12.73,18.93,26.04,29.3,35.95,43.33,67.17,61.04,36.99,11.14,21.61,16.8,28.89,35.31
6,2019,2,10,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2
7,2019,2,10,21.0,19.0,17.0,14.0,13.0,12.0,13.0,24.0,14.0,15.0,18.0,23.0,21.0,22.0,23.0,20.0,18.0,24.0,19.0,16.0,19.0,15.0,14.0,13.0
8,2019,2,10,47.0,42.0,34.0,25.0,25.0,16.0,21.0,44.0,19.0,18.0,19.0,26.0,24.0,20.0,22.0,20.0,20.0,29.0,30.0,26.0,29.0,23.0,17.0,20.0
12,2019,2,10,79.0,71.0,60.0,47.0,45.0,34.0,41.0,81.0,40.0,42.0,46.0,61.0,55.0,54.0,58.0,50.0,47.0,66.0,59.0,51.0,58.0,45.0,39.0,40.0
14,2019,2,10,27.9,32.5,34.86,42.63,40.16,52.8,45.32,29.7,47.3,47.64,56.26,57.88,59.65,62.84,64.63,62.22,58.54,51.27,47.61,50.41,47.81,49.97,52.91,48.21
6,2019,2,11,0.2,0.2,0.2,0.2,0.2,0.2,0.5,1.3,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.3,0.3,0.3
7,2019,2,11,12.0,13.0,14.0,11.0,11.0,17.0,54.0,107.0,136.0,124.0,39.0,50.0,57.0,52.0,39.0,41.0,49.0,52.0,63.0,63.0,42.0,32.0,26.0,17.0
8,2019,2,11,13.0,13.0,14.0,9.0,9.0,36.0,75.0,95.0,110.0,111.0,53.0,58.0,67.0,63.0,58.0,58.0,65.0,72.0,87.0,102.0,84.0,73.0,57.0,42.0
12,2019,2,11,32.0,32.0,36.0,26.0,27.0,62.0,158.0,259.0,318.0,301.0,113.0,135.0,155.0,143.0,118.0,121.0,140.0,152.0,183.0,199.0,148.0,123.0,97.0,69.0
14,2019,2,11,51.23,56.4,62.59,79.02,81.21,55.41,19.6,9.16,5.14,13.46,41.61,45.95,46.83,51.86,58.71,61.4,56.38,47.05,35.9,21.9,25.25,30.26,41.18,51.34
6,2019,2,12,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.6,0.6,0.8,0.8,0.7,0.7
7,2019,2,12,16.0,14.0,13.0,18.0,16.0,18.0,35.0,70.0,98.0,84.0,49.0,49.0,45.0,45.0,35.0,34.0,38.0,35.0,53.0,73.0,102.0,108.0,85.0,109.0
8,2019,2,12,33.0,26.0,20.0,25.0,25.0,31.0,65.0,93.0,103.0,92.0,64.0,56.0,56.0,59.0,52.0,54.0,60.0,65.0,100.0,130.0,137.0,127.0,117.0,115.0
12,2019,2,12,57.0,48.0,40.0,52.0,50.0,58.0,119.0,201.0,253.0,221.0,140.0,131.0,125.0,127.0,106.0,106.0,118.0,119.0,181.0,242.0,293.0,293.0,246.0,283.0
14,2019,2,12,57.77,61.29,64.75,63.29,62.26,47.21,26.72,7.97,9.21,18.81,35.97,44.08,46.21,48.16,57.66,55.38,52.23,50.44,25.0,5.95,4.02,3.81,3.87,3.93
6,2019,2,13,0.6,0.5,0.4,0.3,0.3,0.3,0.4,0.6,0.8,0.8,0.9,0.8,0.4,0.4,0.4,0.3,0.3,0.3,1.4,1.6,1.0,0.8,0.8,0.7
7,2019,2,13,73.0,51.0,29.0,25.0,33.0,30.0,56.0,107.0,184.0,202.0,177.0,137.0,75.0,46.0,42.0,38.0,32.0,33.0,213.0,295.0,128.0,98.0,97.0,94.0
8,2019,2,13,93.0,79.0,64.0,59.0,59.0,53.0,62.0,85.0,109.0,120.0,116.0,109.0,88.0,68.0,68.0,61.0,55.0,62.0,153.0,202.0,154.0,134.0,126.0,114.0
12,2019,2,13,205.0,157.0,108.0,97.0,109.0,100.0,148.0,249.0,390.0,430.0,388.0,320.0,203.0,138.0,133.0,119.0,104.0,113.0,480.0,654.0,350.0,285.0,275.0,258.0
14,2019,2,13,3.52,3.27,3.79,4.35,4.36,6.48,4.59,3.83,4.44,6.35,9.13,18.85,31.34,51.94,55.04,60.07,62.84,57.46,15.32,4.43,4.04,4.05,4.01,3.86
6,2019,2,14,0.8,0.6,0.3,0.3,0.4,0.5,0.7,0.8,1.2,0.9,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.8,0.8,0.8,0.8,0.6
7,2019,2,14,115.0,70.0,22.0,19.0,43.0,80.0,125.0,150.0,228.0,191.0,61.0,63.0,49.0,38.0,40.0,32.0,26.0,34.0,103.0,163.0,117.0,128.0,102.0,80.0
8,2019,2,14,114.0,90.0,64.0,52.0,67.0,75.0,91.0,101.0,129.0,125.0,79.0,80.0,61.0,50.0,53.0,42.0,43.0,59.0,116.0,156.0,145.0,137.0,125.0,107.0
12,2019,2,14,290.0,197.0,97.0,82.0,132.0,198.0,283.0,331.0,479.0,417.0,172.0,176.0,136.0,107.0,115.0,91.0,83.0,112.0,273.0,407.0,324.0,333.0,281.0,229.0
14,2019,2,14,3.91,4.07,6.25,11.99,4.26,3.5,3.59,3.82,4.09,8.62,25.85,33.05,47.77,55.72,61.98,66.86,67.2,56.23,21.08,5.02,4.43,4.12,4.21,3.98
6,2019,2,15,0.6,0.4,0.3,0.3,0.4,0.4,0.4,0.6,0.8,0.9,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.7,1.8,1.9,0.8,0.7,0.7
7,2019,2,15,70.0,28.0,29.0,22.0,34.0,35.0,58.0,104.0,176.0,219.0,175.0,95.0,84.0,56.0,42.0,43.0,45.0,50.0,153.0,426.0,410.0,96.0,91.0,101.0
8,2019,2,15,95.0,71.0,63.0,59.0,61.0,60.0,66.0,81.0,107.0,125.0,119.0,91.0,91.0,80.0,72.0,73.0,80.0,91.0,144.0,238.0,229.0,130.0,122.0,118.0
12,2019,2,15,202.0,114.0,108.0,93.0,114.0,114.0,155.0,241.0,377.0,461.0,386.0,236.0,220.0,166.0,137.0,139.0,148.0,167.0,379.0,892.0,857.0,277.0,261.0,272.0
14,2019,2,15,3.96,4.99,4.96,4.49,4.34,4.3,3.75,3.79,4.2,5.87,8.55,0.0,0.0,38.74,54.75,49.82,43.25,33.3,12.51,4.25,3.91,3.78,3.52,3.68
6,2019,2,16,0.7,0.5,0.4,0.4,0.5,0.4,0.5,0.5,0.7,0.7,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.7,0.5
7,2019,2,16,97.0,51.0,35.0,42.0,49.0,43.0,60.0,81.0,118.0,122.0,45.0,36.0,30.0,26.0,29.0,29.0,26.0,27.0,45.0,57.0,54.0,47.0,126.0,73.0
8,2019,2,16,110.0,86.0,73.0,73.0,77.0,70.0,71.0,80.0,93.0,97.0,66.0,58.0,47.0,38.0,40.0,41.0,38.0,42.0,80.0,103.0,99.0,95.0,132.0,109.0
12,2019,2,16,258.0,165.0,126.0,137.0,153.0,136.0,163.0,204.0,274.0,284.0,134.0,112.0,92.0,78.0,85.0,86.0,79.0,83.0,149.0,190.0,183.0,168.0,325.0,222.0
14,2019,2,16,3.34,3.5,3.97,3.46,3.79,4.29,4.45,4.09,4.47,8.39,30.9,53.7,16.9,16.03,16.94,17.73,17.3,17.3,17.25,17.3,17.36,17.38,17.35,17.27
6,2019,2,17,0.5,0.4,0.5,0.4,0.4,0.3,0.3,0.4,0.4,0.5,0.5,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.4,1.5,1.4,0.9,0.7,0.7
7,2019,2,17,59.0,50.0,47.0,30.0,37.0,20.0,22.0,32.0,46.0,71.0,57.0,30.0,24.0,26.0,26.0,21.0,18.0,20.0,87.0,339.0,324.0,155.0,99.0,159.0
8,2019,2,17,100.0,103.0,93.0,71.0,73.0,58.0,52.0,64.0,71.0,75.0,68.0,45.0,33.0,34.0,35.0,29.0,27.0,42.0,117.0,214.0,222.0,151.0,121.0,130.0
12,2019,2,17,190.0,179.0,165.0,118.0,129.0,88.0,86.0,114.0,141.0,183.0,155.0,91.0,70.0,73.0,75.0,61.0,54.0,72.0,250.0,734.0,719.0,389.0,273.0,374.0
14,2019,2,17,17.26,17.2,17.26,17.43,17.39,17.35,17.25,17.3,17.43,17.26,17.38,17.3,17.27,17.36,17.47,17.39,17.34,17.47,17.56,17.56,17.48,17.38,17.51,17.28
6,2019,2,18,0.6,0.4,0.4,0.3,0.3,0.3,0.4,0.6,0.9,0.7,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.7,0.8,0.8,0.7
7,2019,2,18,104.0,34.0,30.0,28.0,15.0,15.0,45.0,80.0,134.0,107.0,58.0,50.0,38.0,39.0,40.0,31.0,35.0,37.0,64.0,145.0,71.0,84.0,84.0,69.0
8,2019,2,18,117.0,75.0,69.0,58.0,50.0,52.0,76.0,93.0,116.0,101.0,79.0,69.0,58.0,55.0,57.0,46.0,52.0,56.0,86.0,141.0,125.0,128.0,119.0,103.0
12,2019,2,18,276.0,127.0,114.0,101.0,73.0,75.0,146.0,215.0,322.0,265.0,169.0,145.0,116.0,115.0,118.0,94.0,106.0,112.0,184.0,363.0,234.0,257.0,247.0,209.0
14,2019,2,18,17.32,17.46,17.45,17.45,17.41,17.57,17.35,17.41,17.52,17.45,23.43,33.23,46.53,47.99,49.64,59.06,57.67,54.02,35.44,5.25,3.34,2.83,2.78,2.59
6,2019,2,19,0.9,0.5,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.8,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.9,0.9,0.5,0.7,0.7
7,2019,2,19,147.0,40.0,15.0,22.0,19.0,39.0,63.0,85.0,148.0,149.0,93.0,42.0,37.0,39.0,29.0,30.0,25.0,33.0,41.0,140.0,93.0,42.0,88.0,74.0
8,2019,2,19,121.0,77.0,51.0,54.0,53.0,61.0,71.0,80.0,100.0,105.0,100.0,63.0,57.0,62.0,51.0,49.0,48.0,62.0,86.0,140.0,135.0,107.0,124.0,118.0
12,2019,2,19,347.0,138.0,73.0,88.0,82.0,120.0,168.0,210.0,328.0,333.0,242.0,128.0,113.0,121.0,95.0,96.0,87.0,112.0,148.0,355.0,279.0,172.0,259.0,232.0
14,2019,2,19,2.68,2.42,10.49,7.39,6.0,4.88,2.96,2.67,3.05,5.73,21.34,47.61,56.9,54.78,61.83,63.58,64.21,53.69,33.85,5.51,5.46,14.08,6.95,2.96
6,2019,2,20,0.8,0.5,0.4,0.5,0.4,0.4,0.4,0.6,0.8,0.7,0.8,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.4,1.0,1.4,0.8,0.4,0.4
7,2019,2,20,86.0,30.0,32.0,66.0,39.0,24.0,48.0,104.0,178.0,127.0,142.0,47.0,47.0,37.0,28.0,26.0,20.0,28.0,49.0,146.0,306.0,107.0,27.0,30.0
8,2019,2,20,107.0,74.0,69.0,80.0,64.0,54.0,58.0,79.0,102.0,92.0,114.0,72.0,69.0,59.0,45.0,39.0,30.0,48.0,83.0,145.0,196.0,128.0,86.0,85.0
12,2019,2,20,238.0,120.0,119.0,181.0,124.0,91.0,131.0,238.0,375.0,286.0,332.0,145.0,141.0,116.0,88.0,80.0,62.0,91.0,158.0,369.0,664.0,292.0,127.0,131.0
14,2019,2,20,2.81,2.81,2.9,2.81,3.26,3.65,3.55,2.98,3.65,5.93,9.9,37.91,41.36,52.61,62.75,67.77,74.94,62.85,37.03,5.86,3.34,4.57,8.04,5.28
6,2019,2,21,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.9,0.4,0.4,0.4,0.3,0.3,0.3,1.4,1.7,1.7,1.3,0.7,0.8,0.7
7,2019,2,21,41.0,42.0,38.0,35.0,51.0,38.0,57.0,100.0,170.0,158.0,135.0,57.0,49.0,44.0,36.0,27.0,29.0,56.0,103.0,471.0,267.0,74.0,94.0,90.0
8,2019,2,21,82.0,80.0,70.0,63.0,63.0,57.0,63.0,77.0,106.0,102.0,105.0,75.0,72.0,69.0,56.0,42.0,45.0,84.0,117.0,242.0,196.0,126.0,127.0,116.0
12,2019,2,21,145.0,144.0,128.0,117.0,141.0,115.0,150.0,230.0,366.0,345.0,311.0,162.0,147.0,137.0,112.0,83.0,90.0,169.0,275.0,964.0,605.0,239.0,271.0,253.0
14,2019,2,21,3.22,3.14,3.28,3.24,3.3,3.67,3.19,3.27,3.77,5.92,10.27,30.41,41.07,49.66,61.93,73.35,70.43,55.47,22.23,3.26,2.85,2.97,2.98,3.05
6,2019,2,22,0.6,0.4,0.4,0.3,0.3,0.3,0.5,0.7,0.7,0.9,0.7,0.6,0.5,0.4,0.3,0.3,0.3,0.3,0.7,1.3,1.7,1.1,0.7,0.6
7,2019,2,22,61.0,34.0,28.0,22.0,20.0,24.0,66.0,130.0,196.0,182.0,125.0,71.0,63.0,41.0,34.0,33.0,28.0,34.0,128.0,308.0,477.0,156.0,115.0,79.0
8,2019,2,22,96.0,81.0,73.0,62.0,58.0,56.0,74.0,96.0,113.0,116.0,105.0,88.0,92.0,65.0,55.0,55.0,54.0,55.0,125.0,204.0,252.0,149.0,130.0,110.0
