Hora,I1,I2,I3,I4,I5,I6,I7,I8
19,330.0,462.0,283.2,211.5,570.0,413.55,275.85,482.86875
20,351.0,535.5,289.8,213.075,598.5,471.0375,289.0125,509.0859375
21,318.0,445.2,258.0,193.05,511.8,384.525,257.775,448.153125
6,309.0,432.6,248.4,185.85,497.4,368.325,242.775,439.228125
7,432.0,581.7,317.4,233.325,625.5,472.1625,312.1875,546.1640625
8,468.0,642.6,369.6,374.4,878.4,613.8,394.2,678.825
9,363.0,531.3,301.8,223.875,624.9,475.5375,309.7125,531.3984375
10,369.0,508.2,295.2,221.4,592.8,434.7,287.7,510.0375
11,339.0,468.3,268.2,228.15,582.6,411.075,266.625,478.996875
12,333.0,466.2,260.4,216.9,541.2,393.75,262.05,462.39375
13,327.0,445.2,254.4,191.7,510.0,380.25,267.9,454.9125
14,321.0,478.8,282.0,206.55,537.0,413.775,268.725,459.834375
15,351.0,504.0,284.4,214.65,567.0,428.625,285.675,487.265625
16,312.0,445.2,259.2,190.8,506.4,377.1,256.5,449.1375
17,336.0,472.5,308.4,220.95,570.6,485.55,299.85,497.56875
18,336.0,478.8,264.0,202.5,567.6,403.65,260.55,475.78125
19,384.0,516.6,292.8,225.9,565.2,417.15,272.25,496.51875
20,411.0,539.7,297.0,231.075,596.1,470.1375,299.5125,499.3734375
21,324.0,449.4,254.4,190.8,520.8,389.7,259.5,447.5625
6,324.0,436.8,249.6,189.0,501.6,369.9,251.7,447.0375
7,375.0,516.6,291.6,228.15,628.2,453.375,305.925,532.284375
8,450.0,644.7,372.6,278.325,745.5,560.3625,372.7875,657.9890625
9,375.0,630.0,327.6,234.45,605.4,459.225,297.075,541.340625
10,378.0,527.1,283.8,215.325,560.7,415.4625,289.6875,590.953125
11,336.0,464.1,263.4,197.775,522.9,388.6875,257.9625,452.5171875
12,318.0,451.5,262.2,197.325,524.7,394.7625,258.7875,449.0390625
13,312.0,447.3,251.4,186.975,503.7,385.0875,253.1625,476.634375
14,330.0,483.0,279.6,202.95,529.8,405.675,275.625,570.54375
15,339.0,468.3,279.0,207.225,554.7,424.0125,276.9375,500.6203125
16,324.0,449.4,255.6,195.75,527.4,390.375,260.925,448.809375
17,351.0,489.3,274.2,204.525,553.5,416.3625,276.7875,481.5890625
18,357.0,476.7,281.4,207.225,549.9,415.0125,265.5375,486.4453125
19,354.0,512.4,283.2,210.6,576.0,430.2,289.8,518.175
20,369.0,497.7,309.0,239.175,647.7,462.4875,368.325,609.984375
21,318.0,445.2,253.2,193.05,521.4,427.05,273.15,459.50625
6,312.0,436.8,254.4,191.7,500.4,369.45,247.95,454.9125
7,405.0,554.4,312.0,227.7,608.4,467.55,307.05,520.66875
8,612.0,756.0,402.0,400.5,903.6,621.45,395.55,675.80625
9,390.0,543.9,317.4,229.725,596.7,454.1625,302.5875,520.9640625
10,354.0,491.4,294.0,222.75,573.0,421.875,281.025,487.396875
11,318.0,466.2,264.0,202.5,529.2,403.65,273.75,474.73125
12,324.0,462.0,264.0,195.3,522.0,391.95,257.85,452.41875
13,312.0,438.9,256.2,188.775,503.7,381.4875,251.9625,438.8671875
14,333.0,483.0,271.2,210.6,540.0,411.3,272.7,478.0125
15,345.0,485.1,276.6,209.025,564.3,413.2125,281.7375,479.6203125
16,330.0,459.9,256.2,195.975,520.5,384.1875,254.0625,444.9046875
17,396.0,522.9,287.4,213.075,555.3,418.8375,274.0125,481.2609375
18,318.0,462.0,273.6,198.9,524.4,389.25,269.1,495.8625
19,348.0,512.4,291.6,223.65,600.6,452.025,298.275,527.690625
20,399.0,531.3,297.0,210.375,568.5,452.5875,306.8625,499.5046875
21,315.0,443.1,255.0,190.125,512.7,392.0625,256.6875,453.5015625
