"sex","age","hab","prov","ccaa","edu","cs","p1_1","p1_2","p1_3","p1_4","p1_5","p1_6","p1_7","p1_8","p1_9","p1_10","p2_1","p2_2","p2_3","p3_1","p3_2","p3_3","p3_4","p3_5","p3_6","p4_1","p4_2","p4_3","p4_4","p4_5","p4_6","p4_7","p4_8","p4_9","p5_1","p5_2","p5_3","p5_4","p5_5","p5_6","p5_7","p5_8","p5_9","p5_10","p5_11","p5_12","p6","p7","p8","p9","label"
1,6,5,7,4,3,4,5,5,4,5,4,4,4,2,5,4,5,5,5,2,3,3,4,3,3,4,3,3,2,2,2,2,3,3,1,1,1,4,4,4,1,4,4,1,5,1,9,4,4,4,5
1,3,1,24,7,5,3,5,4,4,4,3,3,2,2,4,5,5,4,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
2,4,1,27,12,5,4,2,1,1,4,2,5,3,1,2,2,3,3,1,1,1,2,1,2,2,3,2,1,2,2,1,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5,10,18,15,1,4
2,4,2,30,14,3,4,2,1,1,4,3,1,1,2,2,1,5,5,3,5,2,2,2,1,1,3,3,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,10,18,16,19,1
2,5,5,7,4,4,6,5,5,5,5,5,5,5,2,5,5,5,5,4,4,4,3,4,3,4,4,3,3,3,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,4
2,5,5,35,5,4,4,5,5,5,5,5,5,5,2,3,3,5,4,2,2,5,2,3,3,3,3,5,2,3,3,1,2,2,2,1,1,1,6,1,4,6,1,5,1,1,5,10,1,1,1,4
2,6,3,3,10,6,6,5,5,5,3,4,5,5,3,5,5,5,5,4,2,2,2,2,2,2,3,5,2,2,2,1,2,2,1,2,5,2,2,5,1,2,5,5,1,2,2,10,3,3,3,2
1,5,3,18,1,4,6,3,2,3,1,1,2,1,1,2,2,1,2,3,1,1,2,1,1,1,2,3,2,1,2,1,2,1,2,6,3,6,3,5,5,5,5,3,6,5,3,8,5,5,5,6
2,6,1,4,1,5,7,5,5,5,5,4,5,4,4,5,5,4,4,4,3,3,3,3,3,4,3,2,3,3,3,2,3,3,3,1,1,1,1,4,1,1,4,1,1,1,1,0,17,1,18,1
2,5,5,28,13,3,7,3,2,3,3,3,3,1,1,2,2,2,4,2,5,2,1,1,1,1,2,2,1,1,1,1,1,1,1,6,2,6,2,2,6,6,2,2,6,6,2,10,5,2,2,3
1,4,5,28,13,4,5,2,3,3,2,3,2,2,1,2,4,2,4,2,2,2,2,1,1,2,2,2,2,3,3,2,1,4,3,6,3,5,5,1,1,6,5,3,1,5,5,9,5,5,5,6
1,5,3,8,9,4,6,4,5,5,5,5,4,4,5,4,3,5,5,5,2,2,3,3,3,2,4,4,3,3,2,3,3,2,2,1,4,1,4,4,4,1,4,4,4,4,1,8,18,7,4,5
1,5,4,8,9,5,2,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,4,3,2,2,2,2,2,2,3,1,1,1,1,4,1,1,1,5,1,1,1,10,1,1,1,4
2,3,3,30,14,6,6,4,4,2,4,3,2,2,3,1,3,5,5,2,2,3,3,2,2,2,4,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,14,4,4,5
2,2,6,8,9,4,3,5,6,5,3,5,5,4,4,5,4,5,5,5,3,3,3,2,3,3,4,2,3,4,4,4,4,5,4,3,1,1,1,3,1,3,3,1,3,1,1,5,16,5,18,1
2,2,6,46,10,6,5,4,4,4,2,4,4,5,3,3,4,4,4,2,3,2,3,2,2,3,3,2,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,12,4,19,1
2,2,5,3,10,4,2,2,3,2,2,3,2,3,3,3,2,3,4,3,2,3,3,2,2,2,3,2,2,2,2,1,2,3,2,5,6,5,5,6,6,5,5,5,5,6,5,99,18,16,18,1
1,4,1,28,13,4,2,5,4,5,5,3,5,5,3,5,4,5,4,1,3,3,3,4,3,3,3,3,4,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,18,1
1,6,6,46,10,5,6,2,6,4,3,6,6,2,3,6,3,3,4,3,5,5,5,5,5,5,2,3,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,6,6,6,10,18,16,5,6
1,6,6,28,13,5,4,1,1,2,4,2,1,4,1,2,1,1,3,2,1,1,3,2,1,2,3,3,2,2,1,1,5,1,1,6,5,5,5,5,5,5,5,3,3,5,3,9,5,5,5,6
2,4,1,34,7,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,18,1
1,6,5,33,3,4,4,4,5,5,5,4,4,4,1,3,3,5,5,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,1,5,1,10,1,1,1,4
2,3,5,12,10,5,4,5,4,5,2,5,4,3,5,4,2,5,5,3,1,1,1,1,2,2,2,3,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,18,3,2,3
1,2,2,22,2,5,1,5,4,5,5,2,4,3,3,3,2,5,5,5,2,2,5,2,2,5,3,2,2,3,2,2,5,3,3,1,2,2,1,5,1,5,2,1,2,5,2,0,18,1,18,1
1,1,5,37,7,4,4,3,2,1,4,4,3,2,2,1,2,3,2,2,2,2,4,2,2,3,3,2,2,4,3,2,2,1,3,5,2,6,2,2,6,6,6,2,2,2,2,8,2,2,2,3
2,4,3,8,9,3,6,5,5,5,4,4,4,4,3,4,3,4,5,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,5,5,6,5,5,6,6,5,5,5,6,6,0,18,17,18,1
1,5,4,29,1,4,4,5,5,5,5,4,4,5,4,5,4,4,5,3,3,3,3,3,3,4,2,3,4,4,3,3,3,3,3,1,1,1,1,4,4,1,4,4,1,4,1,10,4,1,4,5
2,1,6,28,13,4,3,4,3,4,2,6,3,3,6,3,3,2,4,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,3,3,2,2,3,3,2,2,3,2,10,19,2,20,1
1,3,5,35,5,3,4,5,4,5,5,1,4,1,1,5,1,1,4,1,4,1,1,1,1,1,3,4,3,1,1,1,1,1,1,5,2,2,2,5,5,2,3,3,5,5,5,0,17,2,5,6
1,2,4,23,1,4,7,3,3,3,5,3,5,4,2,3,3,4,4,4,1,2,3,2,2,2,3,5,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,8,3,3,3,2
2,4,5,31,15,4,6,2,2,4,3,5,4,4,1,1,3,1,4,1,1,1,2,1,1,2,2,2,1,4,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,3
1,4,4,19,8,7,2,4,1,3,1,2,3,3,1,2,2,2,5,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,5,2,1,5,1,1,2,9,2,3,3,2
2,5,3,8,9,4,5,3,4,5,3,4,3,1,1,1,1,2,3,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2,5,5,6,6,6,6,6,6,6,6,5,5,99,18,16,20,1
1,4,5,37,7,6,5,5,5,5,5,4,4,3,1,4,4,4,5,4,3,3,3,3,3,3,2,2,3,4,3,3,3,3,2,1,2,1,5,1,1,6,1,5,5,6,2,10,18,3,3,2
1,6,6,28,13,7,7,4,3,3,1,3,1,1,1,2,1,3,4,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,3,2,2,2,3,5,2,5,3,2,2,2,9,5,5,2,3
1,4,6,28,13,6,5,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,3,2,2,2,10,2,2,2,3
1,6,2,32,12,4,4,3,1,2,4,2,2,2,1,2,2,2,3,2,2,2,2,1,1,2,3,2,2,2,2,1,1,2,2,3,3,3,3,3,6,6,3,3,3,3,3,9,5,1,1,4
2,3,5,11,1,4,4,4,5,5,5,4,5,4,3,3,3,5,5,4,3,2,3,3,2,5,5,2,3,3,3,3,2,3,3,5,4,5,4,4,4,4,4,6,4,4,4,10,4,4,4,5
1,4,2,46,10,4,4,4,2,4,4,4,4,3,1,3,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,10,2,2,2,3
1,1,5,14,1,5,1,1,4,5,4,4,6,2,3,1,2,2,5,4,2,2,2,3,1,2,1,1,2,2,1,2,2,3,3,5,2,2,5,2,5,3,5,5,5,5,2,2,15,14,18,1
2,6,6,28,13,4,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,10,5,5,2,3
1,6,5,7,4,1,6,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2,3,3,2,3,10,5,5,5,6
2,5,2,36,12,5,4,5,5,5,5,4,4,5,5,4,4,4,5,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,10,1,6,1,4
1,4,5,2,8,4,3,4,5,5,4,5,5,4,1,5,5,1,3,3,1,2,1,1,1,1,3,3,1,2,1,1,1,2,1,2,2,2,3,1,4,2,1,2,2,2,3,10,1,1,1,4
1,3,3,33,3,4,6,5,5,5,5,3,5,5,5,5,6,5,3,4,5,4,4,3,3,4,4,3,2,1,2,1,1,2,1,5,4,4,4,4,4,5,4,4,4,4,4,10,4,4,4,5
2,4,6,41,1,3,4,3,4,4,4,6,3,6,2,6,3,4,4,6,5,5,3,5,5,5,5,4,1,2,1,1,5,1,2,6,6,6,6,6,6,6,6,6,6,6,6,10,1,1,1,4
2,6,6,28,13,4,1,4,6,4,6,6,4,4,3,3,4,2,4,4,2,3,2,2,2,2,3,3,2,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,18,1
1,4,1,47,7,4,6,1,4,3,4,1,4,1,1,2,1,4,5,3,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,5,5,6,5,5,5,5,6,5,6,5,5,0,17,15,18,1
2,5,3,38,5,3,7,6,3,3,6,6,3,6,6,6,6,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,99,5,5,18,1
1,6,1,36,12,6,4,5,5,5,4,4,4,4,1,4,4,4,5,4,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,3,6,6,3,10,18,1,1,4
2,4,1,28,13,4,3,5,4,5,1,6,4,2,1,5,5,2,5,3,2,2,3,2,2,3,3,4,2,4,2,1,2,2,3,5,2,5,5,5,2,5,4,5,5,5,5,99,18,16,2,3
1,4,1,11,1,3,6,1,1,1,1,1,1,1,1,1,1,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,6
1,6,1,50,2,4,4,4,4,4,3,4,4,6,1,4,3,5,5,1,5,5,3,3,2,2,4,5,2,2,3,2,1,1,2,6,6,5,6,6,6,6,6,6,5,5,5,10,18,1,1,4
2,4,1,39,6,4,5,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,16,1,4
2,3,2,3,10,4,3,5,5,5,5,5,5,4,3,5,4,4,4,4,2,3,3,3,4,3,2,3,4,4,4,2,3,4,4,1,2,1,1,1,1,2,1,1,1,4,4,10,1,1,1,4
1,5,6,50,2,4,5,5,5,4,5,5,6,2,1,2,5,4,5,3,1,1,2,1,2,1,4,4,1,3,2,2,2,1,3,5,3,1,5,1,6,1,4,1,3,4,6,10,5,5,5,6
1,5,3,38,5,4,6,4,4,4,5,4,5,5,2,4,4,3,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,99,18,17,20,1
1,5,6,28,13,5,1,2,2,5,2,1,3,1,1,1,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,5,5,5,5,5,5,5,2,10,2,5,5,6
1,6,3,43,9,5,2,2,1,3,2,2,1,1,1,2,1,3,3,1,2,2,2,1,1,2,3,3,2,2,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,6
1,5,3,11,1,5,3,4,5,5,3,4,1,1,1,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,5,2,5,6,6,6,6,6,2,5,5,5,10,18,3,3,2
2,3,6,28,13,5,2,4,4,5,5,4,3,3,2,3,6,5,2,2,2,3,3,2,2,5,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
2,4,6,46,10,7,3,4,4,4,3,3,2,2,1,3,3,5,4,2,2,2,2,1,2,1,4,4,1,2,2,3,2,2,2,6,2,6,2,5,5,1,1,6,5,5,1,10,18,1,1,4
2,4,3,8,9,3,1,3,3,5,4,5,5,4,2,4,4,5,5,4,3,2,2,2,2,1,2,3,2,2,2,1,1,2,2,5,4,5,5,5,5,5,5,5,5,5,5,4,12,12,1,4
1,6,3,14,1,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,18,1
2,5,3,28,13,5,2,5,5,5,3,3,3,2,2,5,5,3,5,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,5,3,3,3,3,6,6,5,3,3,6,3,9,5,5,20,1
2,3,1,46,10,4,3,5,3,5,5,3,5,5,2,4,3,5,5,4,2,2,3,5,2,2,4,4,2,3,2,2,1,2,3,1,5,5,5,1,4,2,1,5,5,5,1,10,1,1,1,4
2,5,1,6,11,3,7,5,5,3,5,5,4,4,1,4,5,4,2,3,2,3,2,3,2,3,3,3,2,2,2,2,1,2,2,1,1,1,5,1,1,1,1,5,1,6,1,10,1,1,1,4
2,6,1,44,2,3,6,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
1,5,4,8,9,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,10,6,6,4,5
2,3,6,28,13,4,6,5,5,4,1,3,1,2,1,3,5,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,7,5,5,5,6
2,2,2,45,8,4,7,3,3,5,4,3,4,4,4,3,3,4,3,4,5,2,2,1,2,2,5,5,3,3,5,5,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,7,18,16,1,4
2,6,6,46,10,4,4,4,4,5,3,4,1,1,1,6,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,6,1,6,1,3,6,6,2,10,3,15,3,2
2,5,1,15,12,5,4,5,5,4,4,3,4,4,3,5,4,4,4,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
2,3,5,28,13,4,3,5,5,5,4,5,5,5,2,2,5,5,5,2,2,3,3,3,3,3,3,4,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
2,3,1,40,7,4,4,5,5,5,5,3,5,3,5,4,2,5,5,5,3,3,3,3,2,2,3,3,2,2,2,2,2,1,2,1,1,1,1,4,4,1,1,4,4,4,1,7,4,4,1,4
1,5,5,24,7,4,4,5,5,5,5,4,5,5,5,5,4,5,5,2,4,4,4,4,4,4,3,3,4,2,2,3,5,3,2,4,4,4,1,4,4,6,4,4,4,4,4,10,4,4,4,5
1,5,3,35,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,4,3,4,3,3,3,3,3,5,5,3,3,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,2,3
2,5,3,26,17,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,2,2,2,2,2,2,3,3,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,99,18,15,19,1
2,4,2,8,9,4,3,5,5,5,4,5,5,6,1,5,5,5,5,6,3,2,3,2,2,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,10,18,17,20,1
1,4,4,15,12,4,4,3,1,4,5,3,4,1,1,1,5,4,5,4,1,1,1,1,1,2,4,4,1,2,2,1,1,2,1,5,2,5,2,5,5,1,1,1,2,5,1,10,2,1,1,4
1,3,5,11,1,4,5,5,5,3,5,5,5,5,3,5,5,4,3,5,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,17,1,18,1
1,1,6,28,13,4,4,2,4,5,4,3,4,4,4,3,5,4,5,4,3,1,3,3,3,4,3,4,2,4,5,2,3,2,3,5,2,2,5,1,4,2,4,5,2,5,6,3,19,3,18,1
2,4,6,28,13,9,5,6,6,6,6,6,6,6,6,6,6,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,99,19,16,19,1
2,4,4,28,13,5,1,4,4,5,2,4,3,5,4,5,1,4,3,4,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,1,4,6,4,1,6,6,6,1,4,6,4,8,4,3,4,5
2,4,5,3,10,4,5,4,4,3,3,4,4,4,4,3,4,4,4,4,5,5,5,5,5,4,3,3,3,3,4,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,2,8,18,16,18,1
2,5,6,28,13,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,2,4,4,2,3,2,3,3,2,3,1,5,5,5,6,5,6,5,5,1,6,5,8,18,17,1,4
1,3,2,30,14,4,4,3,4,1,4,6,5,3,1,3,2,4,5,3,1,2,3,2,2,2,4,3,1,3,2,1,1,2,1,6,2,2,2,5,2,2,2,6,2,5,6,10,2,15,2,3
2,4,4,24,7,6,3,1,2,2,4,2,2,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,3
1,2,5,38,5,3,6,4,4,4,5,4,5,5,5,4,3,5,4,5,3,3,4,4,3,4,3,4,3,4,4,2,3,3,3,2,1,3,1,1,2,1,3,2,1,1,1,7,1,1,1,4
2,4,5,11,1,4,4,3,4,3,4,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,1,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,10,18,1,1,4
2,6,4,28,13,8,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,3,1,2,2,1,1,2,2,3,2,3,3,3,1,3,1,3,3,3,3,10,5,5,5,6
1,6,5,30,14,6,7,3,3,3,2,1,2,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,2,3,3,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,18,1
1,5,4,11,1,6,4,4,5,5,5,3,4,5,4,5,4,5,5,1,3,3,3,3,3,3,3,3,2,1,2,2,2,1,2,6,1,1,1,4,5,5,5,4,4,1,5,0,17,4,18,1
2,1,6,29,1,6,4,4,4,4,5,3,5,3,2,3,1,5,4,1,1,2,1,1,2,2,4,4,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,5,1,2,10,1,1,1,4
2,5,5,4,1,4,4,2,1,4,2,2,2,1,1,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,2,2,2,9,2,2,2,3
2,1,5,38,5,6,4,3,3,4,4,3,4,3,2,3,3,4,4,3,1,2,5,5,2,2,2,2,2,3,2,2,2,2,3,6,6,6,6,6,6,6,6,6,6,6,6,9,18,16,20,1
1,6,4,36,12,4,4,5,4,5,5,4,4,5,2,3,5,5,5,4,3,3,3,4,3,3,3,3,2,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,5
2,3,4,8,9,6,4,3,4,3,4,1,5,3,5,2,3,3,1,3,2,5,2,1,5,1,4,4,1,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,19,14,20,1
2,5,4,30,14,4,7,4,4,4,4,4,4,5,3,4,4,5,5,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,99,17,17,18,1
2,4,6,8,9,6,6,3,2,4,6,3,5,3,3,2,3,4,4,3,2,2,2,2,2,2,3,5,2,2,2,5,2,2,1,6,5,6,5,5,5,5,4,5,5,2,5,0,19,17,18,1
1,6,5,21,1,4,4,4,4,5,3,4,4,4,1,4,4,3,2,2,1,1,1,1,1,1,3,4,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,3
2,3,3,11,1,9,7,3,5,4,3,3,3,1,1,3,2,1,3,4,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,5,5,6,0,18,16,2,3
1,6,5,43,9,4,4,5,5,5,5,5,5,5,5,5,6,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,4,1,6,4,5,1,4,6,10,4,4,4,5
2,5,6,28,13,6,1,5,1,5,4,1,6,1,1,1,1,1,2,2,1,1,2,1,1,1,3,1,1,5,1,1,1,3,1,2,2,2,2,5,5,2,2,2,2,5,2,10,2,2,2,3
2,3,2,47,7,3,6,3,1,5,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6
2,6,6,28,13,6,4,5,4,5,5,6,6,6,4,6,4,5,5,3,2,3,3,2,2,5,2,5,3,2,2,2,2,2,2,5,6,6,5,1,5,6,4,5,5,5,5,99,3,3,18,1
1,5,5,29,1,4,5,2,3,5,4,2,4,2,2,2,3,3,4,2,2,2,3,2,2,3,3,2,2,2,3,2,2,3,2,2,2,2,1,1,2,2,1,3,1,2,1,10,5,16,2,3
1,1,6,28,13,4,6,4,5,5,5,5,3,4,2,4,4,5,5,3,2,2,4,2,2,2,2,3,2,3,1,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,1,2,3
1,6,6,28,13,4,5,5,5,5,4,6,4,3,1,6,2,5,1,1,1,1,1,1,1,1,4,4,1,2,1,1,1,2,2,2,5,5,5,5,5,5,4,3,5,6,2,0,17,15,1,4
1,2,1,47,7,4,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,3
1,5,3,21,1,6,7,4,5,4,5,3,6,3,3,4,3,4,4,2,2,3,5,2,2,2,3,2,5,2,2,2,2,3,2,5,6,6,5,5,5,6,5,5,6,6,5,8,18,15,3,2
2,4,6,46,10,2,7,3,3,3,3,3,3,2,3,3,3,4,3,4,2,2,2,2,2,2,5,4,3,4,5,3,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,2,18,16,19,1
2,1,5,30,14,4,6,5,5,5,3,3,3,3,4,5,5,4,3,4,2,2,2,2,3,2,3,4,3,5,3,4,3,4,3,1,4,4,2,4,1,6,3,5,2,4,1,5,1,1,18,1
2,2,2,30,14,4,4,4,3,5,3,4,4,2,2,3,4,5,1,4,5,2,5,5,2,2,4,4,2,2,2,2,2,2,2,2,6,2,2,2,4,5,4,5,4,5,2,8,12,2,18,1
2,6,3,3,10,4,4,4,4,4,1,3,4,2,1,2,3,1,5,3,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,5,2,2,2,1,5,6,1,2,6,5,2,10,2,3,3,2
1,3,6,8,9,4,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,2,3,5,3,3,3,3,3,3,10,5,5,5,6
2,3,4,11,1,4,4,5,3,4,5,5,5,3,1,4,4,4,4,3,5,2,2,1,1,2,4,4,2,2,2,1,2,2,2,2,5,2,5,5,5,6,5,5,5,5,5,0,17,12,18,1
1,6,4,19,8,5,4,2,2,2,3,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,3,1,1,1,1,2,1,1,2,2,2,2,2,5,2,2,2,2,2,2,10,2,3,1,4
1,4,5,15,12,4,4,4,1,3,5,3,6,1,3,1,1,4,5,1,1,2,2,1,1,1,4,4,2,1,2,1,2,2,5,5,6,5,6,4,5,6,6,5,5,5,4,10,18,4,4,5
2,3,1,45,8,3,4,3,3,3,3,1,4,2,1,1,2,4,3,3,1,2,3,5,2,5,1,1,1,1,1,1,2,2,1,5,5,6,1,5,5,5,6,5,1,5,1,10,4,4,4,5
2,5,3,28,13,5,2,2,1,2,1,2,1,1,1,2,1,3,4,1,1,1,1,1,1,1,4,1,2,2,4,1,1,3,1,6,3,3,3,3,6,6,3,3,3,3,3,10,5,5,5,6
2,5,3,43,9,4,3,3,5,5,5,3,5,6,5,4,6,5,5,4,1,2,2,2,3,3,3,3,2,2,1,2,2,2,2,4,5,5,4,5,5,4,4,5,4,5,5,5,4,4,4,5
2,6,6,8,9,5,6,3,3,4,1,2,3,2,1,3,3,2,3,2,2,1,2,1,1,1,2,3,2,2,2,2,2,2,2,6,2,2,2,2,5,2,5,6,3,3,2,10,18,16,2,3
2,1,5,18,1,4,4,5,5,5,5,4,5,3,2,3,3,5,5,4,3,3,3,3,2,2,4,3,3,4,3,2,4,2,2,1,1,6,4,4,4,4,4,6,4,1,4,8,16,4,4,5
2,3,3,41,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,4,4,1,4,4,4,5,4,4,4,1,1,10,4,4,4,5
2,5,6,28,13,6,1,4,3,4,1,2,2,1,1,1,2,2,5,4,2,2,2,1,1,1,1,1,2,2,2,1,2,2,3,2,2,2,2,5,5,2,2,2,2,2,2,10,2,2,2,3
2,3,5,38,5,3,4,5,4,3,5,5,5,5,2,4,5,2,3,5,2,2,3,2,3,3,2,3,4,4,3,3,2,4,3,1,5,6,1,1,6,6,1,1,1,6,5,10,1,1,1,4
2,3,5,1,16,5,4,3,4,3,5,4,3,3,3,4,3,5,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,6,1,5,4,6,1,5,1,1,18,1
1,5,4,28,13,5,3,2,2,2,2,1,1,1,1,2,2,1,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,2,2,3,10,5,5,5,6
1,6,2,36,12,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
1,4,1,41,1,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4
2,3,3,48,16,6,3,3,3,3,4,3,3,3,3,3,3,4,4,1,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,5
