Día;Día_semana;laborable / festivo / domingo festivo;Tipo de Festivo;Festividad
21/01/2022;viernes;;;
22/01/2022;sábado;;;
23/01/2022;domingo;;;
24/01/2022;lunes;;;
25/01/2022;martes;;;
26/01/2022;miércoles;;;
27/01/2022;jueves;;;
28/01/2022;viernes;;;
29/01/2022;sábado;;;
30/01/2022;domingo;;;
31/01/2022;lunes;;;
01/02/2022;martes;;;
02/02/2022;miércoles;;;
03/02/2022;jueves;;;
04/02/2022;viernes;;;
05/02/2022;sábado;;;
06/02/2022;domingo;;;
07/02/2022;lunes;;;
08/02/2022;martes;;;
09/02/2022;miércoles;;;
10/02/2022;jueves;;;
11/02/2022;viernes;;;
12/02/2022;sábado;;;
13/02/2022;domingo;;;
14/02/2022;lunes;;;
15/02/2022;martes;;;
16/02/2022;miércoles;;;
17/02/2022;jueves;;;
18/02/2022;viernes;;;
19/02/2022;sábado;;;
20/02/2022;domingo;;;
21/02/2022;lunes;;;
22/02/2022;martes;;;
23/02/2022;miércoles;;;
24/02/2022;jueves;;;
25/02/2022;viernes;;;
26/02/2022;sábado;;;
27/02/2022;domingo;;;
28/02/2022;lunes;;;
01/03/2022;martes;;;
02/03/2022;miércoles;;;
03/03/2022;jueves;;;
04/03/2022;viernes;;;
05/03/2022;sábado;;;
06/03/2022;domingo;;;
07/03/2022;lunes;;;
08/03/2022;martes;;;
09/03/2022;miércoles;;;
10/03/2022;jueves;;;
11/03/2022;viernes;;;
12/03/2022;sábado;;;
13/03/2022;domingo;;;
14/03/2022;lunes;;;
15/03/2022;martes;;;
16/03/2022;miércoles;;;
17/03/2022;jueves;;;
18/03/2022;viernes;;;
19/03/2022;sábado;;;
20/03/2022;domingo;;;
21/03/2022;lunes;;;
22/03/2022;martes;;;
23/03/2022;miércoles;;;
24/03/2022;jueves;;;
25/03/2022;viernes;;;
26/03/2022;sábado;;;
27/03/2022;domingo;;;
28/03/2022;lunes;;;
29/03/2022;martes;;;
30/03/2022;miércoles;;;
31/03/2022;jueves;;;
01/04/2022;viernes;;;
02/04/2022;sábado;;;
03/04/2022;domingo;;;
04/04/2022;lunes;;;
05/04/2022;martes;;;
06/04/2022;miércoles;;;
07/04/2022;jueves;;;
08/04/2022;viernes;;;
09/04/2022;sábado;;;
10/04/2022;domingo;;;
11/04/2022;lunes;;;
12/04/2022;martes;;;
13/04/2022;miércoles;;;
14/04/2022;jueves;Festivo;Festivo nacional;Jueves Santo
15/04/2022;viernes;Festivo;Festivo nacional;Viernes Santo
16/04/2022;sábado;;;
17/04/2022;domingo;;;
18/04/2022;lunes;;;
19/04/2022;martes;;;
20/04/2022;miércoles;;;
21/04/2022;jueves;;;
22/04/2022;viernes;;;
23/04/2022;sábado;;;
24/04/2022;domingo;;;
25/04/2022;lunes;;;
26/04/2022;martes;;;
27/04/2022;miércoles;;;
28/04/2022;jueves;;;
29/04/2022;viernes;;;
30/04/2022;sábado;;;
01/05/2022;domingo;;;
02/05/2022;lunes;Festivo;Fiesta de la Comunidad de Madrid;
03/05/2022;martes;;;
04/05/2022;miércoles;;;
05/05/2022;jueves;;;
06/05/2022;viernes;;;
07/05/2022;sábado;;;
08/05/2022;domingo;;;
09/05/2022;lunes;;;
10/05/2022;martes;;;
11/05/2022;miércoles;;;
12/05/2022;jueves;;;
13/05/2022;viernes;;;
14/05/2022;sábado;;;
15/05/2022;domingo;;;
16/05/2022;lunes;Festivo;Festivo local;Traslado de la festividad de San Isidro Labrador
17/05/2022;martes;;;
18/05/2022;miércoles;;;
19/05/2022;jueves;;;
20/05/2022;viernes;;;
21/05/2022;sábado;;;
22/05/2022;domingo;;;
23/05/2022;lunes;;;
24/05/2022;martes;;;
25/05/2022;miércoles;;;
26/05/2022;jueves;;;
27/05/2022;viernes;;;
28/05/2022;sábado;;;
29/05/2022;domingo;;;
30/05/2022;lunes;;;
31/05/2022;martes;;;
01/06/2022;miércoles;;;
02/06/2022;jueves;;;
03/06/2022;viernes;;;
04/06/2022;sábado;;;
05/06/2022;domingo;;;
06/06/2022;lunes;;;
07/06/2022;martes;;;
08/06/2022;miércoles;;;
09/06/2022;jueves;;;
10/06/2022;viernes;;;
11/06/2022;sábado;;;
12/06/2022;domingo;;;
13/06/2022;lunes;;;
14/06/2022;martes;;;
15/06/2022;miércoles;;;
16/06/2022;jueves;;;
17/06/2022;viernes;;;
18/06/2022;sábado;;;
19/06/2022;domingo;;;
20/06/2022;lunes;;;
21/06/2022;martes;;;
22/06/2022;miércoles;;;
23/06/2022;jueves;;;
24/06/2022;viernes;;;
25/06/2022;sábado;;;
26/06/2022;domingo;;;
27/06/2022;lunes;;;
28/06/2022;martes;;;
29/06/2022;miércoles;;;
30/06/2022;jueves;;;
01/07/2022;viernes;;;
02/07/2022;sábado;;;
03/07/2022;domingo;;;
04/07/2022;lunes;;;
05/07/2022;martes;;;
06/07/2022;miércoles;;;
07/07/2022;jueves;;;
08/07/2022;viernes;;;
09/07/2022;sábado;;;
10/07/2022;domingo;;;
11/07/2022;lunes;;;
12/07/2022;martes;;;
13/07/2022;miércoles;;;
14/07/2022;jueves;;;
15/07/2022;viernes;;;
16/07/2022;sábado;;;
17/07/2022;domingo;;;
18/07/2022;lunes;;;
19/07/2022;martes;;;
20/07/2022;miércoles;;;
21/07/2022;jueves;;;
22/07/2022;viernes;;;
23/07/2022;sábado;;;
24/07/2022;domingo;;;
25/07/2022;lunes;Festivo;Festivo nacional;Santiago Apóstol
26/07/2022;martes;;;
27/07/2022;miércoles;;;
28/07/2022;jueves;;;
29/07/2022;viernes;;;
30/07/2022;sábado;;;
31/07/2022;domingo;;;
01/08/2022;lunes;;;
02/08/2022;martes;;;
03/08/2022;miércoles;;;
04/08/2022;jueves;;;
05/08/2022;viernes;;;
06/08/2022;sábado;;;
07/08/2022;domingo;;;
08/08/2022;lunes;;;
09/08/2022;martes;;;
10/08/2022;miércoles;;;
11/08/2022;jueves;;;
12/08/2022;viernes;;;
13/08/2022;sábado;;;
14/08/2022;domingo;;;
15/08/2022;lunes;Festivo;Festivo nacional;Asunción de la Virgen
16/08/2022;martes;;;
17/08/2022;miércoles;;;
18/08/2022;jueves;;;
19/08/2022;viernes;;;
20/08/2022;sábado;;;
21/08/2022;domingo;;;
22/08/2022;lunes;;;
23/08/2022;martes;;;
24/08/2022;miércoles;;;
25/08/2022;jueves;;;
26/08/2022;viernes;;;
27/08/2022;sábado;;;
28/08/2022;domingo;;;
29/08/2022;lunes;;;
30/08/2022;martes;;;
31/08/2022;miércoles;;;
01/09/2022;jueves;;;
02/09/2022;viernes;;;
03/09/2022;sábado;;;
04/09/2022;domingo;;;
05/09/2022;lunes;;;
06/09/2022;martes;;;
07/09/2022;miércoles;;;
08/09/2022;jueves;;;
09/09/2022;viernes;;;
10/09/2022;sábado;;;
11/09/2022;domingo;;;
12/09/2022;lunes;;;
13/09/2022;martes;;;
14/09/2022;miércoles;;;
15/09/2022;jueves;;;
16/09/2022;viernes;;;
17/09/2022;sábado;;;
18/09/2022;domingo;;;
19/09/2022;lunes;;;
20/09/2022;martes;;;
21/09/2022;miércoles;;;
22/09/2022;jueves;;;
23/09/2022;viernes;;;
24/09/2022;sábado;;;
25/09/2022;domingo;;;
26/09/2022;lunes;;;
27/09/2022;martes;;;
28/09/2022;miércoles;;;
29/09/2022;jueves;;;
30/09/2022;viernes;;;
01/10/2022;sábado;;;
02/10/2022;domingo;;;
03/10/2022;lunes;;;
04/10/2022;martes;;;
05/10/2022;miércoles;;;
06/10/2022;jueves;;;
07/10/2022;viernes;;;
08/10/2022;sábado;;;
09/10/2022;domingo;;;
10/10/2022;lunes;;;
11/10/2022;martes;;;
12/10/2022;miércoles;Festivo;Festivo nacional;Fiesta Nacional de España
13/10/2022;jueves;;;
14/10/2022;viernes;;;
15/10/2022;sábado;;;
16/10/2022;domingo;;;
17/10/2022;lunes;;;
18/10/2022;martes;;;
19/10/2022;miércoles;;;
20/10/2022;jueves;;;
21/10/2022;viernes;;;
22/10/2022;sábado;;;
23/10/2022;domingo;;;
24/10/2022;lunes;;;
25/10/2022;martes;;;
26/10/2022;miércoles;;;
27/10/2022;jueves;;;
28/10/2022;viernes;;;
29/10/2022;sábado;;;
30/10/2022;domingo;;;
31/10/2022;lunes;;;
01/11/2022;martes;Festivo;Festivo nacional;Todos los Santos
02/11/2022;miércoles;;;
03/11/2022;jueves;;;
04/11/2022;viernes;;;
05/11/2022;sábado;;;
06/11/2022;domingo;;;
07/11/2022;lunes;;;
08/11/2022;martes;;;
09/11/2022;miércoles;Festivo;Festivo local;Nuesta Señora de la Almudena
10/11/2022;jueves;;;
11/11/2022;viernes;;;
12/11/2022;sábado;;;
13/11/2022;domingo;;;
14/11/2022;lunes;;;
15/11/2022;martes;;;
16/11/2022;miércoles;;;
17/11/2022;jueves;;;
18/11/2022;viernes;;;
19/11/2022;sábado;;;
20/11/2022;domingo;;;
21/11/2022;lunes;;;
22/11/2022;martes;;;
23/11/2022;miércoles;;;
24/11/2022;jueves;;;
25/11/2022;viernes;;;
26/11/2022;sábado;;;
27/11/2022;domingo;;;
28/11/2022;lunes;;;
29/11/2022;martes;;;
30/11/2022;miércoles;;;
01/12/2022;jueves;;;
02/12/2022;viernes;;;
03/12/2022;sábado;;;
04/12/2022;domingo;;;
05/12/2022;lunes;;;
06/12/2022;martes;Festivo;Festivo nacional;Día de la Constitución Española
07/12/2022;miércoles;;;
08/12/2022;jueves;Festivo;Festivo nacional;Inmaculada Concepcion
09/12/2022;viernes;;;
10/12/2022;sábado;;;
11/12/2022;domingo;;;
12/12/2022;lunes;;;
13/12/2022;martes;;;
14/12/2022;miércoles;;;
15/12/2022;jueves;;;
16/12/2022;viernes;;;
17/12/2022;sábado;;;
18/12/2022;domingo;;;
19/12/2022;lunes;;;
20/12/2022;martes;;;
21/12/2022;miércoles;;;
22/12/2022;jueves;;;
23/12/2022;viernes;;;
24/12/2022;sábado;;;
25/12/2022;domingo;;;
26/12/2022;lunes;Festivo;Festivo nacional;Traslado del descanso del 25 de diciembre, Natividad del Señor
27/12/2022;martes;;;
28/12/2022;miércoles;;;
29/12/2022;jueves;;;
30/12/2022;viernes;;;
31/12/2022;sábado;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
